"phi1","lambda","ok","reason","a1","a2","a3","H","feasible_RH","hopf_band"
0.03,118.319327731092,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,119.53781512605,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,120.756302521008,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,121.974789915966,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,123.193277310924,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,124.411764705882,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,125.63025210084,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,126.848739495798,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,128.067226890756,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,129.285714285714,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,130.504201680672,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,131.72268907563,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,132.941176470588,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,134.159663865546,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,135.378151260504,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,136.596638655462,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,137.81512605042,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,139.033613445378,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,140.252100840336,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,141.470588235294,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,142.689075630252,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,143.90756302521,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,145.126050420168,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,146.344537815126,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,147.563025210084,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,148.781512605042,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,150,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,5,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,6.21848739495798,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,7.43697478991597,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,8.65546218487395,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,9.87394957983193,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,11.0924369747899,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,12.3109243697479,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,13.5294117647059,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,14.7478991596639,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,15.9663865546218,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,17.1848739495798,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,18.4033613445378,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,19.6218487394958,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,20.8403361344538,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,22.0588235294118,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,23.2773109243697,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,24.4957983193277,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,25.7142857142857,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,26.9327731092437,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,28.1512605042017,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,29.3697478991597,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,30.5882352941176,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,31.8067226890756,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,33.0252100840336,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,34.2436974789916,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,35.4621848739496,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,36.6806722689076,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,37.8991596638655,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,39.1176470588235,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,40.3361344537815,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,41.5546218487395,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,42.7731092436975,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,43.9915966386555,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,45.2100840336134,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,46.4285714285714,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,47.6470588235294,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,48.8655462184874,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,50.0840336134454,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,51.3025210084034,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,52.5210084033613,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,53.7394957983193,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,54.9579831932773,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,56.1764705882353,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,57.3949579831933,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,58.6134453781513,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,59.8319327731092,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,61.0504201680672,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,62.2689075630252,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,63.4873949579832,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,64.7058823529412,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,65.9243697478992,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,67.1428571428571,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,68.3613445378151,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,69.5798319327731,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,70.7983193277311,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,72.0168067226891,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,73.2352941176471,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,74.453781512605,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,75.672268907563,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,76.890756302521,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,78.109243697479,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,79.327731092437,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,80.546218487395,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,81.7647058823529,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,82.9831932773109,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,84.2016806722689,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,85.4201680672269,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,86.6386554621849,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,87.8571428571428,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,89.0756302521008,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,90.2941176470588,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,91.5126050420168,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,92.7310924369748,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,93.9495798319328,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,95.1680672268907,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,96.3865546218487,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,97.6050420168067,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,98.8235294117647,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,100.042016806723,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,101.260504201681,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,102.478991596639,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,103.697478991597,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,104.915966386555,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,106.134453781513,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,107.352941176471,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,108.571428571429,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,109.789915966387,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,111.008403361345,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,112.226890756303,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,113.44537815126,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,114.663865546218,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,115.882352941176,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,117.100840336134,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,118.319327731092,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,119.53781512605,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,120.756302521008,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,121.974789915966,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,123.193277310924,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,124.411764705882,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,125.63025210084,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,126.848739495798,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,128.067226890756,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,129.285714285714,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,130.504201680672,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,131.72268907563,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,132.941176470588,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,134.159663865546,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,135.378151260504,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,136.596638655462,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,137.81512605042,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,139.033613445378,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,140.252100840336,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,141.470588235294,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,142.689075630252,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,143.90756302521,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,145.126050420168,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,146.344537815126,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,147.563025210084,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,148.781512605042,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0318487394957983,150,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,5,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,6.21848739495798,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,7.43697478991597,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,8.65546218487395,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,9.87394957983193,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,11.0924369747899,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,12.3109243697479,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,13.5294117647059,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,14.7478991596639,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,15.9663865546218,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,17.1848739495798,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,18.4033613445378,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,19.6218487394958,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,20.8403361344538,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,22.0588235294118,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,23.2773109243697,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,24.4957983193277,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,25.7142857142857,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,26.9327731092437,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,28.1512605042017,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,29.3697478991597,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,30.5882352941176,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,31.8067226890756,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,33.0252100840336,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,34.2436974789916,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.0336974789915966,35.4621848739496,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
