sigma,gn,i,kappa0,psi,rF,rF_tilde,rF_eff,phi2,phi1,feasible,reason,r_star,d_star,omega_star,e_star,f_star,Z_star,maxReEig,maxImEig,a1,a2,a3,H,stable,oscillatory,rh_ok,period,econ_ok,regime,score
2.25,0.05,0.081,-0.003163842037659126,0.02,0.087,-0.00174,0.08525999999999999,0.6,0.6702127659574232,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9400000000000001,4.153123158033765,0.9999999999999629,0.0848024926490015,0.5067311549555196,-0.12116129031857496,0.255751633987272,0.012787581699345957,-0.043774779674327746,FALSE,TRUE,FALSE,12.399445437159116,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.087,-0.00174,0.08525999999999999,0.65,0.7234042553191234,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9399999999999998,4.153123158033765,0.9999999999999629,0.08485606006268291,0.5263919604700221,-0.12116129031824116,0.27604938271642204,0.013802469135801979,-0.047248968537277655,FALSE,TRUE,FALSE,11.936324600340114,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.087,-0.00174,0.08525999999999999,0.7,0.7765957446808235,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.153123158033765,0.9999999999999629,0.08490271947640798,0.545342736893523,-0.12116129031790736,0.2963471314455719,0.014817356572258012,-0.050723157400214006,FALSE,TRUE,FALSE,11.521534774573087,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.087,-0.00174,0.08525999999999999,0.75,0.8297872340425237,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.153123158033765,0.9999999999999629,0.08494372748364547,0.5636553977729333,-0.12116129031757356,0.3166448801747219,0.01583224400871403,-0.0541973462631368,FALSE,TRUE,FALSE,11.147210391322727,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.087,-0.00174,0.08525999999999999,0.8,0.8829787234042239,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.153123158033765,0.9999999999999629,0.08498005307324095,0.5813904638035455,-0.12116129031723977,0.33694262890387183,0.016847131445170062,-0.05767153512604606,FALSE,TRUE,FALSE,10.807169532974491,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.087,-0.00174,0.08525999999999999,0.8500000000000001,0.936170212765924,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.153123158033765,0.9999999999999629,0.08501245551990975,0.5985994427043796,-0.12116129031690596,0.35724037763302174,0.017862018881626092,-0.06114572398894176,FALSE,TRUE,FALSE,10.496477041129754,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.087,-0.00174,0.08525999999999999,0.9,0.9893617021276241,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.153123158033765,0.9999999999999629,0.08504153824485436,0.615326605173886,-0.12116129031657216,0.3775381263621716,0.018876906318082108,-0.06461991285182389,FALSE,TRUE,FALSE,10.21113869341634,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.09,-0.0018,0.0882,0.5,0.5638297872340412,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.671408440222215,0.9999999999999973,0.08466741609611413,0.4649139961422567,-0.12116129032231261,0.21515613652870744,0.01075780682643425,-0.036826401949016103,FALSE,TRUE,FALSE,13.514726076900093,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.09,-0.0018,0.0882,0.55,0.6170212765957432,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.671408440222215,0.9999999999999973,0.08474035758316624,0.48627375801445766,-0.12116129032228581,0.23545388525783095,0.011772694262890314,-0.040300590812124545,FALSE,TRUE,FALSE,12.921086535360145,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.09,-0.0018,0.0882,0.6,0.6702127659574452,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.671408440222215,0.9999999999999973,0.08480249265085643,0.5067311549550776,-0.12116129032225902,0.25575163398695433,0.012787581699346377,-0.04377477967523188,FALSE,TRUE,FALSE,12.39944543716993,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.09,-0.0018,0.0882,0.65,0.7234042553191471,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9400000000000001,4.671408440222215,0.9999999999999973,0.08485606006469155,0.5263919604695607,-0.12116129032223222,0.2760493827160779,0.013802469135802431,-0.04724896853833813,FALSE,TRUE,FALSE,11.936324600350577,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.09,-0.0018,0.0882,0.7,0.7765957446808491,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9399999999999998,4.671408440222215,0.9999999999999973,0.08490271947857031,0.5453427368930441,-0.12116129032220542,0.2963471314452013,0.0148173565722585,-0.05072315740144331,FALSE,TRUE,FALSE,11.521534774583204,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.09,-0.0018,0.0882,0.75,0.8297872340425512,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.671408440222215,0.9999999999999973,0.08494372748596121,0.5636553977724361,-0.12116129032217862,0.3166448801743248,0.015832244008714563,-0.05419734626454739,FALSE,TRUE,FALSE,11.147210391332559,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.09,-0.0018,0.0882,0.8,0.8829787234042532,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.671408440222215,0.9999999999999973,0.08498005307571027,0.5813904638030309,-0.12116129032215182,0.3369426289034482,0.016847131445170617,-0.05767153512765037,FALSE,TRUE,FALSE,10.807169532984057,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.09,-0.0018,0.0882,0.8500000000000001,0.9361702127659552,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.671408440222215,0.9999999999999973,0.0850124555225328,0.5985994427038493,-0.12116129032212503,0.3572403776325717,0.017862018881626678,-0.061145723990752285,FALSE,TRUE,FALSE,10.496477041139052,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.09,-0.0018,0.0882,0.9,0.9893617021276571,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,4.671408440222215,0.9999999999999973,0.08504153824763078,0.6153266051733394,-0.12116129032209823,0.37753812636169515,0.01887690631808274,-0.0646199128538531,FALSE,TRUE,FALSE,10.211138693425411,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.093,-0.0018600000000000001,0.09114,0.5,0.5638297872340425,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9399999999999998,5.25437266967802,0.9999999999999998,0.08466741609623678,0.4649139961422261,-0.12116129032255561,0.21515613652868737,0.01075780682643428,-0.03682640194906599,FALSE,TRUE,FALSE,13.514726076900983,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.093,-0.0018600000000000001,0.09114,0.55,0.6170212765957447,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.25437266967802,0.9999999999999998,0.08474035758330077,0.4862737580144247,-0.12116129032255311,0.2354538852578089,0.011772694262890345,-0.04030059081218484,FALSE,TRUE,FALSE,12.921086535361022,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.093,-0.0018600000000000001,0.09114,0.6,0.6702127659574467,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.25437266967802,0.9999999999999998,0.08480249265100331,0.506731154955044,-0.12116129032255062,0.2557516339869303,0.0127875816993464,-0.04377477967530356,FALSE,TRUE,FALSE,12.399445437170755,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.093,-0.0018600000000000001,0.09114,0.65,0.7234042553191489,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.25437266967802,0.9999999999999998,0.0848560600648504,0.5263919604695253,-0.12116129032254812,0.2760493827160518,0.013802469135802468,-0.04724896853842221,FALSE,TRUE,FALSE,11.93632460035138,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.093,-0.0018600000000000001,0.09114,0.7,0.776595744680851,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9399999999999998,5.25437266967802,0.9999999999999998,0.08490271947874135,0.5453427368930075,-0.12116129032254563,0.2963471314451733,0.01481735657225854,-0.05072315740154078,FALSE,TRUE,FALSE,11.521534774583976,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.093,-0.0018600000000000001,0.09114,0.75,0.8297872340425531,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.25437266967802,0.9999999999999998,0.0849437274861445,0.5636553977723984,-0.12116129032254314,0.3166448801742947,0.01583224400871459,-0.05419734626465919,FALSE,TRUE,FALSE,11.147210391333305,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.093,-0.0018600000000000001,0.09114,0.8,0.8829787234042552,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.25437266967802,0.9999999999999998,0.08498005307590567,0.5813904638029915,-0.12116129032254064,0.33694262890341614,0.016847131445170662,-0.057671535127777535,FALSE,TRUE,FALSE,10.807169532984789,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.093,-0.0018600000000000001,0.09114,0.8500000000000001,0.9361702127659574,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.25437266967802,0.9999999999999998,0.08501245552274035,0.5985994427038086,-0.12116129032253814,0.3572403776325377,0.017862018881626727,-0.06114572399089578,FALSE,TRUE,FALSE,10.496477041139766,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.093,-0.0018600000000000001,0.09114,0.9,0.9893617021276594,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.25437266967802,0.9999999999999998,0.0850415382478506,0.6153266051732981,-0.12116129032253564,0.37753812636165907,0.018876906318082788,-0.06461991285401392,FALSE,TRUE,FALSE,10.211138693426097,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.096,-0.00192,0.09408,0.5,0.5638297872340426,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.910087397655591,1,0.08466741609624917,0.4649139961422229,-0.12116129032258058,0.21515613652868548,0.01075780682643428,-0.03682640194907112,FALSE,TRUE,FALSE,13.514726076901077,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.096,-0.00192,0.09408,0.55,0.6170212765957448,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.910087397655591,1,0.0847403575833147,0.48627375801442174,-0.12116129032258058,0.23545388525780675,0.011772694262890345,-0.04030059081219105,FALSE,TRUE,FALSE,12.9210865353611,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.096,-0.00192,0.09408,0.6,0.6702127659574468,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.910087397655591,1,0.08480249265101825,0.5067311549550402,-0.12116129032258058,0.25575163398692796,0.0127875816993464,-0.043774779675310946,FALSE,TRUE,FALSE,12.399445437170847,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.096,-0.00192,0.09408,0.65,0.723404255319149,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9400000000000001,5.910087397655591,1,0.08485606006486691,0.5263919604695221,-0.12116129032258058,0.27604938271604934,0.013802469135802468,-0.047248968538430886,FALSE,TRUE,FALSE,11.936324600351453,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.096,-0.00192,0.09408,0.7,0.7765957446808511,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.910087397655591,1,0.08490271947875895,0.545342736893004,-0.12116129032258058,0.29634713144517044,0.01481735657225854,-0.050723157401550784,FALSE,TRUE,FALSE,11.52153477458405,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.096,-0.00192,0.09408,0.75,0.8297872340425533,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.910087397655591,1,0.08494372748616318,0.5636553977723943,-0.12116129032258058,0.31664488017429177,0.015832244008714604,-0.05419734626467071,FALSE,TRUE,FALSE,11.147210391333386,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.096,-0.00192,0.09408,0.8,0.8829787234042554,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.910087397655591,1,0.08498005307592595,0.5813904638029882,-0.12116129032258058,0.33694262890341303,0.016847131445170662,-0.05767153512779062,FALSE,TRUE,FALSE,10.807169532984851,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.096,-0.00192,0.09408,0.8500000000000001,0.9361702127659576,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.910087397655591,1,0.0850124555227617,0.5985994427038047,-0.12116129032258058,0.3572403776325343,0.017862018881626727,-0.06114572399091053,FALSE,TRUE,FALSE,10.496477041139835,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.096,-0.00192,0.09408,0.9,0.9893617021276597,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,5.910087397655591,1,0.08504153824787311,0.6153266051732934,-0.12116129032258058,0.3775381263616556,0.0188769063180828,-0.06461991285403047,FALSE,TRUE,FALSE,10.211138693426173,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.099,-0.00198,0.09702000000000001,0.5,0.5638297872340426,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,6.647631457413886,1,0.08466741609624917,0.4649139961422229,-0.12116129032258058,0.21515613652868548,0.01075780682643428,-0.03682640194907112,FALSE,TRUE,FALSE,13.514726076901077,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.099,-0.00198,0.09702000000000001,0.55,0.6170212765957448,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,6.647631457413886,1,0.0847403575833147,0.48627375801442174,-0.12116129032258058,0.23545388525780675,0.011772694262890345,-0.04030059081219105,FALSE,TRUE,FALSE,12.9210865353611,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.099,-0.00198,0.09702000000000001,0.6,0.6702127659574468,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,6.647631457413886,1,0.08480249265101825,0.5067311549550402,-0.12116129032258058,0.25575163398692796,0.0127875816993464,-0.043774779675310946,FALSE,TRUE,FALSE,12.399445437170847,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.099,-0.00198,0.09702000000000001,0.65,0.723404255319149,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9400000000000001,6.647631457413886,1,0.08485606006486691,0.5263919604695221,-0.12116129032258058,0.27604938271604934,0.013802469135802468,-0.047248968538430886,FALSE,TRUE,FALSE,11.936324600351453,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.099,-0.00198,0.09702000000000001,0.7,0.7765957446808511,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,6.647631457413886,1,0.08490271947875895,0.545342736893004,-0.12116129032258058,0.29634713144517044,0.01481735657225854,-0.050723157401550784,FALSE,TRUE,FALSE,11.52153477458405,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.099,-0.00198,0.09702000000000001,0.75,0.8297872340425533,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,6.647631457413886,1,0.08494372748616318,0.5636553977723943,-0.12116129032258058,0.31664488017429177,0.015832244008714604,-0.05419734626467071,FALSE,TRUE,FALSE,11.147210391333386,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.099,-0.00198,0.09702000000000001,0.8,0.8829787234042554,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,6.647631457413886,1,0.08498005307592595,0.5813904638029882,-0.12116129032258058,0.33694262890341303,0.016847131445170662,-0.05767153512779062,FALSE,TRUE,FALSE,10.807169532984851,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.099,-0.00198,0.09702000000000001,0.8500000000000001,0.9361702127659576,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,6.647631457413886,1,0.0850124555227617,0.5985994427038047,-0.12116129032258058,0.3572403776325343,0.017862018881626727,-0.06114572399091053,FALSE,TRUE,FALSE,10.496477041139835,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.099,-0.00198,0.09702000000000001,0.9,0.9893617021276597,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,6.647631457413886,1,0.08504153824787311,0.6153266051732934,-0.12116129032258058,0.3775381263616556,0.0188769063180828,-0.06461991285403047,FALSE,TRUE,FALSE,10.211138693426173,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.10200000000000001,-0.00204,0.09996000000000001,0.5,0.5638297872340426,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,7.477216667071348,1,0.08466741609624917,0.4649139961422229,-0.12116129032258058,0.21515613652868548,0.01075780682643428,-0.03682640194907112,FALSE,TRUE,FALSE,13.514726076901077,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.10200000000000001,-0.00204,0.09996000000000001,0.55,0.6170212765957448,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,7.477216667071348,1,0.0847403575833147,0.48627375801442174,-0.12116129032258058,0.23545388525780675,0.011772694262890345,-0.04030059081219105,FALSE,TRUE,FALSE,12.9210865353611,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.10200000000000001,-0.00204,0.09996000000000001,0.6,0.6702127659574468,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,7.477216667071348,1,0.08480249265101825,0.5067311549550402,-0.12116129032258058,0.25575163398692796,0.0127875816993464,-0.043774779675310946,FALSE,TRUE,FALSE,12.399445437170847,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.10200000000000001,-0.00204,0.09996000000000001,0.65,0.723404255319149,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9400000000000001,7.477216667071348,1,0.08485606006486691,0.5263919604695221,-0.12116129032258058,0.27604938271604934,0.013802469135802468,-0.047248968538430886,FALSE,TRUE,FALSE,11.936324600351453,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.10200000000000001,-0.00204,0.09996000000000001,0.7,0.7765957446808511,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,7.477216667071348,1,0.08490271947875895,0.545342736893004,-0.12116129032258058,0.29634713144517044,0.01481735657225854,-0.050723157401550784,FALSE,TRUE,FALSE,11.52153477458405,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.10200000000000001,-0.00204,0.09996000000000001,0.75,0.8297872340425533,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,7.477216667071348,1,0.08494372748616318,0.5636553977723943,-0.12116129032258058,0.31664488017429177,0.015832244008714604,-0.05419734626467071,FALSE,TRUE,FALSE,11.147210391333386,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.10200000000000001,-0.00204,0.09996000000000001,0.8,0.8829787234042554,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,7.477216667071348,1,0.08498005307592595,0.5813904638029882,-0.12116129032258058,0.33694262890341303,0.016847131445170662,-0.05767153512779062,FALSE,TRUE,FALSE,10.807169532984851,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.10200000000000001,-0.00204,0.09996000000000001,0.8500000000000001,0.9361702127659576,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,7.477216667071348,1,0.0850124555227617,0.5985994427038047,-0.12116129032258058,0.3572403776325343,0.017862018881626727,-0.06114572399091053,FALSE,TRUE,FALSE,10.496477041139835,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.10200000000000001,-0.00204,0.09996000000000001,0.9,0.9893617021276597,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,7.477216667071348,1,0.08504153824787311,0.6153266051732934,-0.12116129032258058,0.3775381263616556,0.0188769063180828,-0.06461991285403047,FALSE,TRUE,FALSE,10.211138693426173,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.105,-0.0021,0.10289999999999999,0.5,0.5638297872340426,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,8.41032921943594,1,0.08466741609624917,0.4649139961422229,-0.12116129032258058,0.21515613652868548,0.01075780682643428,-0.03682640194907112,FALSE,TRUE,FALSE,13.514726076901077,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.105,-0.0021,0.10289999999999999,0.55,0.6170212765957448,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,8.41032921943594,1,0.0847403575833147,0.48627375801442174,-0.12116129032258058,0.23545388525780675,0.011772694262890345,-0.04030059081219105,FALSE,TRUE,FALSE,12.9210865353611,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.105,-0.0021,0.10289999999999999,0.6,0.6702127659574468,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,8.41032921943594,1,0.08480249265101825,0.5067311549550402,-0.12116129032258058,0.25575163398692796,0.0127875816993464,-0.043774779675310946,FALSE,TRUE,FALSE,12.399445437170847,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.105,-0.0021,0.10289999999999999,0.65,0.723404255319149,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9400000000000001,8.41032921943594,1,0.08485606006486691,0.5263919604695221,-0.12116129032258058,0.27604938271604934,0.013802469135802468,-0.047248968538430886,FALSE,TRUE,FALSE,11.936324600351453,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.105,-0.0021,0.10289999999999999,0.7,0.7765957446808511,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,8.41032921943594,1,0.08490271947875895,0.545342736893004,-0.12116129032258058,0.29634713144517044,0.01481735657225854,-0.050723157401550784,FALSE,TRUE,FALSE,11.52153477458405,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.105,-0.0021,0.10289999999999999,0.75,0.8297872340425533,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,8.41032921943594,1,0.08494372748616318,0.5636553977723943,-0.12116129032258058,0.31664488017429177,0.015832244008714604,-0.05419734626467071,FALSE,TRUE,FALSE,11.147210391333386,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.105,-0.0021,0.10289999999999999,0.8,0.8829787234042554,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,8.41032921943594,1,0.08498005307592595,0.5813904638029882,-0.12116129032258058,0.33694262890341303,0.016847131445170662,-0.05767153512779062,FALSE,TRUE,FALSE,10.807169532984851,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.105,-0.0021,0.10289999999999999,0.8500000000000001,0.9361702127659576,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,8.41032921943594,1,0.0850124555227617,0.5985994427038047,-0.12116129032258058,0.3572403776325343,0.017862018881626727,-0.06114572399091053,FALSE,TRUE,FALSE,10.496477041139835,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.105,-0.0021,0.10289999999999999,0.9,0.9893617021276597,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,8.41032921943594,1,0.08504153824787311,0.6153266051732934,-0.12116129032258058,0.3775381263616556,0.0188769063180828,-0.06461991285403047,FALSE,TRUE,FALSE,10.211138693426173,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.108,-0.00216,0.10584,0.5,0.5638297872340426,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,9.459888716452424,1,0.08466741609624917,0.4649139961422229,-0.12116129032258058,0.21515613652868548,0.01075780682643428,-0.03682640194907112,FALSE,TRUE,FALSE,13.514726076901077,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.108,-0.00216,0.10584,0.55,0.6170212765957448,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,9.459888716452424,1,0.0847403575833147,0.48627375801442174,-0.12116129032258058,0.23545388525780675,0.011772694262890345,-0.04030059081219105,FALSE,TRUE,FALSE,12.9210865353611,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.108,-0.00216,0.10584,0.6,0.6702127659574468,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,9.459888716452424,1,0.08480249265101825,0.5067311549550402,-0.12116129032258058,0.25575163398692796,0.0127875816993464,-0.043774779675310946,FALSE,TRUE,FALSE,12.399445437170847,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.108,-0.00216,0.10584,0.65,0.723404255319149,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9400000000000001,9.459888716452424,1,0.08485606006486691,0.5263919604695221,-0.12116129032258058,0.27604938271604934,0.013802469135802468,-0.047248968538430886,FALSE,TRUE,FALSE,11.936324600351453,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.108,-0.00216,0.10584,0.7,0.7765957446808511,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,9.459888716452424,1,0.08490271947875895,0.545342736893004,-0.12116129032258058,0.29634713144517044,0.01481735657225854,-0.050723157401550784,FALSE,TRUE,FALSE,11.52153477458405,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.108,-0.00216,0.10584,0.75,0.8297872340425533,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,9.459888716452424,1,0.08494372748616318,0.5636553977723943,-0.12116129032258058,0.31664488017429177,0.015832244008714604,-0.05419734626467071,FALSE,TRUE,FALSE,11.147210391333386,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0.02,0.108,-0.00216,0.10584,0.8,0.8829787234042554,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,9.459888716452424,1,0.08498005307592595,0.5813904638029882,-0.12116129032258058,0.33694262890341303,0.016847131445170662,-0.05767153512779062,FALSE,TRUE,FALSE,10.807169532984851,TRUE,unstable_oscillatory,0.5
