try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,r_star,d_star,omega_star,rF,psi,phi2,r_implied,lambda_star,f_star,Z_star,phi1_endog,c1,c2,c3,H,maxReEig,maxImEig,stable,RH_ok,has_complex,reason
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,0.5,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,0.5743989408034068,0.0742425329323641,0.17430039319869753,0.013978736127895847,-0.0010382334457175336,0.0028728335184733667,0.4180331632660033,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,1,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,1.1062446901174519,0.06876930501223773,0.3356559541350476,0.026921885674803896,-0.003839058985717129,0.005611760039791261,0.5801053898757914,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,1.5,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,1.638090439431497,0.06329607709211135,0.49701151507139774,0.03986503522171194,-0.008406156048085686,0.008349203912510803,0.705887800148383,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,2,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,2.169936188745542,0.057822849171984964,0.6583670760077479,0.05280818476862,-0.014739524632823235,0.011086244866811479,0.8124148367755991,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,2.5,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,2.7017819380595873,0.05234962125185859,0.819722636944098,0.06575133431552804,-0.02283916473992973,0.013823119010528628,0.9065004924935653,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,3,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,3.2336276873736325,0.046876393331732213,0.981078197880448,0.07869448386243609,-0.0327050763694052,0.016559908120125172,0.9916922038033987,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,0.5,0.13125169104336687,0.7525980435195719,4.990854119199724,0.9999999999948017,0.574468085103618,0.07971576031942235,0.1747552354983655,0.01398041884326793,-4.9672375716019665e-5,1.3710013955926803e-4,0.4180635716866994,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,1,0.13125169104336687,0.7525980435195719,4.990854119199724,0.9999999999948017,1.1063829787178743,0.07971575978635423,0.33656563873438355,0.026925251105548068,-9.566549585706893e-5,1.394683923638118e-4,0.5801619883673936,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,1.5,0.13125169104336687,0.7525980435195719,4.990854119199724,0.9999999999948017,1.6382978723321306,0.0797157592532861,0.4983760419704017,0.03987008336782819,-1.4165878851004482e-4,1.4031861512128763e-4,0.7059734217718305,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,2,0.13125169104336687,0.7525980435195719,4.990854119199724,0.9999999999948017,2.1702127659463866,0.07971575872021797,0.6601864452064197,0.05281491563010833,-1.8765225367498028e-4,1.407562199432083e-4,0.8125324274274197,FALSE,TRUE,TRUE,ok
