try_id,cand_id,sigma,g_n,i,delta,kappa_max,psi,phi2,omega_star,d_star,rF0,rF_left,rF_right,H_left,H_right,maxRe_left,maxRe_right,stable_left,stable_right,RH_left,RH_right,rF_root,H_root,maxRe_root,maxIm_root,lambda_root,f_root,Z_root,phi1_root,dmaxRe_drF,hopf_ok,reason
492,5,2.5,0.07,0.025,0.06,0.45,5,2.5,0.6754286764657976,0.009526143684391546,0.045,0.0016666666666666627,0.004999999999999996,2.039536885029003e-4,-2.989545226229351e-4,-1.3875687762440747e-4,2.0340378939653903e-4,TRUE,FALSE,TRUE,TRUE,0.0031950403254006423,8.222797442947183e-13,-5.593858709573851e-13,0.8544057105136702,0.6530994189458393,3.4892138538920734,0.9999937935791885,2.7021111531361397,0.10008778843287325,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,3,0.6754286764657976,0.009526143684391546,0.045,0.0016666666666666627,0.004999999999999996,3.270818761384048e-5,-6.887282259536789e-4,-1.8613004030360036e-5,3.9195747277573356e-4,TRUE,FALSE,TRUE,TRUE,0.001853400883513468,4.472291981194587e-11,-2.5450141993843545e-11,0.9347373909495117,0.6546176669491769,3.512698871526181,0.9999948566465293,3.2340261382336046,0.10089722157352599,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,0.5,0.6754286764657976,0.009526143684391546,0.045,0.06833333333333333,0.07166666666666667,1.2307447316716423e-4,-2.715581491972638e-5,-3.844190291320687e-4,8.485744812582185e-5,TRUE,FALSE,TRUE,TRUE,0.07123400213714652,8.593681322111024e-13,-2.6851854073584036e-12,0.3938457487684161,0.6422154060439756,3.326690527469275,0.9999772229281036,0.5744559696426084,0.185919992031075,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,1,0.6754286764657976,0.009526143684391546,0.045,0.06833333333333333,0.07166666666666667,3.29486779931977e-5,-5.366727926887117e-4,-5.4236592683498674e-5,8.838217691411465e-4,TRUE,FALSE,TRUE,TRUE,0.06862348797178697,1.2138328536748233e-11,-1.9981363785781525e-11,0.5466606941080903,0.6481911844238187,3.414677717228544,0.9999887331092383,1.1063709926694025,0.1938890372939206,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,1.5,0.6754286764657976,0.009526143684391546,0.045,0.065,0.06833333333333333,2.886193531793507e-4,-2.5315932784174267e-4,-3.2247044594817253e-4,2.829086099996325e-4,TRUE,FALSE,TRUE,TRUE,0.06711533143365908,-3.703944338739884e-10,4.1388115157303673e-10,0.665253603820129,0.6516226409428818,3.466566702514625,0.9999925608220721,1.6382860013118172,0.19798603871329368,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,2,0.6754286764657976,0.009526143684391546,0.045,0.065,0.06833333333333333,2.1893670619040073e-4,-7.352495443376794e-4,-1.8515781188306601e-4,6.219375996241172e-4,TRUE,FALSE,TRUE,TRUE,0.06605542592215245,2.600013190856565e-10,-2.1989704501734764e-10,0.765693842781887,0.6540248555525623,3.503504440818636,0.9999944640657247,2.170200987373882,0.20071398524681983,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,2.5,0.6754286764657976,0.009526143684391546,0.045,0.065,0.06833333333333333,6.917918645710924e-5,-0.0014133219714945536,-4.7065772197846245e-5,9.617450104907055e-4,TRUE,FALSE,TRUE,TRUE,0.06523953523938779,2.4907471918300672e-11,-1.6945833625214846e-11,0.8544073196762181,0.655868695824215,3.532206135129244,0.999995599809096,2.7021159569390854,0.20275056538648917,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,3,0.6754286764657976,0.009526143684391546,0.045,0.06166666666666666,0.065,7.2695364379851e-4,-1.6065320602052374e-4,-4.1365310396873634e-4,9.14231531332077e-5,TRUE,FALSE,TRUE,TRUE,0.06457709458874779,8.347315894052798e-12,-4.750200233161195e-12,0.9347388542747879,0.6573623094870251,3.555682577330107,0.9999963532471442,3.2340309146185455,0.2043721223549122,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,0.5,0.6754286764657976,0.009526143684391546,0.045,0.08833333333333333,0.09166666666666667,1.1596344786628764e-4,-1.9267682673108737e-4,-3.6221381425033394e-4,6.023642251093836e-4,TRUE,FALSE,TRUE,TRUE,0.0900903140877634,-1.6692203175239229e-13,5.215688991810907e-13,0.39384772602535584,0.6444300547205799,3.3589540274435254,0.9999824043520985,0.5744587257192013,0.2817256614336128,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,1,0.6754286764657976,0.009526143684391546,0.045,0.08833333333333333,0.09166666666666667,5.931722250215182e-6,-0.0011644373307246915,-9.764332557671285e-6,0.0019186017542367484,TRUE,FALSE,TRUE,TRUE,0.0883667980276028,8.392071759733e-13,-1.3814505095410823e-12,0.5466621138181805,0.6503315862206296,3.446924434047925,0.9999912950029783,1.106373718088275,0.29372334763730357,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,1.5,0.6754286764657976,0.009526143684391546,0.045,0.085,0.08833333333333333,4.135187895254362e-4,-3.128771191680535e-4,-4.619968243389644e-4,3.49649983566111e-4,TRUE,FALSE,TRUE,TRUE,0.08737093886066097,3.1629247831954643e-12,-3.5342839765917233e-12,0.6652547620560522,0.6537207940756196,3.4988006997519094,0.9999942517810314,1.638288699650582,0.2998846903209951,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,2,0.6754286764657976,0.009526143684391546,0.045,0.085,0.08833333333333333,4.389027096548537e-4,-8.404630763885132e-4,-3.711682321854287e-4,7.109486423349937e-4,TRUE,FALSE,TRUE,TRUE,0.08667099922159982,7.380762667708041e-13,-6.242090178076865e-13,0.76569484239829,0.6560936218780001,3.535728454013688,0.9999957220689276,2.1702036639764417,0.3039852151774658,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,2.5,0.6754286764657976,0.009526143684391546,0.045,0.085,0.08833333333333333,4.1092846787477155e-4,-0.0015768261494111743,-2.795599303704044e-4,0.0010730259512988505,TRUE,FALSE,TRUE,TRUE,0.08613215754634594,2.971907442361754e-12,-2.0219659280229507e-12,0.8544082103035356,0.6579150353352206,3.5644222259551013,0.9999965995077507,2.702118615712103,0.30704518478544274,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,3,0.6754286764657976,0.009526143684391546,0.045,0.085,0.08833333333333333,3.2959606418520027e-4,-0.002521966338236002,-1.875545878179674e-4,0.0014354997598133024,TRUE,FALSE,TRUE,TRUE,0.08569463219042989,2.2231730345545486e-12,-1.2651268921359815e-12,0.9347396642294633,0.6593905613354417,3.5878920330287674,0.9999971816197913,3.2340335583610367,0.3094810651865787,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,0.5,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.01416666666666666,0.017499999999999995,3.2086005716141716e-5,-7.24203985634081e-5,-1.0024760741797478e-4,2.2633685328395103e-4,TRUE,FALSE,TRUE,TRUE,0.015339534959353456,5.3892654228171466e-14,-1.683791994722128e-13,0.3938421757016525,0.6392173101372797,3.2836446553395615,0.9999678596572378,0.5744509891793818,0.0917033991131716,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,1,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.007499999999999993,0.010833333333333327,1.2687560675649426e-4,-4.78150991750706e-5,-2.0883452794431823e-4,7.871404980490382e-5,TRUE,FALSE,TRUE,TRUE,0.01005000317025863,1.021216930463531e-10,-1.68107819331631e-10,0.5466581285206618,0.6452939026017638,3.3716479806042163,0.9999841034569557,1.1063660675073996,0.09566902491257856,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,0.5,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.07083333333333333,0.07416666666666666,2.2702378372558424e-5,-2.5428700019401555e-4,-7.093086881719557e-5,7.951332464759403e-4,TRUE,FALSE,TRUE,TRUE,0.07123400213859601,7.721618483502724e-13,-2.412667288176351e-12,0.393845748768413,0.6422154060406451,3.3266905274210554,0.9999772229280948,0.5744559696426037,0.18591999209588428,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,1,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.0675,0.07083333333333333,1.151348004878247e-4,-3.476319006458367e-4,-1.8950999687687708e-4,5.724111055399328e-4,TRUE,FALSE,TRUE,TRUE,0.06862348702516433,1.2363073065291275e-10,-2.0351315077604681e-10,0.5466606941096969,0.6481911865824911,3.4146777495526566,0.999988733112152,1.1063709926725023,0.1938889908757041,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,1.5,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.06416666666666666,0.0675,3.6512501462206137e-4,-7.162488359429772e-5,-4.0793755268965504e-4,8.003624925116692e-5,TRUE,FALSE,TRUE,TRUE,0.06711532933199184,1.9476469048651524e-12,-2.1763424395970787e-12,0.6652536038230888,0.6516226457138887,3.466566775370323,0.999992560826408,1.6382860013187361,0.1979859318648053,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,2,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.06416666666666666,0.0675,3.5367988377063564e-4,-4.1552993800039045e-4,-2.991033877588062e-4,3.514670843424994e-4,TRUE,FALSE,TRUE,TRUE,0.0660554286985588,-3.9880620333887506e-10,3.372917084520921e-10,0.7656938427784727,0.6540248492702115,3.5035043435471183,0.9999944640614169,2.170200987364717,0.20071412995648075,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,2.5,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.06416666666666666,0.0675,2.785276946698015e-4,-9.165803627304639e-4,-1.8948968100221397e-4,6.236766735089883e-4,TRUE,FALSE,TRUE,TRUE,0.06523953407497711,3.7185337448120137e-10,-2.529913223359159e-10,0.854407319677505,0.6558686984523475,3.532206176258629,0.9999955998105438,2.702115956942936,0.2027505033889987,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,3,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.06416666666666666,0.0675,1.3966844731964217e-4,-0.0015747761577845215,-7.947901906826815e-5,8.962828157289271e-4,TRUE,FALSE,TRUE,TRUE,0.06457709429350861,1.1434508895291629e-10,-6.506956085061688e-11,0.9347388542750867,0.6573623101520133,3.5556825878278753,0.9999963532474504,3.234030914619523,0.2043721065825288,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,0.5,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.0875,0.09083333333333334,1.4907434538009162e-4,-7.710269271873557e-5,-4.65592043069063e-4,2.409653181839888e-4,TRUE,FALSE,TRUE,TRUE,0.09009031408500476,8.14227157919234e-14,-2.5444923945627806e-13,0.39384772602536317,0.6444300547300617,3.358954027582518,0.999982404352118,0.5744587257192117,0.28172566118228604,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,1,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.0875,0.09083333333333334,1.314975997385691e-4,-7.261944943314086e-4,-2.1643927399832286e-4,0.0011961042545302475,TRUE,FALSE,TRUE,TRUE,0.0883667980287499,6.41448699711944e-13,-1.055960874296602e-12,0.546662113818178,0.6503315862167168,3.446924433988615,0.9999912950029743,1.1063737180882707,0.29372334781507803,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,1.5,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.08416666666666667,0.0875,4.8756595036315506e-4,-3.551217924441935e-5,-5.447099599942967e-4,3.968192300879414e-5,TRUE,FALSE,TRUE,TRUE,0.08737094044259781,-4.2128578750522117e-10,4.707458312047663e-10,0.6652547620534492,0.6537207887040758,3.498800616728684,0.9999942517772136,1.63828869964449,0.29988487520594964,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,2,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.08416666666666667,0.0875,5.693191028661448e-4,-3.5195499156887716e-4,-4.8144467474997565e-4,2.9768844767127933e-4,TRUE,FALSE,TRUE,TRUE,0.08667099921892392,1.7053719547632795e-12,-1.4423323646539643e-12,0.7656948423982939,0.6560936218870568,3.5357284541556067,0.9999957220689325,2.170203663976452,0.30398521500954456,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,2.5,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.08416666666666667,0.0875,6.135575161734658e-4,-8.178308372347662e-4,-4.1739957510461556e-4,5.564740317882122e-4,TRUE,FALSE,TRUE,TRUE,0.08613215755962664,-3.020611538673279e-12,2.0551060853080116e-12,0.8544082103035185,0.6579150352903856,3.56442222524503,0.9999965995077313,2.702118615712052,0.3070451866031554,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,15,3,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.08416666666666667,0.0875,6.202811902851213e-4,-0.001433139716242135,-3.529573812136866e-4,8.156563245009241e-4,TRUE,FALSE,TRUE,TRUE,0.08569463219068156,2.0219659280229507e-12,-1.1505518759946654e-12,0.9347396642294625,0.6593905613345938,3.5878920330152226,0.9999971816197909,3.234033558361035,0.30948106518435825,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,20,0.5,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.0975,0.10083333333333333,1.5728348763369843e-4,-2.0191022522185464e-4,-4.91218537771218e-4,6.312401242753729e-4,TRUE,FALSE,TRUE,TRUE,0.09961827731419225,1.8325182343792434e-10,-5.725775270581934e-10,0.3938489788027439,0.6461822908266843,3.3847671968699062,0.9999856872675721,0.5744604719508363,0.37870006326393146,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,20,1,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.0975,0.10083333333333333,1.6260780908850317e-4,-0.0011995825894832203,-2.6763813989726104e-4,0.0019765406493741366,TRUE,FALSE,TRUE,TRUE,0.09833559793591513,2.9024376652087014e-11,-4.777776785314103e-11,0.5466630133737272,0.6520252573327084,3.4727219727343694,0.999992918267757,1.106375444965699,0.39474715016141193,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,20,1.5,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.0975,0.10083333333333333,3.319102204455901e-5,-0.0029757990351039383,-3.708720903898566e-5,0.003328777963446411,TRUE,FALSE,TRUE,TRUE,0.09759436551735273,1.942893762540976e-12,-2.171013369078878e-12,0.6652554959849278,0.6553811721567749,3.5245873479780694,0.9999953232756114,1.6382904094823587,0.4029811029506586,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,20,2,0.6754286764657976,0.009526143684391546,0.057499999999999996,0.09416666666666666,0.0975,7.089983328962615e-4,-2.3096687349812017e-4,-5.995466451566012e-4,1.953496216986761e-4,TRUE,FALSE,TRUE,TRUE,0.09707334636523944,7.537651058875383e-13,-6.374900607397649e-13,0.7656954758573501,0.6577308596789263,3.5615069221889497,0.9999965192682306,2.1702053601451716,0.40845863916831593,TRUE,ok
