try_id,cand_id,sigma,g_n,i,delta,kappa_max,psi,phi2,omega_star,d_star,rF0,rF_left,rF_right,H_left,H_right,maxRe_left,maxRe_right,stable_left,stable_right,RH_left,RH_right,rF_root,H_root,maxRe_root,maxIm_root,lambda_root,f_root,Z_root,phi1_root,dmaxRe_drF,hopf_ok,reason
492,5,2.5,0.07,0.025,0.06,0.45,5,0.5,0.6754286764657976,0.009526143684391546,0.02,0.013333333333333332,0.016666666666666666,5.2255476823418606e-5,-4.224007221084562e-5,-1.6325405112825597e-4,1.3200175493414956e-4,TRUE,FALSE,TRUE,TRUE,0.015339534951001677,2.993542913554137e-13,-9.353628982466944e-13,0.39384217570166585,0.6392173101469101,3.2836446554766834,0.9999678596572731,0.5744509891794006,0.09170339902081492,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,1,0.6754286764657976,0.009526143684391546,0.02,0.009999999999999998,0.013333333333333332,2.897019833129899e-6,-2.3542497135119883e-4,-4.768923512782353e-6,3.8762120349120077e-4,TRUE,FALSE,TRUE,TRUE,0.010050004923208894,2.512295926848651e-13,-4.1359971003629425e-13,0.5466581285185866,0.6452939005956027,3.3716479510525605,0.9999841034531977,1.1063660675034017,0.09566904584153157,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,1.5,0.6754286764657976,0.009526143684391546,0.02,0.0066666666666666645,0.009999999999999998,2.8087488823450024e-5,-3.1946083665003455e-4,-3.13849982437886e-5,3.570134945986708e-4,TRUE,FALSE,TRUE,TRUE,0.006994602581623949,9.33849039763679e-11,-1.0434959840655011e-10,0.665251510890001,0.6487828388534769,3.423552117075555,0.9999895052621218,1.6382811254182796,0.0977108359108414,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,2,0.6754286764657976,0.009526143684391546,0.02,0.0033333333333333305,0.0066666666666666645,1.6118208212057006e-4,-2.3987130618018798e-4,-1.3631611721050263e-4,2.0288358732567513e-4,TRUE,FALSE,TRUE,TRUE,0.0048475984870939084,5.846226280858957e-13,-4.944794573802369e-13,0.7656920365866423,0.6512250358839872,3.4605019931361913,0.9999921909942238,2.17019615105154,0.09907154285004882,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,2.5,0.6754286764657976,0.009526143684391546,0.02,0,0.0033333333333333305,3.845849521579639e-4,-2.0526884798560685e-5,-2.6163999814277084e-4,1.3965606828619803e-5,TRUE,FALSE,TRUE,TRUE,0.0031950403378008243,-9.872380690723048e-13,6.716571743226041e-13,0.8544057105136599,0.6530994189317924,3.4892138536757384,0.9999937935791778,2.7021111531361113,0.10008778855347122,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,3,0.6754286764657976,0.009526143684391546,0.02,0,0.0033333333333333305,2.918292660304411e-4,-2.8931584092940776e-4,-1.6606483826983598e-4,1.6464406080016203e-4,TRUE,FALSE,TRUE,TRUE,0.0018534011090570878,4.738050229935453e-12,-2.696232126453424e-12,0.9347373909493528,0.6546176666942073,3.512698867564847,0.9999948566463663,3.234026138233084,0.10089722455655648,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,1,0.6754286764657976,0.009526143684391546,0.02,0.06666666666666668,0.07,1.8154859138160007e-4,-1.9368509073478674e-4,-2.988099567403091e-4,3.188822643492434e-4,TRUE,FALSE,TRUE,TRUE,0.0686234905692851,-2.937725653018308e-10,4.835899181099279e-10,0.5466606941036832,0.6481911785005002,3.414677628532355,0.9999887331012438,1.1063709926608978,0.19388916455059801,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,1.5,0.6754286764657976,0.009526143684391546,0.02,0.06666666666666668,0.07,7.507187844257857e-5,-7.537491176924267e-4,-8.388345602274028e-5,8.424813754551036e-4,TRUE,FALSE,TRUE,TRUE,0.06711532931145592,5.589785578852258e-12,-6.246086980965515e-12,0.6652536038231176,0.6516226457605074,3.4665667760822148,0.9999925608264504,1.6382860013188039,0.1979859307324472,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,2,0.6754286764657976,0.009526143684391546,0.02,0.06333333333333334,0.06666666666666668,4.617096479908045e-4,-1.5716615435624331e-4,-3.904540368991072e-4,1.3292827699568077e-4,TRUE,FALSE,TRUE,TRUE,0.06605542687726297,3.3363728446644814e-11,-2.8217525538387633e-11,0.7656938427807128,0.6540248533913732,3.5035044073562975,0.9999944640642427,2.170200987370729,0.20071403509888674,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,2.5,0.6754286764657976,0.009526143684391546,0.02,0.06333333333333334,0.06666666666666668,4.463720974767771e-4,-5.151655070148864e-4,-3.036715856317984e-4,3.505190310802708e-4,TRUE,FALSE,TRUE,TRUE,0.06523953674367816,-4.2335687733263683e-10,2.8803187612780334e-10,0.8544073196745553,0.6558686924289571,3.5322060819946057,0.9999955998072255,2.7021159569341107,0.20275064530853038,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,3,0.6754286764657976,0.009526143684391546,0.02,0.06333333333333334,0.06666666666666668,3.8045036772608315e-4,-9.98926179533323e-4,-2.1649212384697303e-4,5.685064745058754e-4,TRUE,FALSE,TRUE,TRUE,0.0645770925378552,7.448022684708455e-10,-4.238391304589584e-10,0.9347388542768644,0.6573623141063962,3.555682650253339,0.9999963532492716,3.234030914625335,0.20437201165915408,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,0.5,0.6754286764657976,0.009526143684391546,0.0325,0.0125,0.01583333333333333,7.047021693165102e-5,-1.4933022752473477e-5,-2.2014767627609455e-4,4.6662417507795095e-5,TRUE,FALSE,TRUE,TRUE,0.015339535531931332,-1.67500457948222e-11,5.233787014891078e-11,0.39384217570073665,0.6392173094770444,3.2836446459388506,0.9999678596548207,0.5744509891780962,0.091703405485088485,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,1,0.6754286764657976,0.009526143684391546,0.0325,0.009166666666666667,0.0125,4.8607609163510423e-5,-1.6637661974652426e-4,-8.001228160726959e-5,2.739191081567033e-4,TRUE,FALSE,TRUE,TRUE,0.010050004926495723,5.856426454897701e-14,-9.633960296184796e-14,0.5466581285185828,0.645293900591841,3.37164795099715,0.9999841034531906,1.1063660675033942,0.09566904588913239,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,1.5,0.6754286764657976,0.009526143684391546,0.0325,0.005833333333333333,0.009166666666666667,9.441306816047879e-5,-2.1850279624252567e-4,-1.0549461418217498e-4,2.44178376630641e-4,TRUE,FALSE,TRUE,TRUE,0.006994603646846739,2.334972493134302e-13,-2.609301663625274e-13,0.6652515108889547,0.648782837639849,3.4235520988413266,0.9999895052605908,1.6382811254158365,0.09771084903034688,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,2,0.6754286764657976,0.009526143684391546,0.0325,0.0024999999999999988,0.005833333333333333,2.373292988314124e-4,-1.2306275328986122e-4,-2.007125658302633e-4,1.0408403471952321e-4,TRUE,FALSE,TRUE,TRUE,0.00484759848748558,5.364042543476444e-13,-4.536787612252624e-13,0.7656920365866424,0.6512250358835423,3.4605019931294136,0.9999921909942233,2.170196151051539,0.09907154284984065,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,2.5,0.6754286764657976,0.009526143684391546,0.0325,0.0024999999999999988,0.005833333333333333,9.777896539370223e-5,-4.6214232054540144e-4,-6.652347438990125e-5,3.144413902974319e-4,TRUE,FALSE,TRUE,TRUE,0.003195040330639672,6.871586633039328e-14,-4.674038933671909e-14,0.8544057105136659,0.6530994189399045,3.4892138538006727,0.999993793579184,2.702111153136128,0.10008778829506682,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,3,0.6754286764657976,0.009526143684391546,0.0325,-8.333333333333352e-4,0.0024999999999999988,4.0160143433699835e-4,-1.1960262553423195e-4,-2.2852797946057435e-4,6.806240029111343e-5,TRUE,FALSE,TRUE,TRUE,0.0018534032705631346,-3.784689159291865e-10,2.153731915033319e-10,0.9347373909478274,0.6546176642506963,3.5126988296012485,0.9999948566448044,3.2340261382280993,0.10089725303336072,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,0.5,0.6754286764657976,0.009526143684391546,0.0325,0.06916666666666667,0.07250000000000001,9.630414529044999e-5,-8.826386497254833e-5,-3.008262443754961e-4,2.758592908071317e-4,TRUE,FALSE,TRUE,TRUE,0.07123399981058018,1.392821431106528e-10,-4.351992793916182e-10,0.39384574877374723,0.6422154113898382,3.3266906048669362,0.9999772229422065,0.5744559696501098,0.18591988573055107,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,1,0.6754286764657976,0.009526143684391546,0.0325,0.06583333333333334,0.06916666666666667,2.3511218437658257e-4,-6.855805064680254e-5,-3.869532635122491e-4,1.1286221679049357e-4,TRUE,FALSE,TRUE,TRUE,0.06862348801385967,7.18487769280074e-12,-1.182728914805864e-11,0.5466606941080192,0.6481911843278765,3.414677715791898,0.9999887331091089,1.1063709926692649,0.19388903930529777,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,1.5,0.6754286764657976,0.009526143684391546,0.0325,0.06583333333333334,0.06916666666666667,1.9338515242383128e-4,-4.7736853013161454e-4,-2.1607424517820772e-4,5.335097928772375e-4,TRUE,FALSE,TRUE,TRUE,0.06711532757521246,3.1318605347996353e-10,-3.4995614739408154e-10,0.6652536038255622,0.6516226497019638,3.4665668362702564,0.9999925608300323,1.6382860013245197,0.19798584241427497,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,2,0.6754286764657976,0.009526143684391546,0.0325,0.06583333333333334,0.06916666666666667,5.120872360375728e-5,-0.001130127293163967,-4.330947950102748e-5,9.560401580044897e-4,TRUE,FALSE,TRUE,TRUE,0.06605542695344795,1.5298387556761384e-11,-1.2938664029071845e-11,0.7656938427806192,0.6540248532189845,3.503504404687152,0.9999944640641246,2.1702009873704777,0.20071403895739748,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,2.5,0.6754286764657976,0.009526143684391546,0.0325,0.0625,0.06583333333333334,5.806712216967352e-4,-1.9141710208360474e-4,-3.9502935920474047e-4,1.30234520997613e-4,TRUE,FALSE,TRUE,TRUE,0.06523953519241726,3.8902353560743563e-11,-2.6467328329005113e-11,0.8544073196762696,0.6558686959302298,3.5322061367883393,0.9999955998091544,2.7021159569392403,0.2027505627652526,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,10,3,0.6754286764657976,0.009526143684391546,0.0325,0.0625,0.06583333333333334,5.731098584533106e-4,-5.344923246383068e-4,-3.261173426995223e-4,3.0417531995277636e-4,TRUE,FALSE,TRUE,TRUE,0.06457709555440902,-3.383556559932721e-10,1.9254550731595543e-10,0.9347388542738108,0.6573623073119977,3.5556825429942593,0.9999963532461427,3.234030914615349,0.20437217432417443,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,0.5,0.6754286764657976,0.009526143684391546,0.045,0.014999999999999996,0.01833333333333333,9.762613705440598e-6,-1.05760559966089e-4,-3.050376789089093e-5,3.305685701889688e-4,TRUE,FALSE,TRUE,TRUE,0.015339534019676956,2.763131563832122e-11,-8.633793679990731e-11,0.393842175703156,0.6392173112208138,3.2836446707673805,0.9999678596612045,0.5744509891814918,0.09170338867235672,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,1,0.6754286764657976,0.009526143684391546,0.045,0.00833333333333333,0.011666666666666662,8.979022865198208e-5,-1.0404913140787952e-4,-1.4779734044796655e-4,1.712955051544479e-4,TRUE,FALSE,TRUE,TRUE,0.010050004923193486,2.5119489821534557e-13,-4.134609321582161e-13,0.54665812851858675,0.6452939005956202,3.371647951052819,0.9999841034531977,1.1063660675034017,0.09566904584083769,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,1.5,0.6754286764657976,0.009526143684391546,0.045,0.004999999999999996,0.00833333333333333,1.540536967684497e-4,-1.2754515924750381e-4,-1.721315173899285e-4,1.4252762581226652e-4,TRUE,FALSE,TRUE,TRUE,0.006994603634309166,1.3277295929370325e-12,-1.4836326611700201e-12,0.6652515108889674,0.6487828376541332,3.4235520990559403,0.9999895052606088,1.6382811254158653,0.09771084896421922,TRUE,ok
492,5,2.5,0.07,0.025,0.06,0.45,5,2,0.6754286764657976,0.009526143684391546,0.045,0.0016666666666666627,0.004999999999999996,3.0566831370738845e-4,-1.802721504887833e-5,-2.585039203188838e-4,1.5246709754973553e-5,TRUE,FALSE,TRUE,TRUE,0.004847598501302586,-1.0755285551056204e-12,9.096334796510064e-13,0.7656920365866302,0.651225035867851,3.460501992890345,0.9999921909942084,2.1701961510515075,0.09907154304676646,TRUE,ok
