try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,kappa_star,r_star,d_star,omega_star,rF,psi,phi2,lambda_star,f_star,Z_star,phi1_endog,econ_ok,reason
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,0,0.6355863778116764,2.861507563539969,0.9998700087104048,0.04255319148936171,FALSE,phi1_out_of_bounds
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,0.5,0.6355863778116764,2.861507563539969,0.9998700087104048,0.5743989408034068,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,1,0.6355863778116764,2.861507563539969,0.9998700087104048,1.1062446901174519,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,1.5,0.6355863778116764,2.861507563539969,0.9998700087104048,1.638090439431497,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,2,0.6355863778116764,2.861507563539969,0.9998700087104048,2.169936188745542,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,2.5,0.6355863778116764,2.861507563539969,0.9998700087104048,2.7017819380595873,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,3,0.6355863778116764,2.861507563539969,0.9998700087104048,3.2336276873736325,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,0,0.7525980435195718,4.99085411919972,0.9999999999948017,0.04255319148936171,FALSE,phi1_out_of_bounds
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,0.5,0.7525980435195718,4.99085411919972,0.9999999999948017,0.574468085103618,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,1,0.7525980435195718,4.99085411919972,0.9999999999948017,1.1063829787178743,TRUE,ok
