path,rel_path,dir,file,ext,bytes,mtime,is_stage5,artifact,candidate_id,side
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_13_below.csv,stage5/stage5B_sim/traj_13_below.csv,stage5/stage5B_sim,traj_13_below.csv,csv,1104189,2025-12-30T23:47:38Z,TRUE,5B_trajectory,13,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_14_above.csv,stage5/stage5B_sim/traj_14_above.csv,stage5/stage5B_sim,traj_14_above.csv,csv,1199280,2025-12-30T23:47:38Z,TRUE,5B_trajectory,14,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_14_below.csv,stage5/stage5B_sim/traj_14_below.csv,stage5/stage5B_sim,traj_14_below.csv,csv,1191184,2025-12-30T23:47:38Z,TRUE,5B_trajectory,14,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_15_above.csv,stage5/stage5B_sim/traj_15_above.csv,stage5/stage5B_sim,traj_15_above.csv,csv,1069168,2025-12-30T23:47:38Z,TRUE,5B_trajectory,15,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_15_below.csv,stage5/stage5B_sim/traj_15_below.csv,stage5/stage5B_sim,traj_15_below.csv,csv,1074168,2025-12-30T23:47:38Z,TRUE,5B_trajectory,15,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_16_above.csv,stage5/stage5B_sim/traj_16_above.csv,stage5/stage5B_sim,traj_16_above.csv,csv,1192132,2025-12-30T23:47:38Z,TRUE,5B_trajectory,16,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_16_below.csv,stage5/stage5B_sim/traj_16_below.csv,stage5/stage5B_sim,traj_16_below.csv,csv,1182229,2025-12-30T23:47:38Z,TRUE,5B_trajectory,16,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_17_above.csv,stage5/stage5B_sim/traj_17_above.csv,stage5/stage5B_sim,traj_17_above.csv,csv,1165259,2025-12-30T23:47:38Z,TRUE,5B_trajectory,17,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_17_below.csv,stage5/stage5B_sim/traj_17_below.csv,stage5/stage5B_sim,traj_17_below.csv,csv,1151973,2025-12-30T23:47:38Z,TRUE,5B_trajectory,17,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_18_above.csv,stage5/stage5B_sim/traj_18_above.csv,stage5/stage5B_sim,traj_18_above.csv,csv,1188798,2025-12-30T23:47:38Z,TRUE,5B_trajectory,18,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_18_below.csv,stage5/stage5B_sim/traj_18_below.csv,stage5/stage5B_sim,traj_18_below.csv,csv,1180363,2025-12-30T23:47:38Z,TRUE,5B_trajectory,18,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_19_above.csv,stage5/stage5B_sim/traj_19_above.csv,stage5/stage5B_sim,traj_19_above.csv,csv,1186938,2025-12-30T23:47:38Z,TRUE,5B_trajectory,19,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_19_below.csv,stage5/stage5B_sim/traj_19_below.csv,stage5/stage5B_sim,traj_19_below.csv,csv,1183075,2025-12-30T23:47:38Z,TRUE,5B_trajectory,19,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_1_above.csv,stage5/stage5B_sim/traj_1_above.csv,stage5/stage5B_sim,traj_1_above.csv,csv,1185897,2025-12-30T23:47:38Z,TRUE,5B_trajectory,1,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_1_below.csv,stage5/stage5B_sim/traj_1_below.csv,stage5/stage5B_sim,traj_1_below.csv,csv,1181068,2025-12-30T23:47:38Z,TRUE,5B_trajectory,1,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_20_above.csv,stage5/stage5B_sim/traj_20_above.csv,stage5/stage5B_sim,traj_20_above.csv,csv,1197594,2025-12-30T23:47:38Z,TRUE,5B_trajectory,20,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_20_below.csv,stage5/stage5B_sim/traj_20_below.csv,stage5/stage5B_sim,traj_20_below.csv,csv,1193372,2025-12-30T23:47:38Z,TRUE,5B_trajectory,20,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_21_above.csv,stage5/stage5B_sim/traj_21_above.csv,stage5/stage5B_sim,traj_21_above.csv,csv,1198642,2025-12-30T23:47:38Z,TRUE,5B_trajectory,21,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_21_below.csv,stage5/stage5B_sim/traj_21_below.csv,stage5/stage5B_sim,traj_21_below.csv,csv,1194765,2025-12-30T23:47:38Z,TRUE,5B_trajectory,21,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_22_above.csv,stage5/stage5B_sim/traj_22_above.csv,stage5/stage5B_sim,traj_22_above.csv,csv,1127736,2025-12-30T23:47:38Z,TRUE,5B_trajectory,22,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_22_below.csv,stage5/stage5B_sim/traj_22_below.csv,stage5/stage5B_sim,traj_22_below.csv,csv,1128578,2025-12-30T23:47:38Z,TRUE,5B_trajectory,22,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_23_above.csv,stage5/stage5B_sim/traj_23_above.csv,stage5/stage5B_sim,traj_23_above.csv,csv,1156033,2025-12-30T23:47:38Z,TRUE,5B_trajectory,23,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_23_below.csv,stage5/stage5B_sim/traj_23_below.csv,stage5/stage5B_sim,traj_23_below.csv,csv,1141204,2025-12-30T23:47:38Z,TRUE,5B_trajectory,23,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_24_above.csv,stage5/stage5B_sim/traj_24_above.csv,stage5/stage5B_sim,traj_24_above.csv,csv,1165884,2025-12-30T23:47:38Z,TRUE,5B_trajectory,24,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_24_below.csv,stage5/stage5B_sim/traj_24_below.csv,stage5/stage5B_sim,traj_24_below.csv,csv,1158086,2025-12-30T23:47:38Z,TRUE,5B_trajectory,24,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_25_above.csv,stage5/stage5B_sim/traj_25_above.csv,stage5/stage5B_sim,traj_25_above.csv,csv,1114626,2025-12-30T23:47:38Z,TRUE,5B_trajectory,25,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_25_below.csv,stage5/stage5B_sim/traj_25_below.csv,stage5/stage5B_sim,traj_25_below.csv,csv,1132744,2025-12-30T23:47:38Z,TRUE,5B_trajectory,25,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_26_above.csv,stage5/stage5B_sim/traj_26_above.csv,stage5/stage5B_sim,traj_26_above.csv,csv,1185885,2025-12-30T23:47:38Z,TRUE,5B_trajectory,26,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_26_below.csv,stage5/stage5B_sim/traj_26_below.csv,stage5/stage5B_sim,traj_26_below.csv,csv,1178300,2025-12-30T23:47:38Z,TRUE,5B_trajectory,26,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_27_above.csv,stage5/stage5B_sim/traj_27_above.csv,stage5/stage5B_sim,traj_27_above.csv,csv,1081664,2025-12-30T23:47:38Z,TRUE,5B_trajectory,27,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_27_below.csv,stage5/stage5B_sim/traj_27_below.csv,stage5/stage5B_sim,traj_27_below.csv,csv,1088629,2025-12-30T23:47:38Z,TRUE,5B_trajectory,27,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_28_above.csv,stage5/stage5B_sim/traj_28_above.csv,stage5/stage5B_sim,traj_28_above.csv,csv,1185457,2025-12-30T23:47:38Z,TRUE,5B_trajectory,28,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_28_below.csv,stage5/stage5B_sim/traj_28_below.csv,stage5/stage5B_sim,traj_28_below.csv,csv,1179403,2025-12-30T23:47:38Z,TRUE,5B_trajectory,28,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_29_above.csv,stage5/stage5B_sim/traj_29_above.csv,stage5/stage5B_sim,traj_29_above.csv,csv,1163175,2025-12-30T23:47:38Z,TRUE,5B_trajectory,29,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_29_below.csv,stage5/stage5B_sim/traj_29_below.csv,stage5/stage5B_sim,traj_29_below.csv,csv,1138962,2025-12-30T23:47:38Z,TRUE,5B_trajectory,29,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_2_above.csv,stage5/stage5B_sim/traj_2_above.csv,stage5/stage5B_sim,traj_2_above.csv,csv,1187087,2025-12-30T23:47:38Z,TRUE,5B_trajectory,2,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_2_below.csv,stage5/stage5B_sim/traj_2_below.csv,stage5/stage5B_sim,traj_2_below.csv,csv,1180081,2025-12-30T23:47:38Z,TRUE,5B_trajectory,2,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_30_above.csv,stage5/stage5B_sim/traj_30_above.csv,stage5/stage5B_sim,traj_30_above.csv,csv,1186914,2025-12-30T23:47:38Z,TRUE,5B_trajectory,30,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_30_below.csv,stage5/stage5B_sim/traj_30_below.csv,stage5/stage5B_sim,traj_30_below.csv,csv,1167924,2025-12-30T23:47:38Z,TRUE,5B_trajectory,30,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_31_above.csv,stage5/stage5B_sim/traj_31_above.csv,stage5/stage5B_sim,traj_31_above.csv,csv,1187368,2025-12-30T23:47:38Z,TRUE,5B_trajectory,31,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_31_below.csv,stage5/stage5B_sim/traj_31_below.csv,stage5/stage5B_sim,traj_31_below.csv,csv,1176680,2025-12-30T23:47:38Z,TRUE,5B_trajectory,31,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_32_above.csv,stage5/stage5B_sim/traj_32_above.csv,stage5/stage5B_sim,traj_32_above.csv,csv,1196705,2025-12-30T23:47:38Z,TRUE,5B_trajectory,32,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_32_below.csv,stage5/stage5B_sim/traj_32_below.csv,stage5/stage5B_sim,traj_32_below.csv,csv,1187658,2025-12-30T23:47:38Z,TRUE,5B_trajectory,32,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_33_above.csv,stage5/stage5B_sim/traj_33_above.csv,stage5/stage5B_sim,traj_33_above.csv,csv,1198970,2025-12-30T23:47:38Z,TRUE,5B_trajectory,33,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_33_below.csv,stage5/stage5B_sim/traj_33_below.csv,stage5/stage5B_sim,traj_33_below.csv,csv,1190841,2025-12-30T23:47:38Z,TRUE,5B_trajectory,33,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_34_above.csv,stage5/stage5B_sim/traj_34_above.csv,stage5/stage5B_sim,traj_34_above.csv,csv,1198803,2025-12-30T23:47:38Z,TRUE,5B_trajectory,34,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_34_below.csv,stage5/stage5B_sim/traj_34_below.csv,stage5/stage5B_sim,traj_34_below.csv,csv,1194549,2025-12-30T23:47:38Z,TRUE,5B_trajectory,34,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_35_above.csv,stage5/stage5B_sim/traj_35_above.csv,stage5/stage5B_sim,traj_35_above.csv,csv,1190705,2025-12-30T23:47:38Z,TRUE,5B_trajectory,35,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_35_below.csv,stage5/stage5B_sim/traj_35_below.csv,stage5/stage5B_sim,traj_35_below.csv,csv,1181700,2025-12-30T23:47:38Z,TRUE,5B_trajectory,35,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_36_above.csv,stage5/stage5B_sim/traj_36_above.csv,stage5/stage5B_sim,traj_36_above.csv,csv,1164866,2025-12-30T23:47:38Z,TRUE,5B_trajectory,36,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_36_below.csv,stage5/stage5B_sim/traj_36_below.csv,stage5/stage5B_sim,traj_36_below.csv,csv,1152515,2025-12-30T23:47:38Z,TRUE,5B_trajectory,36,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_37_above.csv,stage5/stage5B_sim/traj_37_above.csv,stage5/stage5B_sim,traj_37_above.csv,csv,1187380,2025-12-30T23:47:38Z,TRUE,5B_trajectory,37,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_37_below.csv,stage5/stage5B_sim/traj_37_below.csv,stage5/stage5B_sim,traj_37_below.csv,csv,1179744,2025-12-30T23:47:38Z,TRUE,5B_trajectory,37,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_38_above.csv,stage5/stage5B_sim/traj_38_above.csv,stage5/stage5B_sim,traj_38_above.csv,csv,1197866,2025-12-30T23:47:38Z,TRUE,5B_trajectory,38,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_38_below.csv,stage5/stage5B_sim/traj_38_below.csv,stage5/stage5B_sim,traj_38_below.csv,csv,1187424,2025-12-30T23:47:38Z,TRUE,5B_trajectory,38,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_39_above.csv,stage5/stage5B_sim/traj_39_above.csv,stage5/stage5B_sim,traj_39_above.csv,csv,1196427,2025-12-30T23:47:38Z,TRUE,5B_trajectory,39,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_39_below.csv,stage5/stage5B_sim/traj_39_below.csv,stage5/stage5B_sim,traj_39_below.csv,csv,1192972,2025-12-30T23:47:38Z,TRUE,5B_trajectory,39,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_3_above.csv,stage5/stage5B_sim/traj_3_above.csv,stage5/stage5B_sim,traj_3_above.csv,csv,1193178,2025-12-30T23:47:38Z,TRUE,5B_trajectory,3,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_3_below.csv,stage5/stage5B_sim/traj_3_below.csv,stage5/stage5B_sim,traj_3_below.csv,csv,1182841,2025-12-30T23:47:38Z,TRUE,5B_trajectory,3,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_40_above.csv,stage5/stage5B_sim/traj_40_above.csv,stage5/stage5B_sim,traj_40_above.csv,csv,1197582,2025-12-30T23:47:38Z,TRUE,5B_trajectory,40,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_40_below.csv,stage5/stage5B_sim/traj_40_below.csv,stage5/stage5B_sim,traj_40_below.csv,csv,1194398,2025-12-30T23:47:38Z,TRUE,5B_trajectory,40,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_4_above.csv,stage5/stage5B_sim/traj_4_above.csv,stage5/stage5B_sim,traj_4_above.csv,csv,1165430,2025-12-30T23:47:38Z,TRUE,5B_trajectory,4,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_4_below.csv,stage5/stage5B_sim/traj_4_below.csv,stage5/stage5B_sim,traj_4_below.csv,csv,1153459,2025-12-30T23:47:38Z,TRUE,5B_trajectory,4,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_5_above.csv,stage5/stage5B_sim/traj_5_above.csv,stage5/stage5B_sim,traj_5_above.csv,csv,1189335,2025-12-30T23:47:38Z,TRUE,5B_trajectory,5,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_5_below.csv,stage5/stage5B_sim/traj_5_below.csv,stage5/stage5B_sim,traj_5_below.csv,csv,1180674,2025-12-30T23:47:38Z,TRUE,5B_trajectory,5,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_6_above.csv,stage5/stage5B_sim/traj_6_above.csv,stage5/stage5B_sim,traj_6_above.csv,csv,1131822,2025-12-30T23:47:38Z,TRUE,5B_trajectory,6,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_6_below.csv,stage5/stage5B_sim/traj_6_below.csv,stage5/stage5B_sim,traj_6_below.csv,csv,1186093,2025-12-30T23:47:38Z,TRUE,5B_trajectory,6,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_7_above.csv,stage5/stage5B_sim/traj_7_above.csv,stage5/stage5B_sim,traj_7_above.csv,csv,1091033,2025-12-30T23:47:38Z,TRUE,5B_trajectory,7,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_7_below.csv,stage5/stage5B_sim/traj_7_below.csv,stage5/stage5B_sim,traj_7_below.csv,csv,1096196,2025-12-30T23:47:38Z,TRUE,5B_trajectory,7,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_8_above.csv,stage5/stage5B_sim/traj_8_above.csv,stage5/stage5B_sim,traj_8_above.csv,csv,1199483,2025-12-30T23:47:38Z,TRUE,5B_trajectory,8,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_8_below.csv,stage5/stage5B_sim/traj_8_below.csv,stage5/stage5B_sim,traj_8_below.csv,csv,1196975,2025-12-30T23:47:38Z,TRUE,5B_trajectory,8,below
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_9_above.csv,stage5/stage5B_sim/traj_9_above.csv,stage5/stage5B_sim,traj_9_above.csv,csv,1186254,2025-12-30T23:47:38Z,TRUE,5B_trajectory,9,above
outputs/wealth_goodwin/grid_search/stage5/stage5B_sim/traj_9_below.csv,stage5/stage5B_sim/traj_9_below.csv,stage5/stage5B_sim,traj_9_below.csv,csv,1179489,2025-12-30T23:47:38Z,TRUE,5B_trajectory,9,below
outputs/wealth_goodwin/grid_search/stage5/stage5C_robust/robustness_summary.csv,stage5/stage5C_robust/robustness_summary.csv,stage5/stage5C_robust,robustness_summary.csv,csv,422,2025-12-30T23:47:38Z,TRUE,5C_robustness_summary,NA,NA
outputs/wealth_goodwin/grid_search/manifest_stage5.csv,manifest_stage5.csv,.,manifest_stage5.csv,csv,17514,2025-12-31T00:55:47Z,TRUE,other,NA,NA
outputs/wealth_goodwin/grid_search/stage5_merged_handle.csv,stage5_merged_handle.csv,.,stage5_merged_handle.csv,csv,26544,2025-12-31T00:55:47Z,TRUE,other,NA,NA
outputs/wealth_goodwin/grid_search/stage5_summary_index.csv,stage5_summary_index.csv,.,stage5_summary_index.csv,csv,337,2025-12-31T00:55:47Z,TRUE,other,NA,NA
