sigma,psi,phi2,hopf_rF
3,0.05,1.3000000000000003,0.08229316647666415
3,0.05,1.4000000000000001,0.08248878806215072
3,0.05,1.5,0.08265837309400942
3,0.1,0.1,0.07850113058051365
3,0.1,0.2,0.08177743031832109
3,0.1,0.30000000000000004,0.08288181976399354
3,0.1,0.4,0.08343668536772787
3,0.1,0.5,0.0837705143840812
3,0.1,0.6,0.08399345972519705
3,0.1,0.7000000000000001,0.08415290319512796
3,0.1,0.8,0.08427259518016401
3,0.1,0.9,0.08436575455267098
3,0.1,1,0.08444032377078477
3,0.1,1.1,0.08450136273921965
3,0.1,1.2000000000000002,0.08455224776856037
3,0.1,1.3000000000000003,0.0845953180501874
3,0.1,1.4000000000000001,0.08463224548621429
3,0.1,1.5,0.0846642567970375
3,0.15000000000000002,0.1,0.08371957160618611
3,0.15000000000000002,0.2,0.08449218307597106
3,0.15000000000000002,0.30000000000000004,0.08475058174397979
3,0.15000000000000002,0.4,0.08487996654220495
3,0.15000000000000002,0.5,0.08495766032171741
3,0.15000000000000002,0.6,0.08535360629040879
3,0.15000000000000002,0.7000000000000001,0.08673514054776528
3,0.15000000000000002,0.8,0.08777239940087662
3,0.15000000000000002,0.9,0.08857982108878212
3,0.15000000000000002,1,0.08922618126682556
3,0.15000000000000002,1.1,0.08975530309736979
3,0.15000000000000002,1.2000000000000002,0.09019643281846346
3,0.15000000000000002,1.3000000000000003,0.09056983550803845
3,0.15000000000000002,1.4000000000000001,0.09088999687104171
3,0.15000000000000002,1.5,0.09116754643360585
3,0.2,0.1,0.08697694933235857
3,0.2,0.2,0.0910446756224905
3,0.2,0.30000000000000004,0.09241643282190419
3,0.2,0.4,0.09310575763109637
3,0.2,0.5,0.09352052651779719
3,0.2,0.6,0.09379754595220606
3,0.2,0.7000000000000001,0.09399567102324732
3,0.2,0.8,0.09414440603792315
3,0.2,0.9,0.09426017352816966
3,0.2,1,0.0943528413851335
3,0.2,1.1,0.09442869642152171
3,0.2,1.2000000000000002,0.09449193377111689
3,0.2,1.3000000000000003,0.09454546001077294
3,0.2,1.4000000000000001,0.09459135262381269
3,0.2,1.5,0.0946311359485983
3,0.25,0.1,0.09387305414994672
3,0.25,0.2,0.09465802717862212
3,0.25,0.30000000000000004,0.09492046176164351
3,0.25,0.4,0.09617203677100779
3,0.25,0.5,0.09795810758995092
3,0.25,0.6,0.09915125962658998
3,0.25,0.7000000000000001,0.10000473351618039
3,0.25,0.8,0.10064551856060358
3,0.25,0.9,0.1011443146428867
3,0.25,1,0.10154361082123042
3,0.25,1.1,0.10187048044546168
3,0.25,1.2000000000000002,0.10214299130303912
3,0.25,1.3000000000000003,0.1023736627067484
3,0.25,1.4000000000000001,0.10257144355399059
3,0.25,1.5,0.10274290046374185
3,0.30000000000000004,0.1,0.10088702441032951
3,0.30000000000000004,0.2,0.10313427917516782
3,0.30000000000000004,0.30000000000000004,0.10389078677798115
3,0.30000000000000004,0.4,0.1042706511511501
3,0.30000000000000004,0.5,0.10449911791389323
3,0.30000000000000004,0.6,0.10465166560188066
3,0.30000000000000004,0.7000000000000001,0.10476074674088341
3,0.30000000000000004,0.8,0.10484262344876209
3,0.30000000000000004,0.9,0.10490634482515968
3,0.30000000000000004,1,0.10495734703733704
3,0.30000000000000004,1.1,0.10499909284512511
3,0.30000000000000004,1.2000000000000002,0.10582282759051667
3,0.30000000000000004,1.3000000000000003,0.10653796752946469
3,0.30000000000000004,1.4000000000000001,0.10715114020532887
3,0.30000000000000004,1.5,0.1076827031083778
3,0.35000000000000003,0.1,0.10608397238075898
3,0.35000000000000003,0.2,0.1107174926017015
3,0.35000000000000003,0.30000000000000004,0.11228029129941008
3,0.35000000000000003,0.4,0.11306566899378513
3,0.35000000000000003,0.5,0.11353825101240149
3,0.35000000000000003,0.6,0.11385389087989081
3,0.35000000000000003,0.7000000000000001,0.11407964125368146
3,0.35000000000000003,0.8,0.11424911708260356
3,0.35000000000000003,0.9,0.11438102941735434
3,0.35000000000000003,1,0.11448662148166332
3,0.35000000000000003,1.1,0.1145730564199663
3,0.35000000000000003,1.2000000000000002,0.11464511419409333
3,0.35000000000000003,1.3000000000000003,0.11470610661030535
3,0.35000000000000003,1.4000000000000001,0.11475840081135362
3,0.35000000000000003,1.5,0.11480373368406457
3,0.4,0.1,0.1147553637411532
3,0.4,0.2,0.11894122110963763
3,0.4,0.30000000000000004,0.12112249927765116
3,0.4,0.4,0.12221891559715609
3,0.4,0.5,0.12287873417945576
3,0.4,0.6,0.12331946337941879
3,0.4,0.7000000000000001,0.12363469612844498
3,0.4,0.8,0.12387135760301196
3,0.4,0.9,0.12405556975331931
3,0.4,1,0.12420302985484334
3,0.4,1.1,0.1243237392367492
3,0.4,1.2000000000000002,0.1244243720366762
3,0.4,1.3000000000000003,0.12450955259196503
3,0.4,1.4000000000000001,0.1245825862773949
3,0.4,1.5,0.12464589846159775
3,0.45,0.1,0.12485783273961502
3,0.45,0.2,0.1297134553539477
3,0.45,0.30000000000000004,0.1317070939826482
3,0.45,0.4,0.13270912067965082
3,0.45,0.5,0.13331211113011984
3,0.45,0.6,0.133714870942447
3,0.45,0.7000000000000001,0.13400294059463672
3,0.45,0.8,0.13421920633471285
3,0.45,0.9,0.1343875410897688
3,0.45,1,0.13452229034089205
3,0.45,1.1,0.1346325939839234
3,0.45,1.2000000000000002,0.13472455121706278
3,0.45,1.3000000000000003,0.13480238796910027
3,0.45,1.4000000000000001,0.1348691248122919
3,0.45,1.5,0.13492697811903906
3,0.5,0.1,0.1388527477489773
3,0.5,0.2,0.14245695617638549
3,0.5,0.30000000000000004,0.1436715767963972
3,0.5,0.4,0.1442817590429693
3,0.5,0.5,0.1446488464169285
3,0.5,0.6,0.1448939934840312
3,0.5,0.7000000000000001,0.1456550194596199
3,0.5,0.8,0.14689890570390582
3,0.5,0.9,0.14786717140477293
3,0.5,1,0.14864229190631825
3,0.5,1.1,0.14927681979476018
3,0.5,1.2000000000000002,0.14980582712292362
3,0.5,1.3000000000000003,0.1502536157843677
3,0.5,1.4000000000000001,0.15063755706736712
3,0.5,1.5,0.15097039793628692
3,0.55,0.1,0.1536709875692159
3,0.55,0.2,0.15640924929332994
3,0.55,0.30000000000000004,0.15964819859623622
3,0.55,0.4,0.16127646678760357
3,0.55,0.5,0.16225642491442147
3,0.55,0.6,0.16291102468910104
3,0.55,0.7000000000000001,0.16337924485990052
3,0.55,0.8,0.16373077073096876
3,0.55,0.9,0.1640043961446072
3,0.55,1,0.16422343410598142
3,0.55,1.1,0.16440273866865324
3,0.55,1.2000000000000002,0.1645522225611329
3,0.55,1.3000000000000003,0.16467875419801897
3,0.55,1.4000000000000001,0.1647872430564116
3,0.55,1.5,0.16488129159263404
3,0.6000000000000001,0.1,0.1728836053221963
3,0.6000000000000001,0.2,0.17523953529502742
3,0.6000000000000001,0.30000000000000004,0.17899539324885522
3,0.6000000000000001,0.4,0.18088358151204653
3,0.6000000000000001,0.5,0.18201999142011904
3,0.6000000000000001,0.6,0.18277910823343535
3,0.6000000000000001,0.7000000000000001,0.1833220916573643
3,0.6000000000000001,0.8,0.18372975013867615
3,0.6000000000000001,0.9,0.1840470703464283
3,0.6000000000000001,1,0.18430108710174356
3,0.6000000000000001,1.1,0.18450902597256327
3,0.6000000000000001,1.2000000000000002,0.18468238236914944
3,0.6000000000000001,1.3000000000000003,0.18482912136895904
3,0.6000000000000001,1.4000000000000001,0.18495493635793564
3,0.6000000000000001,1.5,0.18544414789442798
3,0.65,0.1,NA
3,0.65,0.2,NA
3,0.65,0.30000000000000004,NA
3,0.65,0.4,NA
3,0.65,0.5,NA
3,0.65,0.6,NA
3,0.65,0.7000000000000001,NA
3,0.65,0.8,NA
3,0.65,0.9,NA
3,0.65,1,NA
3,0.65,1.1,NA
3,0.65,1.2000000000000002,NA
3,0.65,1.3000000000000003,NA
3,0.65,1.4000000000000001,NA
3,0.65,1.5,NA
3,0.7000000000000001,0.1,NA
3,0.7000000000000001,0.2,NA
3,0.7000000000000001,0.30000000000000004,NA
3,0.7000000000000001,0.4,NA
3,0.7000000000000001,0.5,NA
3,0.7000000000000001,0.6,NA
3,0.7000000000000001,0.7000000000000001,NA
3,0.7000000000000001,0.8,NA
3,0.7000000000000001,0.9,NA
3,0.7000000000000001,1,NA
3,0.7000000000000001,1.1,NA
3,0.7000000000000001,1.2000000000000002,NA
3,0.7000000000000001,1.3000000000000003,NA
3,0.7000000000000001,1.4000000000000001,NA
3,0.7000000000000001,1.5,NA
3,0.75,0.1,NA
3,0.75,0.2,NA
3,0.75,0.30000000000000004,NA
3,0.75,0.4,NA
3,0.75,0.5,NA
3,0.75,0.6,NA
3,0.75,0.7000000000000001,NA
3,0.75,0.8,NA
3,0.75,0.9,NA
3,0.75,1,NA
3,0.75,1.1,NA
3,0.75,1.2000000000000002,NA
3,0.75,1.3000000000000003,NA
3,0.75,1.4000000000000001,NA
3,0.75,1.5,NA
3,0.8,0.1,NA
3,0.8,0.2,NA
3,0.8,0.30000000000000004,NA
3,0.8,0.4,NA
3,0.8,0.5,NA
3,0.8,0.6,NA
3,0.8,0.7000000000000001,NA
3,0.8,0.8,NA
3,0.8,0.9,NA
3,0.8,1,NA
3,0.8,1.1,NA
3,0.8,1.2000000000000002,NA
3,0.8,1.3000000000000003,NA
3,0.8,1.4000000000000001,NA
3,0.8,1.5,NA
3,0.8500000000000001,0.1,NA
3,0.8500000000000001,0.2,NA
3,0.8500000000000001,0.30000000000000004,NA
3,0.8500000000000001,0.4,NA
3,0.8500000000000001,0.5,NA
3,0.8500000000000001,0.6,NA
3,0.8500000000000001,0.7000000000000001,NA
3,0.8500000000000001,0.8,NA
3,0.8500000000000001,0.9,NA
3,0.8500000000000001,1,NA
3,0.8500000000000001,1.1,NA
3,0.8500000000000001,1.2000000000000002,NA
3,0.8500000000000001,1.3000000000000003,NA
3,0.8500000000000001,1.4000000000000001,NA
3,0.8500000000000001,1.5,NA
3,0.9,0.1,NA
3,0.9,0.2,NA
3,0.9,0.30000000000000004,NA
3,0.9,0.4,NA
3,0.9,0.5,NA
3,0.9,0.6,NA
3,0.9,0.7000000000000001,NA
3,0.9,0.8,NA
3,0.9,0.9,NA
3,0.9,1,NA
3,0.9,1.1,NA
3,0.9,1.2000000000000002,NA
3,0.9,1.3000000000000003,NA
3,0.9,1.4000000000000001,NA
3,0.9,1.5,NA
3,0.9500000000000001,0.1,NA
3,0.9500000000000001,0.2,NA
3,0.9500000000000001,0.30000000000000004,NA
3,0.9500000000000001,0.4,NA
3,0.9500000000000001,0.5,NA
3,0.9500000000000001,0.6,NA
3,0.9500000000000001,0.7000000000000001,NA
3,0.9500000000000001,0.8,NA
3,0.9500000000000001,0.9,NA
3,0.9500000000000001,1,NA
3,0.9500000000000001,1.1,NA
3,0.9500000000000001,1.2000000000000002,NA
3,0.9500000000000001,1.3000000000000003,NA
3,0.9500000000000001,1.4000000000000001,NA
3,0.9500000000000001,1.5,NA
3,1,0.1,NA
3,1,0.2,NA
3,1,0.30000000000000004,NA
3,1,0.4,NA
3,1,0.5,NA
3,1,0.6,NA
3,1,0.7000000000000001,NA
3,1,0.8,NA
3,1,0.9,NA
3,1,1,NA
3,1,1.1,NA
3,1,1.2000000000000002,NA
3,1,1.3000000000000003,NA
3,1,1.4000000000000001,NA
3,1,1.5,NA
3.25,0,0.1,0.023753370689498232
3.25,0,0.2,0.015547001313361524
3.25,0,0.30000000000000004,0.00891519974130992
3.25,0,0.4,0.005220534352953809
3.25,0,0.5,0.08489578707689602
3.25,0,0.6,0.08491758251103458
3.25,0,0.7000000000000001,0.08493314902545718
3.25,0,0.8,0.08494482299427115
3.25,0,0.9,0.08495390219852668
3.25,0,1,0.08496116521300967
3.25,0,1.1,0.08496710744718115
3.25,0,1.2000000000000002,0.0849720591484718
3.25,0,1.3000000000000003,0.08497624893507227
3.25,0,1.4000000000000001,0.08497984009687946
3.25,0,1.5,0.08498295237429991
3.25,0.05,0.1,0.02524920750330769
3.25,0.05,0.2,0.016102946908408754
3.25,0.05,0.30000000000000004,0.009522271979058188
3.25,0.05,0.4,0.005406751471219877
3.25,0.05,0.5,0.09187753266226681
3.25,0.05,0.6,0.09239647192550285
3.25,0.05,0.7000000000000001,0.0927678962799317
3.25,0.05,0.8,0.09304688377741761
3.25,0.05,0.9,0.09326412570728021
3.25,0.05,1,0.09343807938277003
3.25,0.05,1.1,0.09358051183555395
3.25,0.05,1.2000000000000002,0.09369927939367804
3.25,0.05,1.3000000000000003,0.09379982774047786
3.25,0.05,1.4000000000000001,0.09388605067879792
3.25,0.05,1.5,0.09396080619071463
3.25,0.1,0.1,0.026074393550497912
3.25,0.1,0.2,0.01682085269605398
3.25,0.1,0.30000000000000004,0.0102211678805155
3.25,0.1,0.4,0.005629920522117072
3.25,0.1,0.5,0.0947495074839542
3.25,0.1,0.6,0.09479805387783753
3.25,0.1,0.7000000000000001,0.09483276320222453
3.25,0.1,0.8,0.09485881371327602
3.25,0.1,0.9,0.09487908632556516
3.25,0.1,1,0.09489531147490639
3.25,0.1,1.1,0.09490859129867052
3.25,0.1,1.2000000000000002,0.09491966107009833
3.25,0.1,1.3000000000000003,0.09492903012007713
3.25,0.1,1.4000000000000001,0.09493706243432685
3.25,0.1,1.5,0.09494402504722493
3.25,0.15000000000000002,0.1,0.027280012213259427
3.25,0.15000000000000002,0.2,0.01773706343884843
3.25,0.15000000000000002,0.30000000000000004,0.011028730449317388
3.25,0.15000000000000002,0.4,0.005897082072860759
3.25,0.15000000000000002,0.5,0.10188713263352757
3.25,0.15000000000000002,0.6,0.10240679599438597
3.25,0.15000000000000002,0.7000000000000001,0.10277873858801825
3.25,0.15000000000000002,0.8,0.1030581153360971
3.25,0.15000000000000002,0.9,0.1032756603592767
3.25,0.15000000000000002,1,0.10344985672757745
3.25,0.15000000000000002,1.1,0.10359248789259169
3.25,0.15000000000000002,1.2000000000000002,0.10371142114484307
3.25,0.15000000000000002,1.3000000000000003,0.10381210976618577
3.25,0.15000000000000002,1.4000000000000001,0.10389845299246697
3.25,0.15000000000000002,1.5,0.10397331279340746
3.25,0.2,0.1,0.02897967455907014
3.25,0.2,0.2,0.018897120767629932
3.25,0.2,0.30000000000000004,0.011966011259787485
3.25,0.2,0.4,0.0062170319567359375
3.25,0.2,0.5,0.10486670226261613
3.25,0.2,0.6,0.1049040230238494
3.25,0.2,0.7000000000000001,0.10493069769385693
3.25,0.2,0.8,0.10495071312856293
3.25,0.2,0.9,0.10496628634289716
3.25,0.2,1,0.10497874850819887
3.25,0.2,1.1,0.10498894721826352
3.25,0.2,1.2000000000000002,0.10499744779806036
3.25,0.2,1.3000000000000003,0.10550952259253742
3.25,0.2,1.4000000000000001,0.10618665989470398
3.25,0.2,1.5,0.10677374838958564
3.25,0.25,0.1,0.031319508492561605
3.25,0.25,0.2,0.020358842068306716
3.25,0.25,0.30000000000000004,0.013059673762384084
3.25,0.25,0.4,0.00660090686232067
3.25,0.25,0.5,0.11408375761081466
3.25,0.25,0.6,0.11424932678516748
3.25,0.25,0.7000000000000001,0.11436780043442459
3.25,0.25,0.8,0.11445677245171038
3.25,0.25,0.9,0.11452604299156006
3.25,0.25,1,0.11458150400869409
3.25,0.25,1.1,0.11462691091315458
3.25,0.25,1.2000000000000002,0.11466477055539644
3.25,0.25,1.3000000000000003,0.11469682031029085
3.25,0.25,1.4000000000000001,0.11472430228217595
3.25,0.25,1.5,0.11474812805125374
3.25,0.30000000000000004,0.1,0.03448991520892717
3.25,0.30000000000000004,0.2,0.022196716935894676
3.25,0.30000000000000004,0.30000000000000004,0.014343997995838097
3.25,0.30000000000000004,0.4,0.007063020874375837
3.25,0.30000000000000004,0.5,0.12236459122692697
3.25,0.30000000000000004,0.6,0.12281556204842708
3.25,0.30000000000000004,0.7000000000000001,0.1231383327761952
3.25,0.30000000000000004,0.8,0.1233807717658138
3.25,0.30000000000000004,0.9,0.12356955208560066
3.25,0.30000000000000004,1,0.12372071420446479
3.25,0.30000000000000004,1.1,0.12384448417823106
3.25,0.30000000000000004,1.2000000000000002,0.12394768939959973
3.25,0.30000000000000004,1.3000000000000003,0.12403506228239329
3.25,0.30000000000000004,1.4000000000000001,0.12410998659104874
3.25,0.30000000000000004,1.5,0.12417494592815322
3.25,0.35000000000000003,0.1,0.03657524428459973
3.25,0.35000000000000003,0.2,0.02450833111305914
3.25,0.35000000000000003,0.30000000000000004,0.01544786501664447
3.25,0.35000000000000003,0.4,0.007622088094023012
3.25,0.35000000000000003,0.5,0.1308393652857846
3.25,0.35000000000000003,0.6,0.13154707604167273
3.25,0.35000000000000003,0.7000000000000001,0.13205362552878985
3.25,0.35000000000000003,0.8,0.13243411734141322
3.25,0.35000000000000003,0.9,0.13273040340535602
3.25,0.35000000000000003,1,0.13296765369160068
3.25,0.35000000000000003,1.1,0.13316191513827053
3.25,0.35000000000000003,1.2000000000000002,0.13332390179913
3.25,0.35000000000000003,1.3000000000000003,0.13346104034236955
3.25,0.35000000000000003,1.4000000000000001,0.13357864110219078
3.25,0.35000000000000003,1.5,0.1336806018175112
3.25,0.4,0.1,0.039421248838741395
3.25,0.4,0.2,0.026237188848136587
3.25,0.4,0.30000000000000004,0.016479156042018408
3.25,0.4,0.4,0.008303056551295741
3.25,0.4,0.5,0.14147672773784425
3.25,0.4,0.6,0.14208910132876804
3.25,0.4,0.7000000000000001,0.14252740655257318
3.25,0.4,0.8,0.14285663375846827
3.25,0.4,0.9,0.14311299847709769
3.25,0.4,1,0.1433182805854002
3.25,0.4,1.1,0.14348636552121008
3.25,0.4,1.2000000000000002,0.14362652407809717
3.25,0.4,1.3000000000000003,0.14374518244568213
3.25,0.4,1.4000000000000001,0.1438469355482222
3.25,0.4,1.5,0.14393515599999207
3.25,0.45,0.1,0.04379174165143066
3.25,0.45,0.2,0.028376440273106096
3.25,0.45,0.30000000000000004,0.017856552220693916
3.25,0.45,0.4,0.00913994241477778
3.25,0.45,0.5,0.1535095643544428
3.25,0.45,0.6,0.15380745385084987
3.25,0.45,0.7000000000000001,0.15402064361949458
3.25,0.45,0.8,0.1541807649119157
3.25,0.45,0.9,0.1543054411236883
3.25,0.45,1,0.15440526953455888
3.25,0.45,1.1,0.15448700559626252
3.25,0.45,1.2000000000000002,0.15455515930163863
3.25,0.45,1.3000000000000003,0.1546128566057906
3.25,0.45,1.4000000000000001,0.15466233253424963
3.25,0.45,1.5,0.15470522748558874
3.25,0.5,0.1,0.047762431263382275
3.25,0.5,0.2,0.0314329203879531
3.25,0.5,0.30000000000000004,0.01969377565114247
3.25,0.5,0.4,0.010180364707033457
3.25,0.5,0.5,0.16584271251374788
3.25,0.5,0.6,0.1674093158375214
3.25,0.5,0.7000000000000001,0.1685306680696026
3.25,0.5,0.8,0.16937298985823085
3.25,0.5,0.9,0.17002891400848918
3.25,0.5,1,0.17055415285181483
3.25,0.5,1.1,0.17098422664059792
3.25,0.5,1.2000000000000002,0.17134285184621992
3.25,0.5,1.3000000000000003,0.17164646842059963
3.25,0.5,1.4000000000000001,0.17190683175348281
3.25,0.5,1.5,0.17213257034523782
3.25,0.55,0.1,0.05360428761251828
3.25,0.55,0.2,0.035457691174446096
3.25,0.55,0.30000000000000004,0.02215523636575932
3.25,0.55,0.4,0.011493103142421666
3.25,0.55,0.5,0.18465077565416232
3.25,0.55,0.6,0.18482655754669605
3.25,0.55,0.7000000000000001,0.18495233526961352
3.25,0.55,0.8,0.18568427289227604
3.25,0.55,0.9,0.18675987117283618
3.25,0.55,1,0.18762117246347534
3.25,0.55,1.1,0.18832642180460005
3.25,0.55,1.2000000000000002,0.18891450900906623
3.25,0.55,1.3000000000000003,0.1894123921410906
3.25,0.55,1.4000000000000001,0.18983934765705365
3.25,0.55,1.5,0.19020952460445018
3.25,0.6000000000000001,0.1,0.05997988392477492
3.25,0.6000000000000001,0.2,0.03947698831400754
3.25,0.6000000000000001,0.30000000000000004,0.025325801648248596
3.25,0.6000000000000001,0.4,0.013181324320572178
3.25,0.6000000000000001,0.5,NA
3.25,0.6000000000000001,0.6,NA
3.25,0.6000000000000001,0.7000000000000001,NA
3.25,0.6000000000000001,0.8,NA
3.25,0.6000000000000001,0.9,NA
3.25,0.6000000000000001,1,NA
3.25,0.6000000000000001,1.1,NA
3.25,0.6000000000000001,1.2000000000000002,NA
3.25,0.6000000000000001,1.3000000000000003,NA
3.25,0.6000000000000001,1.4000000000000001,NA
3.25,0.6000000000000001,1.5,NA
3.25,0.65,0.1,0.06873642663864953
3.25,0.65,0.2,0.04562855975555615
3.25,0.65,0.30000000000000004,0.0286083347213658
3.25,0.65,0.4,0.015295168926334028
3.25,0.65,0.5,NA
3.25,0.65,0.6,NA
3.25,0.65,0.7000000000000001,NA
3.25,0.65,0.8,NA
3.25,0.65,0.9,NA
3.25,0.65,1,NA
3.25,0.65,1.1,NA
3.25,0.65,1.2000000000000002,NA
3.25,0.65,1.3000000000000003,NA
3.25,0.65,1.4000000000000001,NA
3.25,0.65,1.5,NA
3.25,0.7000000000000001,0.1,0.08037170029224036
3.25,0.7000000000000001,0.2,0.053157751904170006
3.25,0.7000000000000001,0.30000000000000004,0.03371309735328605
3.25,0.7000000000000001,0.4,0.017624651928463977
3.25,0.7000000000000001,0.5,NA
3.25,0.7000000000000001,0.6,NA
3.25,0.7000000000000001,0.7000000000000001,NA
3.25,0.7000000000000001,0.8,NA
3.25,0.7000000000000001,0.9,NA
3.25,0.7000000000000001,1,NA
3.25,0.7000000000000001,1.1,NA
3.25,0.7000000000000001,1.2000000000000002,NA
3.25,0.7000000000000001,1.3000000000000003,NA
3.25,0.7000000000000001,1.4000000000000001,NA
3.25,0.7000000000000001,1.5,NA
3.25,0.75,0.1,0.09677245502549905
3.25,0.75,0.2,0.06394852508908411
3.25,0.75,0.30000000000000004,0.040330927120650804
3.25,0.75,0.4,0.021223846430288296
3.25,0.75,0.5,NA
3.25,0.75,0.6,NA
3.25,0.75,0.7000000000000001,NA
3.25,0.75,0.8,NA
3.25,0.75,0.9,NA
3.25,0.75,1,NA
3.25,0.75,1.1,NA
3.25,0.75,1.2000000000000002,NA
3.25,0.75,1.3000000000000003,NA
3.25,0.75,1.4000000000000001,NA
3.25,0.75,1.5,NA
3.25,0.8,0.1,0.1209858715156503
3.25,0.8,0.2,0.07980419668613409
3.25,0.8,0.30000000000000004,0.05055556106123148
3.25,0.8,0.4,0.02672091374066088
3.25,0.8,0.5,0.005911867477672097
3.25,0.8,0.6,NA
3.25,0.8,0.7000000000000001,NA
3.25,0.8,0.8,NA
3.25,0.8,0.9,NA
3.25,0.8,1,NA
3.25,0.8,1.1,NA
3.25,0.8,1.2000000000000002,NA
3.25,0.8,1.3000000000000003,NA
3.25,0.8,1.4000000000000001,NA
3.25,0.8,1.5,NA
3.25,0.8500000000000001,0.1,0.16151472948689236
3.25,0.8500000000000001,0.2,0.10666060797898325
3.25,0.8500000000000001,0.30000000000000004,0.06758612327825535
3.25,0.8500000000000001,0.4,0.03576048786588903
3.25,0.8500000000000001,0.5,0.007849241555524494
3.25,0.8500000000000001,0.6,NA
3.25,0.8500000000000001,0.7000000000000001,NA
3.25,0.8500000000000001,0.8,NA
3.25,0.8500000000000001,0.9,NA
3.25,0.8500000000000001,1,NA
3.25,0.8500000000000001,1.1,NA
3.25,0.8500000000000001,1.2000000000000002,NA
3.25,0.8500000000000001,1.3000000000000003,NA
3.25,0.8500000000000001,1.4000000000000001,NA
3.25,0.8500000000000001,1.5,NA
3.25,0.9,0.1,NA
3.25,0.9,0.2,0.16003461728925222
3.25,0.9,0.30000000000000004,0.10148979225780655
3.25,0.9,0.4,0.05366536605692833
3.25,0.9,0.5,0.01188330979038187
3.25,0.9,0.6,NA
3.25,0.9,0.7000000000000001,NA
3.25,0.9,0.8,NA
3.25,0.9,0.9,NA
3.25,0.9,1,NA
3.25,0.9,1.1,NA
3.25,0.9,1.2000000000000002,NA
3.25,0.9,1.3000000000000003,NA
3.25,0.9,1.4000000000000001,NA
3.25,0.9,1.5,NA
3.25,0.9500000000000001,0.1,NA
3.25,0.9500000000000001,0.2,NA
3.25,0.9500000000000001,0.30000000000000004,NA
3.25,0.9500000000000001,0.4,0.10739182375233172
3.25,0.9500000000000001,0.5,0.023926635962431046
3.25,0.9500000000000001,0.6,NA
3.25,0.9500000000000001,0.7000000000000001,NA
3.25,0.9500000000000001,0.8,NA
3.25,0.9500000000000001,0.9,NA
3.25,0.9500000000000001,1,NA
3.25,0.9500000000000001,1.1,NA
3.25,0.9500000000000001,1.2000000000000002,NA
3.25,0.9500000000000001,1.3000000000000003,NA
3.25,0.9500000000000001,1.4000000000000001,NA
3.25,0.9500000000000001,1.5,NA
3.25,1,0.1,NA
3.25,1,0.2,NA
3.25,1,0.30000000000000004,NA
3.25,1,0.4,NA
3.25,1,0.5,NA
3.25,1,0.6,NA
3.25,1,0.7000000000000001,NA
3.25,1,0.8,NA
3.25,1,0.9,NA
3.25,1,1,NA
3.25,1,1.1,NA
3.25,1,1.2000000000000002,NA
3.25,1,1.3000000000000003,NA
3.25,1,1.4000000000000001,NA
3.25,1,1.5,NA
