"e","omega","d","r","kappa","g","g_n","denom","theta","lambda_tilt","f","Z","rF_bar","rF_tilde","tau_F"
0.800000502238332,0.84,0.999999999999999,0.04,0.15,0.03,0.03,0.04,0.5,0.578950128089961,-0.289475064044981,2.51119166226238e-06,0.08,0.06,0.01
