"time","e","omega","d","r","kappa","g","g_n","theta","lambda_tilt","denom","f","Ztilde","y_pc","y_pc_0","y_pc_norm"
0,0.904422758117071,0.83,1.1,0.042,0.15299960006399,0.0309998666879966,0.03,0.492001066496027,0.571232347246932,-0.0146603553660951,0.831343270295613,0.334797129657218,0.904422758117071,0.904422758117071,1
0.05,0.904467441369603,0.830155572211254,1.09964767755741,0.0419528402288164,0.152928888033912,0.0309762960113039,0.03,0.492189631909569,0.5714149887067,-0.0146367846894024,0.831704163682438,0.334816218106974,0.905372361195475,0.904422758117071,1.00104995486887
0.1,0.904511059297887,0.830311334129281,1.09930073786069,0.0419055454520971,0.152857972266752,0.0309526574222507,0.03,0.492378740621995,0.571598122133346,-0.0146131461003492,0.832067132233623,0.334851917606044,0.90632189164522,0.904422758117071,1.00209982943386
0.15,0.904553608742715,0.830467267649355,1.09895918524958,0.0418581216468874,0.152786861745593,0.0309289539151977,0.03,0.492568368678418,0.571781724049361,-0.0145894425932963,0.832432144261437,0.334904169876666,0.907271344133728,0.904422758117071,1.00314961779886
0.2,0.904595087052094,0.830623356945583,1.09862302303435,0.0418105740443478,0.152715564336198,0.0309051881120659,0.03,0.492758495103473,0.571965773878043,-0.0145656767901644,0.832799173460477,0.334972927539005,0.90822071381967,0.904422758117071,1.00419931461091
0.25,0.904635490821592,0.830779580939278,1.09829225505837,0.0417629096194623,0.152644090520282,0.0308813635067608,0.03,0.492949091945914,0.572150244306386,-0.0145418521848593,0.833168179680509,0.335058114745329,0.90916999508949,0.904422758117071,1.00524891366323
0.3,0.904674817443233,0.830935922352605,1.09796688365992,0.0417151341003327,0.152572448910968,0.0308574829703227,0.03,0.493140136237418,0.57233511286268,-0.0145179716484212,0.833539131975552,0.335159673961279,0.910119183111811,0.904422758117071,1.00629840961388
0.35,0.904713064313626,0.831092363178106,1.09764691077245,0.0416672534636653,0.152500648495194,0.030833549498398,0.03,0.493331604012816,0.572520356127229,-0.0144940381764966,0.833911997073644,0.335277542714135,0.911068273043963,0.904422758117071,1.00734779710843
0.4,0.904750228960058,0.831248885435332,1.09733233776777,0.0416192736846523,0.152428698258635,0.0308095660862116,0.03,0.493523471310308,0.572705950700774,-0.0144700547643101,0.834286741296229,0.335411657497563,0.912017260159076,0.904422758117071,1.00839707092048
0.45,0.904786309068115,0.831405471177401,1.0970231653387,0.0415712007363504,0.152356607184731,0.0307855357282435,0.03,0.493715714174052,0.572891873207079,-0.0144460244063421,0.834663330554525,0.335561953479541,0.912966139874574,0.904422758117071,1.00944622598318
0.5,0.904821302450805,0.831562102486663,1.09671939363358,0.0415230405893314,0.15228438425413,0.0307614614180433,0.03,0.493908308655653,0.573078100294435,-0.0144219500961419,0.835041730343842,0.335728364765982,0.91391490772175,0.904422758117071,1.01049525735558
0.55,0.904855207060142,0.83171876147842,1.0964210222078,0.0414747992110894,0.15221203844376,0.0307373461479201,0.03,0.494101230816639,0.573264608638123,-0.0143978348260186,0.835421905739899,0.335910824259965,0.914863559358093,0.904422758117071,1.01154416023626
0.6,0.90488802098809,0.831875430302791,1.09612805002127,0.0414264825654528,0.15213957872591,0.0307131929086366,0.03,0.494294456730907,0.573451374942837,-0.0143736815867351,0.835803821395191,0.336109263622262,0.915812090568911,0.904422758117071,1.01259292996513
