"time","e","omega","d","r","kappa","g","g_n","theta","lambda_tilt","denom","f","Ztilde","y_pc","y_pc_0","y_pc_norm"
0,0.904422758117071,0.83,1.1,0.042,0.15299960006399,0.0309998666879966,0.03,0.492001066496027,0.571232347246932,-0.0127096211997495,0.958941858470618,0.643231730910988,0.904422758117071,0.904422758117071,1
0.05,0.904468403267622,0.829900412732404,1.09964331854623,0.0420379515085823,0.153056504127435,0.0310188347091451,0.03,0.491849322326839,0.571085345478374,-0.012728589220898,0.958417640855222,0.641207661844107,0.905373324055874,0.904422758117071,1.00105101948206
0.1,0.904514901976654,0.82980270432753,1.09928333225281,0.0420753207941191,0.15311253435235,0.0310375114507835,0.03,0.491699908393732,0.570940579522055,-0.0127472659625364,0.957902900284474,0.639192785864466,0.906325742017035,0.904422758117071,1.0021040867038
0.15,0.904562241211002,0.829706869961955,1.09892010648143,0.0421121085929294,0.153167691867335,0.0310558972891118,0.03,0.491552821687105,0.5707980474594,-0.0127656518008647,0.957397553844345,0.637187225909085,0.907280002538306,0.904422758117071,1.003159191203
0.2,0.904610409579705,0.829612905301368,1.09855369827766,0.0421483155891753,0.15322197772353,0.0310739925745101,0.03,0.491408059403919,0.570657747555164,-0.012783747086263,0.95690152109833,0.635191088435272,0.908236097760135,0.904422758117071,1.00421632428954
0.25,0.90465939191192,0.829520804433457,1.09818418352232,0.0421839427418835,0.153275393384862,0.0310917977949541,0.03,0.491265617640367,0.570519676990326,-0.012801552306707,0.956414719581607,0.633204515872265,0.909194015984531,0.904422758117071,1.00527547302922
0.3,0.904709175771049,0.829430562309459,1.09781162428481,0.0422189909063828,0.153327940160395,0.0311093133867984,0.03,0.491125492905613,0.57038383332898,-0.0128190678985513,0.95593706996904,0.631227623114711,0.910153748209282,0.904422758117071,1.00633662746849
0.35,0.904759748197353,0.829342173544655,1.09743608516049,0.0422534610163084,0.153379619477154,0.0311265398257182,0.03,0.490987681394255,0.570250213813229,-0.0128362943374711,0.955468493552617,0.6292605294809,0.911115284861305,0.904422758117071,1.0073997770226
0.4,0.904811096252649,0.829255632616429,1.09705763053692,0.0422873540540314,0.153430432835734,0.0311434776119114,0.03,0.490852179104709,0.570118815477847,-0.0128532321236643,0.955008912622924,0.627303353306956,0.912078616342965,0.904422758117071,1.00846491107967
0.45,0.904863207020875,0.829170933865133,1.09667632459099,0.042320671050409,0.153480381809865,0.0311601272699549,0.03,0.490718981840361,0.569989635151332,-0.0128698817817078,0.95455825044872,0.625356211924672,0.91304373303264,0.904422758117071,1.00953201900129
0.5,0.904916067609208,0.829088071495163,1.09629223128335,0.0423534130845009,0.153529468045931,0.0311764893486438,0.03,0.49058808521085,0.56986266945711,-0.0128862438603967,0.954116431257276,0.623419221634061,0.914010625285829,0.904422758117071,1.01060109012374
0.55,0.904969665149047,0.829007039575862,1.0959054143535,0.0423855812833326,0.153577693262566,0.0311925644208555,0.03,0.490459484633156,0.569737914814541,-0.0129023189326084,0.953683380214355,0.62149249767575,0.914979283436151,0.904422758117071,1.01167211375912
0.6,0.905023986795383,0.828927832050794,1.09551593732909,0.0424171768186809,0.153625059245776,0.0312083530819252,0.03,0.490333175344598,0.569615367451493,-0.0129181075936781,0.953259023444451,0.619576154331274,0.915949697794706,0.904422758117071,1.01274507919464
0.65,0.905079019732854,0.828850442711683,1.09512386347559,0.0424482009164313,0.153671567862915,0.0312238559543049,0.03,0.490209152365561,0.569495023368159,-0.0129336104660578,0.95284328788249,0.61767030448517,0.916921858656204,0.904422758117071,1.01381997569937
0.7,0.905134751171285,0.828774865229434,1.09472925584093,0.0424786548456429,0.153717221046246,0.031239073682082,0.03,0.490087410543344,0.569376878379569,-0.0129488281938349,0.952436101398561,0.615775060052499,0.917895756294476,0.904422758117071,1.0148967925193
0.75,0.905191168348622,0.82870109314375,1.09433217723244,0.0425085399223175,0.15376202079854,0.0312540069328466,0.03,0.489967944537227,0.569260928101089,-0.0129637614445995,0.952037392725042,0.61389053178232,0.918871380965453,0.904422758117071,1.01597551888064
0.8,0.905248258532096,0.828629119863262,1.09393269021051,0.0425378575094393,0.153805969193085,0.0312686563976949,0.03,0.489850748818441,0.569147167948389,-0.0129784109094478,0.951647091434321,0.612016829218283,0.919848722908376,0.904422758117071,1.01705614399114
0.85,0.905306009019025,0.82855893866752,1.09353085708534,0.0425666090163554,0.153849068372715,0.0312830227909049,0.03,0.489735817672761,0.569035593139957,-0.0129927773026578,0.951265127925548,0.610154060687726,0.920827772346633,0.904422758117071,1.018138657041
0.9,0.90536440713777,0.828490542708054,1.09312673991235,0.042594795898484,0.153891320549324,0.0312971068497748,0.03,0.489623145201802,0.568926198698363,-0.0130068613615277,0.950891433407266,0.608302333277213,0.921808519488772,0.904422758117071,1.01922304720405
0.95,0.905423440248697,0.82842392500946,1.09272040048751,0.0426224196570133,0.153932728003376,0.0313109093344587,0.03,0.48951272532433,0.568818979451546,-0.0130206638462117,0.950525939880386,0.606461752808616,0.922790954529512,0.904422758117071,1.0203093036388
1,0.905483095745126,0.828359078470504,1.0923119003428,0.0426494818385947,0.153973293083396,0.0313244310277987,0.03,0.48940455177761,0.568713930034141,-0.0130341855395516,0.950168580121495,0.60463242381574,0.923775067650753,0.904422758117071,1.0213974154896
1.05,0.90554336105428,0.828295995865248,1.09190130074168,0.0426759840350281,0.154013018205463,0.0313376727351542,0.03,0.489298618118766,0.568611044888826,-0.0130474272469071,0.949819287666478,0.602814449521554,0.924760849022595,0.904422758117071,1.02248737188775
1.1,0.905604223638223,0.828234669844189,1.09148866267465,0.0427019278829414,0.154051905852686,0.0313506352842285,0.03,0.489194917726172,0.568510318267709,-0.0130603897959815,0.949477996794462,0.601007931816012,0.92574828880435,0.904422758117071,1.02357916195262
1.15,0.9056656709948,0.828175092935419,1.09107404685483,0.0427273150634624,0.154089958574677,0.0313633195248925,0.03,0.48909344380086,0.568411744233735,-0.0130730740366454,0.949144642512058,0.599212971234497,0.926737377145558,0.904422758117071,1.02467277479278
