"time","e","omega","d","r","kappa","g","g_n","theta","lambda_tilt","denom","f","Ztilde","y_pc","y_pc_0","y_pc_norm"
0,0.904422758117071,0.83,1.1,0.042,0.15299960006399,0.0309998666879966,0.03,0.492001066496027,0.571232347246932,0.0390001333120034,-0.312506310587256,5.42187680880832e-06,0.904422758117071,0.904422758117071,1
0.05,0.904466393403283,0.830433553688519,1.09965242638256,0.0418601164187261,0.152789852869403,0.0309299509564676,0.03,0.492560392348259,0.571774001891692,0.0390700490435324,-0.310860286188718,5.49273586331334e-06,0.905371312180665,0.904422758117071,1.00104879499668
0.1,0.904506864995663,0.830867508487906,1.09931973496664,0.0417199007044762,0.15257959670847,0.03085986556949,0.03,0.49312107544408,0.572316669802885,0.03914013443051,-0.309215733125671,5.56526727313191e-06,0.906317688945996,0.904422758117071,1.0020951826034
0.15,0.904544164845759,0.831301851622622,1.09900193393754,0.0415793570066253,0.152368838554666,0.0307896128515555,0.03,0.493683097187556,0.572860331059748,0.0392103871484445,-0.307572720713717,5.63950925769515e-06,0.907261871862541,0.904422758117071,1.00313914452062
0.2,0.904578286026512,0.831736571864259,1.09869903023969,0.0414384889753846,0.152157584645691,0.0307191948818968,0.03,0.494246440944825,0.573404967676084,0.0392808051181032,-0.305931311748161,5.7155013996014e-06,0.908203845455398,0.904422758117071,1.0041806636381
0.25,0.904609219433,0.832171654184899,1.09841103287899,0.0412973014999805,0.15194584308997,0.0306486143633234,0.03,0.494811085093413,0.573950556880892,0.0393513856366766,-0.304291582754463,5.79328371213926e-06,0.909143592015014,0.904422758117071,1.00521972037476
0.3,0.904636957771305,0.832607086160848,1.09813794887383,0.0411557986280661,0.151733620746361,0.0305778735821205,0.03,0.495377011343036,0.574497079165255,0.0394221264178796,-0.302653599708309,5.87289781165275e-06,0.910081095599013,0.904422758117071,1.00625629710349
0.35,0.904661493551856,0.83304285477753,1.09787978532755,0.0410139846031226,0.151520924779665,0.030506974926555,0.03,0.49594420058756,0.575044514271055,0.039493025073445,-0.301017430147071,5.9543863840973e-06,0.911016340020424,0.904422758117071,1.00729037592672
0.4,0.90468281942706,0.833478946961761,1.09763654907281,0.0408718636917754,0.151307762401473,0.0304359208004909,0.03,0.496512633596072,0.575592841859781,0.0395640791995091,-0.299383141151465,6.0377933112142e-06,0.911949309186945,0.904422758117071,1.00832193905154
0.45,0.904700928191826,0.833915349582245,1.09740824667291,0.0407294401836129,0.151094140869697,0.0303647136232323,0.03,0.497082291014141,0.576142041514228,0.0396352863767677,-0.297750799340655,6.12316370431952e-06,0.912879987102076,0.904422758117071,1.00935096879098
