"tag","rF_bar","ok","H","a1","a2","a3","stable_RH","tail_sd_e","tail_sd_omega","tail_sd_d","amp_ratio","hit_bounds","class"
"baseline",0.08,TRUE,-0.000298648040542397,0.00333491524362254,0.0112003357414052,0.0003360002109401,FALSE,1.56154164962071,1.75754086787331e-09,0,1,TRUE,"boundary_crash_or_clamp"
"below_root1",0.0223395113219015,TRUE,-0.000257933011734782,0.00548330209584835,0.0147115306588991,0.000338600778629861,FALSE,0.0482648191935069,0.0501141084561632,0.23595087595009,0.890150909393003,FALSE,"damped_oscillation"
"above_root1",0.0263395113219015,TRUE,0.00191365428548044,0.0747503049088796,0.0302966389889908,0.000351028716660878,TRUE,0.000188260380614126,7.3670174073697e-06,0.000584224856510354,0.486001566411385,FALSE,"damped_oscillation"
"between_roots",0.0282902454882471,TRUE,0.0104248559505668,0.228826317869023,0.0471996123940517,0.00037565755840917,TRUE,0.000188284939061223,2.38340821257105e-06,0.00032070114800356,0.59531534738456,FALSE,"damped_oscillation"
"above_root2",0.0342409796545927,TRUE,-0.000369391832465254,0.00361132255613465,0.0140127990089206,0.00041999656960075,FALSE,0.0272942440333721,4.66132067656821e-06,0.0534779306392407,0.0558297657382424,TRUE,"boundary_crash_or_clamp"
