sigma,psi,rF,rF_tilde,rF_eff,phi2,phi1,feasible,reason,r_star,d_star,omega_star,e_star,f_star,Z_star,maxReEig,maxImEig,a1,a2,a3,H,stable,oscillatory,rh_ok,period,econ_ok,regime,score,absH
2,0.32,0.06,-0.0192,0.0408,0.8500000000000001,0.9253310670564452,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2884381634386253,0.9997778859212452,1.8601772083462476e-4,0.7840266942705063,0.02951822898110796,0.614686771693605,0.01837348252995125,-2.2901765144138844e-4,FALSE,TRUE,TRUE,8.013994106445246,TRUE,unstable_oscillatory,0.5,2.2901765144138844e-4
2,0.08,0.04199999999999999,-0.00335999999999999,0.03863999999999999,0.55,0.6061615034816611,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1817906152532107,0.999621478677748,-2.9018782251981345e-4,0.6352599226549764,0.03040532283790188,0.4035725632135439,0.01203601412624991,2.34739946777451e-4,TRUE,TRUE,TRUE,9.89073146771156,TRUE,stable_oscillatory,0,2.34739946777451e-4
2,0.38,0.063,-0.02394,0.03906,0.6,0.659355866840045,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.2018124097528708,0.9996575247160704,-3.15819851737148e-4,0.6623808137299814,0.03047162636964603,0.4387672902601003,0.01309224766325438,2.777052687734302e-4,TRUE,TRUE,TRUE,9.48575981812921,TRUE,stable_oscillatory,0,2.777052687734302e-4
2,0.12,0.045,-0.00539999999999999,0.03959999999999999,0.65,0.712558250866897,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.228053946133442,0.9996996243305892,3.323042224928213e-4,0.6884072490891171,0.02919084967091898,0.4738848088349488,0.01414864045959555,-3.1554024356238684e-4,FALSE,TRUE,TRUE,9.12713414260721,TRUE,unstable_oscillatory,0.5,3.1554024356238684e-4
2,0.34,0.06,-0.0204,0.03959999999999999,0.65,0.712558250866897,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.228053946133442,0.9996996243305892,3.323042224928213e-4,0.6884072490891171,0.02919084967091898,0.4738848088349488,0.01414864045959555,-3.1554024356238684e-4,FALSE,TRUE,TRUE,9.12713414260721,TRUE,unstable_oscillatory,0.5,3.1554024356238684e-4
2,0.4,0.066,-0.0264,0.03959999999999999,0.65,0.712558250866897,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.228053946133442,0.9996996243305892,3.323042224928213e-4,0.6884072490891171,0.02919084967091898,0.4738848088349488,0.01414864045959555,-3.1554024356238684e-4,FALSE,TRUE,TRUE,9.12713414260721,TRUE,unstable_oscillatory,0.5,3.1554024356238684e-4
2,0.22,0.051,-0.01122,0.03978,0.7,0.7657434677959307,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2369278422363754,0.9997126567545356,-3.8116729811008e-4,0.7135402050394855,0.03062582846366066,0.509162535470839,0.0152046923840228,3.88832087429649e-4,TRUE,TRUE,TRUE,8.805650000944082,TRUE,stable_oscillatory,0,3.88832087429649e-4
2,0.26,0.054,-0.01404,0.03995999999999999,0.7,0.7657528174361128,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.2458658609556588,0.999725211985637,3.8350223749994417e-4,0.7135100669876366,0.02909937681752271,0.5090738551185645,0.0152048780315782,-3.911460935341355e-4,FALSE,TRUE,TRUE,8.8060219440302,TRUE,unstable_oscillatory,0.5,3.911460935341355e-4
2,0.2,0.048,-0.0096,0.0384,0.5,0.5529784593238612,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.170499708413642,0.999599503528859,6.341965093840246e-4,0.6068850513218971,0.02854347548342498,0.36827205455730927,0.01098000534462391,-4.682409841368119e-4,FALSE,TRUE,TRUE,10.353171977945014,TRUE,unstable_oscillatory,0.5,4.682409841368119e-4
2,0.36,0.06,-0.02159999999999999,0.0384,0.5,0.5529784593238612,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.170499708413642,0.999599503528859,6.341965093840246e-4,0.6068850513218971,0.02854347548342498,0.36827205455730927,0.01098000534462391,-4.682409841368119e-4,FALSE,TRUE,TRUE,10.353171977945014,TRUE,unstable_oscillatory,0.5,4.682409841368119e-4
2,0,0.039,-0,0.039,0.6,0.6593526963219488,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1989315184218885,0.999652557571053,-5.662418749117354e-4,0.6623916589969566,0.03097133478748456,0.4387968225525152,0.01309218470907406,4.979385858843392e-4,TRUE,TRUE,TRUE,9.485604508809876,TRUE,stable_oscillatory,0,4.979385858843392e-4
2,0.28,0.054,-0.01512,0.03888,0.55,0.6061737699492985,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1931904367523434,0.9996424431860736,6.678772940026667e-4,0.6352152128333792,0.02849396810901786,0.40345896748608334,0.01203625769067444,-5.401107378287077e-4,FALSE,TRUE,TRUE,9.891427629942015,TRUE,unstable_oscillatory,0.5,5.401107378287077e-4
2,0.38,0.066,-0.02508,0.04092,0.9,0.97851723119048994,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2946375332077908,0.999784663687845,-4.192327238606852e-4,0.8061813136568291,0.03073337492373516,0.6499535520941845,0.01942955326219262,5.457129373313829e-4,TRUE,TRUE,TRUE,7.7937620244249155,TRUE,stable_oscillatory,0,5.457129373313829e-4
2,0.16,0.048,-0.00768,0.04032,0.75,0.818948626262899,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869976,0.9997489449161668,5.585121302427165e-4,0.7377552430674837,0.02875922938950911,0.544249738109222,0.01626114026997333,-6.089372065099553e-4,FALSE,TRUE,TRUE,8.516625759316836,TRUE,unstable_oscillatory,0.5,6.089372065099553e-4
2,0.36,0.063,-0.02268,0.04032,0.75,0.818948626262899,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869976,0.9997489449161668,5.585121302427165e-4,0.7377552430674837,0.02875922938950911,0.544249738109222,0.01626114026997333,-6.089372065099553e-4,FALSE,TRUE,TRUE,8.516625759316836,TRUE,unstable_oscillatory,0.5,6.089372065099553e-4
2,0.04,0.04199999999999999,-0.00167999999999999,0.04031999999999999,0.75,0.818948626262899,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869972,0.9997489449161668,5.585121302427443e-4,0.7377552430674837,0.02875922938950909,0.544249738109222,0.01626114026997333,-6.089372065099657e-4,FALSE,TRUE,TRUE,8.516625759316836,TRUE,unstable_oscillatory,0.5,6.089372065099657e-4
2,0.18,0.048,-0.00864,0.03936,0.65,0.7125457053442676,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2163210363262444,0.999681481574787,-6.772832276429469e-4,0.6884489142607306,0.03120586343881135,0.4740028018248903,0.01414839135422229,6.43275349139192e-4,TRUE,TRUE,TRUE,9.126581765223042,TRUE,stable_oscillatory,0,6.43275349139192e-4
2,0.18,0.048,-0.00864,0.03936,0.6,0.6593711584519917,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2163210363262444,0.999681481574787,9.010824673557628e-4,0.6623271701027648,0.02804329926310746,0.43862430575691225,0.0130925512953002,-7.920786248863648e-4,FALSE,TRUE,TRUE,9.48652809487599,TRUE,unstable_oscillatory,0.5,7.920786248863648e-4
2,0.04,0.04199999999999999,-0.00167999999999999,0.04031999999999999,0.8,0.8721267616307803,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869972,0.9997489449161668,-7.284385282968209e-4,0.761281924225055,0.03133700940516564,0.5795942304537585,0.0173170515820892,8.456982688199721e-4,TRUE,TRUE,TRUE,8.25342768196623,TRUE,stable_oscillatory,0,8.456982688199721e-4
2,0.16,0.048,-0.00768,0.04032,0.8,0.8721267616307803,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869976,0.9997489449161668,-7.284385282968209e-4,0.761281924225055,0.03133700940516566,0.5795942304537585,0.0173170515820892,8.456982688199791e-4,TRUE,TRUE,TRUE,8.25342768196623,TRUE,stable_oscillatory,0,8.456982688199791e-4
2,0.36,0.063,-0.02268,0.04032,0.8,0.8721267616307803,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869976,0.9997489449161668,-7.284385282968209e-4,0.761281924225055,0.03133700940516566,0.5795942304537585,0.0173170515820892,8.456982688199791e-4,TRUE,TRUE,TRUE,8.25342768196623,TRUE,stable_oscillatory,0,8.456982688199791e-4
2,0.02,0.04199999999999999,-8.399999999999999e-4,0.04115999999999999,0.9,0.9785297087959418,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3071259017852337,0.9997976958535392,6.51562657801863e-4,0.8061455742942801,0.02859480471317047,0.6498321507386471,0.01942980101899443,-8.479775722832622e-4,FALSE,TRUE,TRUE,7.794107550215162,TRUE,unstable_oscillatory,0.5,8.479775722832622e-4
2,0.38,0.066,-0.02508,0.04092,0.8500000000000001,0.9253371958879452,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2946375332077908,0.999784663687845,7.081413504527456e-4,0.7840084235421627,0.0284755501587866,0.6146273743634619,0.01837360422475056,-8.717515971004876e-4,FALSE,TRUE,TRUE,8.014180866567802,TRUE,unstable_oscillatory,0.5,8.717515971004876e-4
2,0,0.039,-0,0.039,0.55,0.6061796879405099,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1989315184218885,0.999652557571053,0.00113362957672442,0.6351931217391492,0.02756476765141592,0.4034039500849037,0.01203637519900417,-9.166390452504114e-4,FALSE,TRUE,TRUE,9.89177163942884,TRUE,unstable_oscillatory,0.5,9.166390452504114e-4
2,0.28,0.054,-0.01512,0.03888,0.6,0.6593462403315363,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1931904367523434,0.9996424431860736,-0.00107423466809708,0.6624134544731494,0.0319850080139594,0.4388568415356202,0.01309205651816891,9.447830753288138e-4,TRUE,TRUE,TRUE,9.485292402728923,TRUE,stable_oscillatory,0,9.447830753288138e-4
2,0.22,0.051,-0.01122,0.03978,0.65,0.712567262649413,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.2369278422363754,0.9997126567545356,0.00106392727412879,0.6883763997856812,0.02773059279873211,0.4737996652901488,0.01414881939860939,-0.00101007381227271,FALSE,TRUE,TRUE,9.127543171346067,TRUE,unstable_oscillatory,0.5,0.00101007381227271
2,0.2,0.048,-0.0096,0.0384,0.55,0.6061486456817793,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.170499708413642,0.999599503528859,-0.00128431408821379,0.6353052643518382,0.03238857011630139,0.40369102471892254,0.01203575882026277,0.0010392162391676,TRUE,TRUE,TRUE,9.89002556682719,TRUE,stable_oscillatory,0,0.0010392162391676
2,0.36,0.06,-0.02159999999999999,0.0384,0.55,0.6061486456817793,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.170499708413642,0.999599503528859,-0.00128431408821379,0.6353052643518382,0.03238857011630139,0.40369102471892254,0.01203575882026277,0.0010392162391676,TRUE,TRUE,TRUE,9.89002556682719,TRUE,stable_oscillatory,0,0.0010392162391676
2,0.26,0.054,-0.01404,0.03995999999999999,0.75,0.8189296904140723,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.2458658609556588,0.999725211985637,-0.00100739866594928,0.7378137926080247,0.03188558022201284,0.5444303909883779,0.01626076427753128,0.00109871462963045,TRUE,TRUE,TRUE,8.515949918704797,TRUE,stable_oscillatory,0,0.00109871462963045
2,0.38,0.063,-0.02394,0.03906,0.55,0.6061825942487646,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2018124097528708,0.9996575247160704,0.00136322838990483,0.6351821465077133,0.02710670160173061,0.4033768788168567,0.01203643290700279,-0.0011022162198768,FALSE,TRUE,TRUE,9.89194255809154,TRUE,unstable_oscillatory,0.5,0.0011022162198768
2,0.08,0.04199999999999999,-0.00335999999999999,0.03863999999999999,0.5,0.5529901482328446,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1817906152532107,0.999621478677748,0.00153816449121517,0.6068391242964448,0.0267405234121527,0.36816436227969224,0.01098023744097586,-0.00113532969191548,FALSE,TRUE,TRUE,10.353955530576847,TRUE,unstable_oscillatory,0.5,0.00113532969191548
2,0.12,0.045,-0.00539999999999999,0.03959999999999999,0.7,0.765733762799375,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.228053946133442,0.9996996243305892,-0.00116895797370827,0.7135706347129069,0.03219841278755421,0.5092542285190851,0.01520449968046943,0.00119267818319553,TRUE,TRUE,TRUE,8.805274490741228,TRUE,stable_oscillatory,0,0.00119267818319553
2,0.34,0.06,-0.0204,0.03959999999999999,0.7,0.765733762799375,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.228053946133442,0.9996996243305892,-0.00116895797370827,0.7135706347129069,0.03219841278755421,0.5092542285190851,0.01520449968046943,0.00119267818319553,TRUE,TRUE,TRUE,8.805274490741228,TRUE,stable_oscillatory,0,0.00119267818319553
2,0.4,0.066,-0.0264,0.03959999999999999,0.7,0.765733762799375,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.228053946133442,0.9996996243305892,-0.00116895797370827,0.7135706347129069,0.03219841278755421,0.5092542285190851,0.01520449968046943,0.00119267818319553,TRUE,TRUE,TRUE,8.805274490741228,TRUE,stable_oscillatory,0,0.00119267818319553
2,0.06,0.04199999999999999,-0.00251999999999999,0.03947999999999999,0.6,0.6593770196600068,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,0.00137166431007092,0.6623060098692676,0.02710423523158999,0.4385692504957735,0.01309266767613611,-0.00120558354535654,FALSE,TRUE,TRUE,9.486831183095896,TRUE,unstable_oscillatory,0.5,0.00120558354535654
2,0.2,0.051,-0.0102,0.0408,0.9,0.97851074183949,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2884381634386253,0.9997778859212452,-9.720246000617938e-4,0.8061993453433947,0.03183738779442836,0.6500164433849243,0.01942942440887571,0.0012654011719252,TRUE,TRUE,TRUE,7.793587706900593,TRUE,stable_oscillatory,0,0.0012654011719252
2,0.32,0.06,-0.0192,0.0408,0.9,0.97851074183949,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2884381634386253,0.9997778859212452,-9.720246000617938e-4,0.8061993453433947,0.03183738779442836,0.6500164433849243,0.01942942440887571,0.0012654011719252,TRUE,TRUE,TRUE,7.793587706900593,TRUE,stable_oscillatory,0,0.0012654011719252
2,0.14,0.045,-0.0063,0.0387,0.5,0.5529929857200726,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1846303190112706,0.9996268131537364,0.00175900510728926,0.6068277692715933,0.02630005209536496,0.368138135410321,0.01098029378245608,-0.00129824164287411,FALSE,TRUE,TRUE,10.354149274878468,TRUE,unstable_oscillatory,0.5,0.00129824164287411
2,0.1,0.04199999999999999,-0.0042,0.03779999999999999,0.5,0.5529467579321676,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1427421386000374,0.9995399049124752,-0.00177376289219162,0.6070029939242922,0.03334588001891406,0.3685614912978313,0.01097937587806088,0.00131063139034864,TRUE,TRUE,TRUE,10.351160323870246,TRUE,stable_oscillatory,0,0.00131063139034864
2,0.16,0.045,-0.0072,0.0378,0.5,0.5529467579321676,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1427421386000385,0.9995399049124752,-0.00177376289219165,0.6070029939242925,0.0333458800189141,0.3685614912978313,0.01097937587806088,0.00131063139034865,TRUE,TRUE,TRUE,10.351160323870245,TRUE,stable_oscillatory,0,0.00131063139034865
2,0.3,0.054,-0.0162,0.0378,0.5,0.5529467579321676,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1427421386000385,0.9995399049124752,-0.00177376289219165,0.6070029939242925,0.0333458800189141,0.3685614912978313,0.01097937587806088,0.00131063139034865,TRUE,TRUE,TRUE,10.351160323870245,TRUE,stable_oscillatory,0,0.00131063139034865
2,0.4,0.063,-0.0252,0.0378,0.5,0.5529467579321676,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1427421386000385,0.9995399049124752,-0.00177376289219165,0.6070029939242925,0.0333458800189141,0.3685614912978313,0.01097937587806088,0.00131063139034865,TRUE,TRUE,TRUE,10.351160323870245,TRUE,stable_oscillatory,0,0.00131063139034865
2,0.3,0.05699999999999999,-0.01709999999999999,0.0399,0.75,0.8189263928890049,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2428793681142911,0.9997210790875528,-0.00127773790346423,0.7378236540090038,0.03242530605515902,0.5444617086579047,0.01626069880148559,0.00139363873706178,TRUE,TRUE,TRUE,8.515836098557653,TRUE,stable_oscillatory,0,0.00139363873706178
2,0.24,0.051,-0.01224,0.03876,0.6,0.6593396287405522,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1874768462432437,0.999632085026865,-0.00159184799892013,0.6624353795536932,0.03301786668452697,0.43891814899431086,0.01309192523764049,0.001400215691273,TRUE,TRUE,TRUE,9.484978461465625,TRUE,stable_oscillatory,0,0.001400215691273
2,0.32,0.05699999999999999,-0.01824,0.03875999999999999,0.6,0.6593396287405522,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1874768462432437,0.999632085026865,-0.00159184799892013,0.6624353795536932,0.03301786668452697,0.43891814899431086,0.01309192523764049,0.001400215691273,TRUE,TRUE,TRUE,9.484978461465625,TRUE,stable_oscillatory,0,0.001400215691273
2,0.1,0.045,-0.0045,0.0405,0.75,0.8189575657332389,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2730693030654825,0.999760149052326,0.00130615543696534,0.7377264364698629,0.027266525636346,0.5441639482990318,0.0162613177731481,-0.00142385752647729,FALSE,TRUE,TRUE,8.516958314853968,TRUE,unstable_oscillatory,0.5,0.00142385752647729
2,0.1,0.045,-0.0045,0.0405,0.8500000000000001,0.92531502839838,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2730693030654825,0.999760149052326,-0.00116844919605491,0.7840728844652887,0.03222305850057069,0.6148414943467458,0.0183731640644698,0.00143890937644368,TRUE,TRUE,TRUE,8.013521997338943,TRUE,stable_oscillatory,0,0.00143890937644368
2,0.24,0.051,-0.01224,0.03876,0.5,0.552995789907907,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1874768462432437,0.999632085026865,0.00197780714571833,0.6068164671032498,0.02586364376288262,0.3681121829854552,0.01098034946273962,-0.00145962709722674,FALSE,TRUE,TRUE,10.354342124520004,TRUE,unstable_oscillatory,0.5,0.00145962709722674
2,0.32,0.05699999999999999,-0.01824,0.03875999999999999,0.5,0.552995789907907,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1874768462432437,0.999632085026865,0.00197780714571833,0.6068164671032498,0.02586364376288262,0.3681121829854552,0.01098034946273962,-0.00145962709722674,FALSE,TRUE,TRUE,10.354342124520004,TRUE,unstable_oscillatory,0.5,0.00145962709722674
2,0.3,0.05699999999999999,-0.01709999999999999,0.0399,0.65,0.7125730866030949,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2428793681142911,0.9997210790875528,0.00153972172196389,0.6883560443804702,0.02678093580175927,0.47374446122900743,0.01414893503971888,-0.00146161503710579,FALSE,TRUE,TRUE,9.127813082304725,TRUE,unstable_oscillatory,0.5,0.00146161503710579
2,0.26,0.051,-0.01326,0.03774,0.5,0.5529433844912239,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.140002845933458,0.9995335628435008,-0.00202648523786247,0.607014996813497,0.03384988683608512,0.368592079021185,0.01097930889462062,0.00149749126892383,TRUE,TRUE,TRUE,10.350955643868664,TRUE,stable_oscillatory,0,0.00149749126892383
2,0.24,0.054,-0.01296,0.04104,0.8500000000000001,0.9253431658851587,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3008667314829934,0.9997912658024106,0.00121926059922408,0.7839902890549278,0.02745483948235642,0.6145693643351252,0.01837372276571757,-0.00150081951712289,FALSE,TRUE,TRUE,8.014366242665762,TRUE,unstable_oscillatory,0.5,0.00150081951712289
2,0.28,0.05699999999999999,-0.01596,0.04103999999999999,0.8500000000000001,0.9253431658851587,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3008667314829927,0.9997912658024106,0.00121926059922405,0.7839902890549276,0.0274548394823564,0.6145693643351252,0.01837372276571757,-0.0015008195171229,FALSE,TRUE,TRUE,8.014366242665764,TRUE,unstable_oscillatory,0.5,0.0015008195171229
2,0.14,0.048,-0.00672,0.04128,0.9,0.9785357038770852,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.313415188326076,0.9998039573827334,0.00116989235244113,0.8061278926866504,0.02755959664215902,0.6497735899003753,0.01942992005803092,-0.00152242201164892,FALSE,TRUE,TRUE,7.7942785061550035,TRUE,unstable_oscillatory,0.5,0.00152242201164892
2,0.2,0.051,-0.0102,0.0408,0.8,0.8721513922734002,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2884381634386253,0.9997778859212452,0.00134387364996005,0.7612066882383854,0.02719907016778754,0.5793571000022857,0.01731754065102677,-0.0015595662358587,FALSE,TRUE,TRUE,8.254243432516839,TRUE,unstable_oscillatory,0.5,0.0015595662358587
2,0.32,0.06,-0.0192,0.0408,0.8,0.8721513922734002,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2884381634386253,0.9997778859212452,0.00134387364996005,0.7612066882383854,0.02719907016778754,0.5793571000022857,0.01731754065102677,-0.0015595662358587,FALSE,TRUE,TRUE,8.254243432516839,TRUE,unstable_oscillatory,0.5,0.0015595662358587
2,0.12,0.045,-0.00539999999999999,0.03959999999999999,0.6,0.6593827389344188,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.228053946133442,0.9996996243305892,0.00183316309021784,0.662285034619191,0.02618328655428374,0.43851538915081234,0.01309278123872169,-0.00161100714612272,FALSE,TRUE,TRUE,9.487131640823458,TRUE,unstable_oscillatory,0.5,0.00161100714612272
2,0.34,0.06,-0.0204,0.03959999999999999,0.6,0.6593827389344188,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.228053946133442,0.9996996243305892,0.00183316309021784,0.662285034619191,0.02618328655428374,0.43851538915081234,0.01309278123872169,-0.00161100714612272,FALSE,TRUE,TRUE,9.487131640823458,TRUE,unstable_oscillatory,0.5,0.00161100714612272
2,0.4,0.066,-0.0264,0.03959999999999999,0.6,0.6593827389344188,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.228053946133442,0.9996996243305892,0.00183316309021784,0.662285034619191,0.02618328655428374,0.43851538915081234,0.01309278123872169,-0.00161100714612272,FALSE,TRUE,TRUE,9.487131640823458,TRUE,unstable_oscillatory,0.5,0.00161100714612272
