n,rF_min,rF_med,rF_max,rF_eff_min,rF_eff_med,rF_eff_max,psi_min,psi_med,psi_max,phi2_min,phi2_med,phi2_max,phi1_min,phi1_med,phi1_max,e_star_min,e_star_med,e_star_max,omega_star_min,omega_star_med,omega_star_max,d_star_min,d_star_med,d_star_max,f_star_min,f_star_med,f_star_max,maxReEig_min,maxReEig_med,maxReEig_max,maxImEig_min,maxImEig_med,maxImEig_max,H_min,H_med,H_max,period_min,period_med,period_max
5229,0.03,0.069,0.12,0.018,0.05472,0.0918,0,0.22,0.4,0.5,0.7,0.9,0.5476725240768956,0.765956085197113,0.9787234042553192,0.9399999999999998,0.94,0.94,0.84,0.84,0.84,2.3939812967737173,2.3939812967737173,2.3939812967737173,0.5175913533735348,2.2484267711619887,9.908874391927856,-0.02980184674504345,0.01969823575643159,0.01992615288320284,0.5874281834846535,0.7125730735192197,0.806728006950632,-0.02585159011395364,-0.01601674604886259,0.5905300379980256,7.788480445757089,8.81760136704087,10.696091001128709
