"time","e","omega","d","u","r","kappa","gK","gY","Delta","u_d","gU","rho","chiA","chiN","xi"
0,0.81,0.83,1.05,0.95,0.0426666666666667,0.164355925668488,0.0347853085561627,0.0347853085561627,0.553914344601782,1.03626130212002,0.181602741305305,3.15789473684211,4.20789473684211,-1.05,4.00751879699248
0.05,0.810193329169548,0.830041902517337,1.04999140995556,0.958200573255327,0.0426528136948135,0.164281801287521,0.0347606004291738,0.0347606004291738,0.554012646191896,1.03607743242955,0.162548137306261,3.13086850888431,4.18085991883988,-1.04999140995556,3.9818039263929
0.1,0.810385693838827,0.830084607563892,1.04998250076959,0.965602480345524,0.0426386974684414,0.164206261044874,0.0347354203482914,0.0347354203482914,0.554112826645884,1.0358901155104,0.145582963166635,3.10686857279665,4.15685107356624,-1.04998250076959,3.95897176430983
0.15,0.810577074332859,0.830128111246551,1.04997326649626,0.972281278247995,0.0426243193645329,0.164129311940362,0.0347097706467872,0.0347097706467872,0.554214876716876,1.0356993724173,0.130452155334271,3.08552686050467,4.13550012700092,-1.04997326649626,3.93867182999908
0.2,0.810767450624959,0.830172409501336,1.04996370108932,0.978306730175264,0.0426096808183636,0.164050961285496,0.0346836537618319,0.0346836537618319,0.554318786747663,1.03550522501287,0.116933663182218,3.0665229088862,4.11648660997552,-1.04996370108932,3.92059897471192
0.25,0.810956803215275,0.830217498270212,1.04995379866682,0.983740137320057,0.0425947832610383,0.163971216369557,0.0346570721231855,0.0346570721231855,0.55442454710691,1.03530769515029,0.104839796352557,3.04958584710462,4.09953964577144,-1.04995379866682,3.90449527491288
0.3,0.811145112563395,0.830263373394719,1.0499435533392,0.988637760241392,0.0425796281572377,0.163890084661963,0.0346300282206542,0.0346300282206542,0.554532147925237,1.03510680516468,0.0940062109542394,3.03447847194052,4.08442202527972,-1.0499435533392,3.89013486705051
0.35,0.811332359222959,0.830310030631543,1.04993295925038,0.993050109848636,0.0425642169994804,0.163807573781933,0.0346025245939777,0.0346025245939777,0.554641579134575,1.03490257779741,0.0842907473322904,3.02099558748075,4.07092854673113,-1.04993295925038,3.87732236698011
0.4,0.81151852383876,0.830357465657898,1.04992201057646,0.997022903764597,0.0425485513063479,0.163723691489355,0.0345745638297851,0.0345745638297851,0.554752830480406,1.0346950361712,0.0755692417182411,3.00895795740748,4.05887996798394,-1.04992201057646,3.86588711075351
0.45,0.81170358714576,0.830405674074698,1.04991070152502,1.00059771649394,0.0425326326214338,0.163638445679528,0.0345461485598428,0.0345461485598428,0.554865891528841,1.03448420377479,0.0677324897354106,2.99820792167297,4.04811862319799,-1.04991070152502,3.85567898042946
0.5,0.811887529974692,0.830454651403772,1.04989902633695,1.00381212010825,0.0425164625142501,0.163551844388377,0.0345172814627923,0.0345172814627923,0.554980751659802,1.03427010447356,0.060684631626139,2.9886070708894,4.03850609722635,-1.04989902633695,3.84656618962349
0.55,0.812070333254102,0.830504393088391,1.04988697928685,1.00670009370427,0.042500042580045,0.163463895791846,0.0344879652639486,0.0344879652639486,0.555097400067928,1.03405276250575,0.0543412461616706,2.98003349633271,4.02992047561957,-1.04988697928685,3.83843266477781
0.6,0.812251978012481,0.830554894493836,1.04987455468356,1.00929239565022,0.0424833744396073,0.163374608205216,0.0344582027350721,0.0344582027350721,0.555215825763583,1.03383220247835,0.0486277454063641,2.97237947390588,4.02225402858944,-1.04987455468356,3.83117583967141
0.65,0.812432445380538,0.830606150907748,1.04986174687071,1.01161686618124,0.0424664597391412,0.163283990082801,0.034427996694267,0.034427996694267,0.555336017573363,1.03360844936403,0.0434780872442494,2.96554960706095,4.01541135393166,-1.04986174687071,3.82470488700084
0.7,0.812611716593384,0.83065815754048,1.04984855022731,1.01369868951893,0.0424493001501427,0.163192050017643,0.034397350005881,0.034397350005881,0.555457964140597,1.03338152849801,0.0388337070622418,2.95945928609587,4.00930783632317,-1.04984855022731,3.81893925124258
0.75,0.812789772992834,0.830710909525469,1.04983495916826,1.0155606545951,0.042431897369267,0.163098796741167,0.0343662655803891,0.0343662655803891,0.555581653925903,1.03315146557477,0.0346425610328113,2.9540333080313,4.00386826719956,-1.04983495916826,3.81380733441345
0.8,0.812966596029708,0.83076440191962,1.04982096814504,1.01722338601428,0.0424142531181929,0.163004239122812,0.0343347463742706,0.0343347463742706,0.555707075207787,1.03291828664476,0.0308583165630466,2.9492047088641,3.99902567700914,-1.04982096814504,3.80924538407261
0.85,0.813142167266088,0.830818629703693,1.04980657164623,1.01870554806777,0.042396369143486,0.162908386169652,0.0343027953898839,0.0343027953898839,0.55583421608323,1.03268201811104,0.0274396660934643,2.94491377384784,3.99472034549407,-1.04980657164623,3.80519655085588
0.9,0.813316468377593,0.830873587782699,1.04979176419813,1.02002403147464,0.0423782472164584,0.162811247025999,0.0342704156753329,0.0342704156753329,0.555963064468318,1.03244268672584,0.0243497307279103,2.94110717731124,3.99089894150937,-1.04979176419813,3.80161006936244
0.95,0.813489481155645,0.830929270986308,1.04977654036539,1.02119412216556,0.0423598891330253,0.162712830972983,0.0342376103243276,0.0342376103243276,0.556093608098893,1.03220031958706,0.0215555440099117,2.93773723808569,3.98751377845109,-1.04977654036539,3.79844054913168
1,0.813661187509736,0.830985674069261,1.04976089475161,1.02222965400296,0.0423412967135583,0.162613147428114,0.0342043824760379,0.0342043824760379,0.556225834531228,1.03195494413479,0.0190276032273983,2.9347612723347,3.98452216708631,-1.04976089475161,3.79564735837213
1.05,0.813831569469688,0.831042791711794,1.04974482199994,1.02314314701509,0.0423224718027363,0.162512205944822,0.0341707353149405,0.0341707353149405,0.55635973114273,1.03170658814763,0.0167394780633132,2.93214102909469,3.98188585109463,-1.04974482199994,3.79319408645282
1.1,0.814000609187919,0.831100618520074,1.04972831679374,1.02394593245153,0.0423034162693923,0.162410016211977,0.0341366720706588,0.0341366720706588,0.556495285132665,1.03145527973909,0.0146674683683451,2.92984219666502,3.97957051345876,-1.04972831679374,3.79104807386147
1.15,0.814168288941696,0.831159149026637,1.04971137385722,1.02464826594235,0.0422841320063581,0.162306588053388,0.0341021960177959,0.0341021960177959,0.556632483522912,1.03120104735385,0.01279030400832,2.92783396968028,3.9775453435375,-1.04971137385722,3.7891799999478
1.2,0.814334591135389,0.831218377690842,1.04969398795603,1.02525942988844,0.0422646209303056,0.162201931427281,0.0340673104757604,0.0340673104757604,0.556771313158745,1.03094391976395,0.0110888809403777,2.92608866843238,3.97578265638842,-1.04969398795603,3.78756352042186
1.25,0.814499498302716,0.831278298899328,1.04967615389798,1.02578782610728,0.0422448849815843,0.162096056425755,0.034032018808585,0.034032018808585,0.556911760709638,1.03068392606503,0.00954602859021093,2.92458140333424,3.97425755723222,-1.04967615389798,3.78617494783871
1.3,0.81466299310899,0.831338906966484,1.04965786653361,1.02624105966217,0.0422249261240571,0.161988973274214,0.0339963244247381,0.0339963244247381,0.557053812670101,1.03042109567238,0.00814630436163352,2.92328977851225,3.97294764504586,-1.04965786653361,3.78499296934355
1.35,0.814825058353354,0.831400196134928,1.04963912075692,1.02662601471363,0.0422047463449319,0.161880692330781,0.033960230776927,0.033960230776927,0.557197455360539,1.030155458317,0.00687581174212025,2.92219362942681,3.97183275018373,-1.04963912075692,3.78399839682
1.4,0.814985676971014,0.83146216057599,1.04961991150598,1.02694892315219,0.0421843476545902,0.161771224085685,0.0339237413618949,0.0339237413618949,0.557342674928145,1.02988704404163,0.00572203898985459,2.92127479017319,3.97089470167916,-1.04961991150598,3.78317394530158
1.45,0.815144832035463,0.831524794390214,1.04960023376362,1.02721542669958,0.0421637320864136,0.161660579160627,0.033886859720209,0.033886859720209,0.557489457347815,1.02961588319667,0.00467371582376388,2.92051688674395,3.97011712050757,-1.04960023376362,3.78250403610492
1.5,0.815302506760696,0.831588091607857,1.04958008255812,1.02743063309972,0.0421429016966059,0.161548768308126,0.033849589436042,0.033849589436042,0.557637788423094,1.02934200643607,0.00372068590280885,2.9199051530604,3.96948523561853,-1.04958008255812,3.78197462164466
1.55,0.815458684503427,0.831652046189407,1.04955945296385,1.0275991669622,0.0421218585640132,0.161435802410834,0.0338119341369446,0.0338119341369446,0.557787653787154,1.02906544471318,0.00285379318730566,2.9194262670226,3.96898571998645,-1.04955945296385,3.78157302931096
