"time","e","omega","d","u","r","kappa","gK","gY","Delta","u_d","gU","rho","chiA","chiN","xi"
0,0.81,0.83,1.05,0.95,0.0426666666666667,0.161735964577138,0.0339119881923794,0.0339119881923794,0.556534305693132,1.03138296081338,0.171332549080796,3.15789473684211,4.20789473684211,-1.05,4.00751879699248
0.05,0.81015807630483,0.830041829294199,1.04990654588112,0.957737939032338,0.0426539696235187,0.161680311758849,0.0338934372529496,0.0338934372529496,0.556614015978354,1.0312352609215,0.15348107012116,3.13238087135932,4.18228741724045,-1.04990654588112,3.98348541939083
0.1,0.810315425236679,0.830084315269064,1.04981334645875,0.964725117088265,0.042641050290862,0.16162368129538,0.0338745604317933,0.0338745604317933,0.556695083269514,1.03108508993622,0.13757281047734,3.10969409509582,4.15950744155457,-1.04981334645875,3.96213998953765
0.15,0.810472033385925,0.83012745502559,1.04972040267232,0.971031963125586,0.0426279096225058,0.161566077211578,0.0338553590705261,0.0338553590705261,0.556777501873966,1.03093246057549,0.123374924254995,3.08949665296651,4.13921705563883,-1.04972040267232,3.94316147909619
0.2,0.810627886894306,0.830171245499427,1.04962771547802,0.976724566661603,0.0426145486271509,0.161507503772676,0.0338358345908921,0.0338358345908921,0.556861265763291,1.03077738620088,0.110681806077693,3.07149026695812,4.12111798243614,-1.04962771547802,3.92626635297954
0.25,0.810782972341459,0.830215683653591,1.04953528578649,0.981860564030443,0.0426009683049831,0.161447965206475,0.0338159884021583,0.0338159884021583,0.556946368962289,1.03061988009633,0.0993202453630149,3.05542366187444,4.10495894766093,-1.04953528578649,3.91121575734808
0.3,0.810937276258063,0.830260766377587,1.04944311449798,0.986492907864235,0.0425871696808312,0.161387465848818,0.033795821949606,0.033795821949606,0.557032805345305,1.03045995584439,0.0891380923869889,3.04107609500713,4.09051920950512,-1.04944311449798,3.89779984545602
0.35,0.811090785229187,0.830306490502706,1.04935120249373,0.990669178759652,0.0425731537991816,0.161326010121869,0.0337753367072897,0.0337753367072897,0.55712056866678,1.03029762726875,0.0800033943898682,3.02825611649299,4.07760731898672,-1.04935120249373,3.88583660960839
0.4,0.811243485893349,0.830352852804836,1.04925955063668,0.994432393968927,0.0425589217232321,0.161263602530092,0.0337545341766972,0.0337545341766972,0.557209652566886,1.03013290842283,0.0718007874047931,3.01679633346069,4.06605588409738,-1.04925955063668,3.87516690377526
0.45,0.811395364941305,0.830399850007287,1.04916815977238,0.997821690303311,0.0425444745339394,0.161200247656204,0.0337334158854012,0.0337334158854012,0.557300050577201,1.02996581357835,0.064428591976716,3.00654919526562,4.055717355038,-1.04916815977238,3.8656504367402
0.5,0.811546409119436,0.830447478778647,1.04907703072811,1.00087243798138,0.0425298133307429,0.161135950164477,0.033711983388159,0.033711983388159,0.557391756116173,1.02979635723275,0.0577974138436717,2.99738496750952,4.04646199823764,-1.04907703072811,3.85716384947365
