time,e,omega,d,r,kappa,g,f,Z,scenario_id,rF_eff,psi,rF,phi2,phi1,e_star,omega_star,d_star,bad
0,0.9493999999999999,0.8316,2.4179211097414544,0.047931183353878186,0.17297003471441014,0.036485017357205066,1.163370721971605,0.9996317790702322,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
0.1,0.9499885781697108,0.832309391654448,2.4168578827255702,0.047592435931892475,0.1718206026276195,0.03591030131380975,1.1709074197893616,0.9996435024083692,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
0.2,0.9505211559247136,0.8330593097656652,2.415892943683701,0.04723195096191188,0.17059823627007661,0.035299118135038304,1.178915762333462,0.9996558344460503,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
0.30000000000000004,0.9509943392362356,0.8338456327085664,2.4150314082880793,0.046851712521395625,0.16930994640731267,0.034654973203656333,1.1873473232703622,0.9996686134699005,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
0.4,0.9514054388873254,0.8346645660728795,2.4142772983503282,0.04645355748830531,0.16796227556276477,0.033981137781382384,1.196156343063101,0.9996816905601967,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
0.5,0.9517512172046497,0.8355108455874621,2.413635420415876,0.046040045900030795,0.16656423623852407,0.03328211811926203,1.2052805520839156,0.999694904283124,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
0.6000000000000001,0.9520295310224145,0.8363798735924932,2.4131089036341002,0.045613429649241886,0.1651238075959711,0.03256190379798554,1.2146641458122602,0.9997081168984294,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
0.7000000000000001,0.9522385012085662,0.8372667240991012,2.41270046305136,0.04517613100467901,0.16364954335404597,0.03182477167702298,1.2242473541416237,0.9997212005701979,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
0.8,0.9523766537603824,0.8381663490984306,2.4124121902470006,0.044730642597079706,0.16215021852653277,0.031075109263266384,1.233968869589706,0.9997340417703188,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
0.9,0.9524430094118785,0.8390735748389196,2.412245420079809,0.04427953127934304,0.1606348262223748,0.030317413111187394,1.2437660196991573,0.9997465415590662,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1,0.9524370011481064,0.8399831682031018,2.4122008597041997,0.0438254030028861,0.15911244263613522,0.029556221318067608,1.253575821621456,0.9997586167935345,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1.1,0.9523585120450927,0.8408898524496795,2.412278530138908,0.04337089582307663,0.15759218710668327,0.02879609355334163,1.263335440556299,0.999770199652469,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1.2000000000000002,0.9522078777766702,0.8417883396684294,2.4124777606026195,0.04291866375674603,0.15608315242170723,0.02804157621085361,1.2729828558906395,0.9997812370576266,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1.3,0.9519858815070439,0.8426733626686899,2.4127971923552076,0.042471360780326955,0.15459433751765186,0.02729716875882593,1.2824575164184064,0.999791689723505,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1.4000000000000001,0.9516937462592012,0.8435397107775875,2.4132347842792816,0.04203162284701703,0.15313457630308494,0.026567288151542467,1.2917010128325686,0.9998015309668502,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1.5,0.9513331243789541,0.844382260118276,2.413787821979742,0.04160205261116587,0.15171247891170664,0.025856239455853317,1.3006576505063996,0.9998107452629057,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1.6,0.9509060837603253,0.8451960055342439,2.4144529303075983,0.041185203278264075,0.150336373959573,0.025168186979786497,1.3092749822291274,0.9998193267220937,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1.7000000000000002,0.9504150909085467,0.8459760932242149,2.4152260896723856,0.04078356204280679,0.14901425376975252,0.02450712688487626,1.3175042743882623,0.9998272775449265,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1.8,0.9498629912867348,0.8467178513801981,2.41610265613571,0.04039953446786532,0.14775372723489116,0.02387686361744558,1.325300864820567,0.9998346064896058,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
1.9000000000000001,0.9492529873362158,0.8474168198324624,2.417077384937364,0.04003542930970833,0.14656197863976586,0.023280989319882928,1.3326244129626648,0.9998413274121442,S08,0.04,0.2,0.049999999999999996,0.8,0.8721088839171847,0.94,0.84,2.3939812967737173,FALSE
