time,e,omega,d,r,kappa,g,f,Z,scenario_id,rF_eff,psi,rF,phi2,phi1,e_star,omega_star,d_star,bad
0,0.9493999999999999,0.8316,2.4179211097414544,0.047931183353878186,0.17297003471441014,0.036485017357205066,1.3116968262426105,0.9998245690651698,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
0.1,0.9499921604010456,0.8322206795720165,2.416851877110544,0.04763688205733359,0.17197137603250026,0.03598568801625013,1.3190801404634214,0.9998300200522471,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
0.2,0.9505356685672519,0.8328777138191839,2.415868645178129,0.047323113412736144,0.17090727140550707,0.03545363570275353,1.326941823317234,0.9998357657162729,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
0.30000000000000004,0.9510274555172327,0.8335679696371173,2.414976043724757,0.046991374525569986,0.16978300141230587,0.034891500706152934,1.3352408685406383,0.9998417354943647,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
0.4,0.9514650466668606,0.8342885531336721,2.4141777768898365,0.046643056779816394,0.16860351161444634,0.034301755807223167,1.3439384258016434,0.999847863613742,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
0.5,0.9518454051750556,0.835035437040972,2.41347835806937,0.046280106108473426,0.16737564430084795,0.03368782215042397,1.3529813556304007,0.9998540789010151,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
0.6000000000000001,0.95216642772033655,0.8358050850086254,2.412880866503492,0.04590424449813493,0.16610549517088563,0.03305274758544281,1.3623217644693522,0.9998603194942532,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
0.7000000000000001,0.9524261928192423,0.8365936925791578,2.412388090357498,0.045517332355058615,0.1647996336494483,0.03239981682472415,1.371908050452291,0.9998665273787704,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
0.8,0.9526230906098868,0.8373973422653676,2.4120023346615147,0.0451212938473935,0.16346484128521727,0.03173242064260863,1.3816869040829454,0.9998726502795345,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
0.9,0.9527558941394831,0.8382119948261252,2.4117253156974447,0.044718122851475736,0.1621081217903037,0.03105406089515185,1.3916033292064396,0.9998786418649365,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1,0.9528236991312677,0.8390335414673962,2.411558257759181,0.0443098553999142,0.1607365973864467,0.030368298693223342,1.401601517896794,0.999884462386449,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1.1,0.9528259560777467,0.8398578121623086,2.4115018450325314,0.04389856624335774,0.15935748619436158,0.029678743097180785,1.4116251489052984,0.9998900785894592,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1.2000000000000002,0.9527624758919622,0.8406805979461994,2.411556213384366,0.043486357826134796,0.1579780541370037,0.028989027068501844,1.4216178883179906,0.9998954635820764,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1.3,0.9526334295486591,0.8414976733589918,2.411720949813466,0.04307534907330209,0.15660556681858817,0.028302783409294083,1.4315239006380924,0.9999005965424455,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1.4000000000000001,0.9524393465638995,0.8423048216545523,2.411995092243682,0.0426676627890686,0.1552472378699886,0.027623618934994293,1.4412883893172876,0.9999054623083896,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1.5,0.9521811106963468,0.8430978563999155,2.412377132430557,0.04226541481358388,0.15391018474296075,0.026955092371480374,1.4508580800075985,0.9999100508471291,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1.6,0.9518599533749462,0.8438726444388445,2.4128650210903397,0.04187070246422267,0.15260138408245122,0.026300692041225607,1.4601816954676003,0.9999143566715832,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1.7000000000000002,0.9514774447730335,0.844625129638196,2.413456175619376,0.04148559254661135,0.15132762801202632,0.025663814006013155,1.469210403322335,0.9999183782281594,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1.8,0.9510354825024768,0.8453513555123227,2.414147490697405,0.041112109883377594,0.15009548475590587,0.02504774237795293,1.4778982032173171,0.999922117272429,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
1.9000000000000001,0.950536278289709,0.8460474874428463,2.4149353514268093,0.040752226007174715,0.14891126258506354,0.024455631292531768,1.486202252259768,0.9999255782591394,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
2,0.949982342802733,0.8467098342508188,2.4158156490223717,0.04040784813925503,0.14778097754867028,0.02389048877433514,1.4940831180597074,0.9999287677626456,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
2.1,0.9493764688757766,0.8473348689573933,2.4167837989478365,0.04008080853708581,0.1467103252107015,0.02335516260535074,1.5015049520561918,0.9999316939396105,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
2.2,0.9487217133685646,0.8479192485768944,2.4178347614143094,0.039772854290338173,0.14570465648356914,0.02285232824178457,1.5084355789027202,0.9999343660416184,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
2.3000000000000003,0.9480213779071501,0.8484598328146922,2.4189630641325697,0.03948563763066537,0.14476895749766927,0.022384478748834633,1.5148465013863854,0.9999367939817336,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
2.4000000000000004,0.9472789887455835,0.848953701551821,2.4201628272069855,0.0392207068159847,0.14390783333484117,0.02195391666742058,1.52071282406425,0.9999389879559759,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
2.5,0.9464982759769196,0.849398171013745,2.421427790050892,0.0389794976423641,0.14312549534888241,0.021562747674441204,1.5260131026025612,0.9999409581183192,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
2.6,0.9456831523045972,0.8497908085355718,2.422751340199117,0.03876332562922736,0.14242575171082167,0.02121287585541083,1.5307291294106025,0.9999427143060892,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
2.7,0.9448376915636294,0.8501294458509541,2.4241265438901114,0.0385733789161713,0.1418120007517563,0.020906000375878142,1.5348456693569787,0.9999442658114874,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
2.8000000000000003,0.9439661071560489,0.8504121908462968,2.4255461782883363,0.03841071190252655,0.14128722663361523,0.020643613316807613,1.538350161927176,0.9999456211943132,S06,0.043,0.2,0.05374999999999999,0.7,0.7658659882590435,0.94,0.84,2.3939812967737173,FALSE
