try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,r_star,d_star,omega_star,rF,psi,phi2,r_implied,lambda_star,f_star,Z_star,phi1_endog,c1,c2,c3,H,maxReEig,maxImEig,stable,RH_ok,has_complex,reason,n_roots,rF_root_med,rF_root_p25,rF_root_p75,maxIm_root_med,hopf_complex,has_hopf,pen_omega,pen_sigma,pen_lambda,pen_hopf,pen_dist,pen_RH,pen_cx,score
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.045,5,0.5,0.13979741561574782,0.6163270091134071,2.807108041705542,0.9985100332988748,0.5736755496270611,0.02393813457281761,0.12526106097787904,0.01033364222400663,-0.00733512608958425,0.0278671645891446,0.35906123911777255,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1163270091134071,10,1,0,0,67.39088460306218
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.045,5,0.5,0.13979741561574782,0.6163270091134071,2.807108041705542,0.9985100332988748,0.5736755496270611,0.02434257324634639,0.12526715858669307,0.01033414525749057,-0.00728482027423231,0.02767414691691991,0.35904324768214413,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1163270091134071,10,1,0,0,67.4035461270779
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.1075,15,0.5,0.13979741561574782,0.6188007754336792,2.836664649733524,0.9988234167245328,0.5738422429385813,3.1229875462709944e-4,0.12331609352553063,0.01033714805741089,-0.01029863659497738,0.03970993146205,0.35787083175354834,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.11880077543367917,10,1,0,0,67.40651464666223
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.0325,5,0.5,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,0.5742816590845026,0.06350636111133634,0.1283221763856571,0.0103445600996,-0.00219528562745987,0.00814933919062116,0.35993955232553326,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,0,67.40848600592369
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.0325,5,1,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.1060101266796436,0.05026879596239811,0.2470629470310276,0.01992260773997707,-0.00750305086580557,0.01480226304693913,0.4992078243444676,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,0,67.40848600592369
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.0325,5,1.5,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.6377385942747842,0.03703123081345989,0.36580371767639785,0.02950065538035413,-0.01595449347865773,0.02143341330064974,0.6072637834118386,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,0,67.40848600592369
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.0325,5,2,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,2.169467061869925,0.02379366566452166,0.4845444883217684,0.03907870302073121,-0.02754961346601633,0.02805858329183593,0.69874285235023,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,0,67.40848600592369
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.0325,5,2.5,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,2.7011955294650662,0.01055610051558343,0.6032852589671388,0.04865675066110828,-0.04228841082788138,0.03468126608085045,0.779503577592538,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,0,67.40848600592369
552,12,2.5,0.08,0.03,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.650316538100394,0.045,5,0.5,0.13979741561574782,0.6163270091134071,2.807108041705542,0.9985100332988748,0.5736755496270611,0.02474701191987518,0.1252732561955071,0.01033464829097451,-0.00723450952666272,0.02748113637731038,0.3590251339172149,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.015826905019701,0.1499999999999999,0.1163270091134071,10,1,0,0,67.41620765109369
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.08249999999999999,10,0.5,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,0.5743913851026962,0.068769726099674,0.12872429729662543,0.01034653659906109,-0.00149420193159915,0.00553010302104204,0.3599675690322886,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,0,67.418631187181
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.08249999999999999,10,1,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,1.1062295787160306,0.06079552593907343,0.2478671888529642,0.01992656073889924,-0.00485734462954364,0.00955225490055891,0.499301906961296,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,0,67.418631187181
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.08249999999999999,10,1.5,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,1.6380677723293653,0.05282132577847286,0.367010080409303,0.0295065848787374,-0.01012062585745409,0.01355205655101926,0.6074477181681467,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,0,67.418631187181
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.08249999999999999,10,2,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,2.1699059659426996,0.04484712561787229,0.4861529719656418,0.03908660901857556,-0.01728404561533048,0.01754571734186777,0.6990352484218068,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,0,67.418631187181
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.08249999999999999,10,2.5,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,2.7017441595560343,0.03687292545727172,0.6052958635219805,0.04866663315841373,-0.02634760390317283,0.02153682373810511,0.7799202646711535,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,0,67.418631187181
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.08249999999999999,10,3,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,3.233582353169369,0.02889872529667114,0.7244387550783193,0.05824665729825188,-0.0373113007209811,0.02552662447312245,0.8531523630431403,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,0,67.418631187181
552,12,2.5,0.08,0.03,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.650316538100394,0.1075,15,0.5,0.13979741561574782,0.6188007754336792,2.836664649733524,0.9988234167245328,0.5738422429385813,7.155677104485753e-4,0.12332209616267252,0.01033765123706161,-0.01024940592706277,0.03951739233318313,0.35785964258774156,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.015826905019701,0.1499999999999999,0.11880077543367917,10,1,0,0,67.41917617067801
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.0325,5,0.5,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,0.5742816590845026,0.06391272593465991,0.12832842300713432,0.01034506366455744,-0.00214324433527536,0.00795560439298605,0.3599100257805198,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,0,0,67.42114752993943
