try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,r_star,d_star,omega_star,rF,psi,phi2,r_implied,lambda_star,f_star,Z_star,phi1_endog,c1,c2,c3,H,maxReEig,maxImEig,stable,RH_ok,has_complex,reason,n_roots,rF_root_med,rF_root_p25,rF_root_p75,has_hopf,pen_omega,pen_sigma,pen_lambda,pen_hopf,pen_dist,pen_RH,pen_cx,score
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.095,5,0.5,0.129733267976837,0.5433077927350514,2.2048327500460445,0.8474670278544465,0.4933335254544928,-3.8409766021742655,-0.1615790569016451,0.00932903591206617,0.6112923410485369,3.881980388099599,0,FALSE,FALSE,FALSE,ok,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,TRUE,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,1,1,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.095,5,1,0.129733267976837,0.5433077927350514,2.2048327500460445,0.8474670278544465,0.944113859419624,-7.754349177902554,-0.3346536764571345,0.01785338243836325,2.577168078479085,7.796976457271318,0,FALSE,FALSE,FALSE,ok,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,TRUE,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,1,1,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.095,5,1.5,0.129733267976837,0.5433077927350514,2.2048327500460445,0.8474670278544465,1.394894193384755,-11.667721753630843,-0.5077282960126241,0.02637772896466031,5.897654755355756,11.710884665668871,0,FALSE,FALSE,FALSE,ok,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,TRUE,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,1,1,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.095,5,2,0.129733267976837,0.5433077927350514,2.2048327500460445,0.8474670278544465,1.8456745273498865,-15.581094329359134,-0.6808029155681136,0.03490207549095738,10.572752371678542,15.624524075533577,0,FALSE,FALSE,FALSE,ok,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,TRUE,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,1,1,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.095,5,2.5,0.129733267976837,0.5433077927350514,2.2048327500460445,0.8474670278544465,2.2964548613150177,-19.49446690508742,-0.8538775351236025,0.04342642201725446,16.602460927447435,19.538056444268033,0,FALSE,FALSE,FALSE,ok,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,TRUE,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,1,1,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.095,5,3,0.129733267976837,0.5433077927350514,2.2048327500460445,0.8474670278544465,2.7472351952801484,-23.407839480815714,-1.0269521546790927,0.05195076854355152,23.98678042266248,23.451535422113135,0,FALSE,FALSE,FALSE,ok,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,TRUE,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,1,1,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.1075,5,0.5,0.129733267976837,0.5277629996994208,2.0712486867122135,0.6561533250472487,0.39157091757832374,-6.3440037602870065,-0.3798707170582756,0.00740468458705194,2.4024965728535697,6.4031487712141475,0,FALSE,FALSE,FALSE,ok,18,0.0881866216841585,0.07109209615761787,0.09744498147726216,TRUE,6.2642892155265875,0.1499999999999999,0.027762999699420754,0,0.019313378315841498,1,1,200.33625608048368
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.1075,5,1,0.129733267976837,0.5277629996994208,2.0712486867122135,0.6561533250472487,0.7405886436672859,-12.760403494128038,-0.7712369967703955,0.01400467978833479,9.827290588601436,12.82047495258561,0,FALSE,FALSE,FALSE,ok,18,0.0881866216841585,0.07109209615761787,0.09744498147726216,TRUE,6.2642892155265875,0.1499999999999999,0.027762999699420754,0,0.019313378315841498,1,1,200.33625608048368
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.1075,5,1.5,0.129733267976837,0.5277629996994208,2.0712486867122135,0.6561533250472487,1.089606369756248,-19.17680322796907,-1.1626032764825154,0.02060467498961764,22.2744095903077,19.23718276507588,0,FALSE,FALSE,FALSE,ok,18,0.0881866216841585,0.07109209615761787,0.09744498147726216,TRUE,6.2642892155265875,0.1499999999999999,0.027762999699420754,0,0.019313378315841498,1,1,200.33625608048368
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6752857843105318,0.1075,5,2,0.129733267976837,0.5277629996994208,2.0712486867122135,0.6561533250472487,1.43862409584521,-25.5932029618101,-1.5539695561946354,0.02720467019090048,39.743853577972374,25.653736409062567,0,FALSE,FALSE,FALSE,ok,18,0.0881866216841585,0.07109209615761787,0.09744498147726216,TRUE,6.2642892155265875,0.1499999999999999,0.027762999699420754,0,0.019313378315841498,1,1,200.33625608048368
