candidate_id,file_found,n,e_min,e_max,omega_min,omega_max,d_min,d_max,any_nonfinite,fail_e,fail_omega,fail_d,fail_reason
24,TRUE,16001,5.7960296878493145e-30,1.84408704311033,3e-307,166.51467047442767,-5.7745525970627805,2014161848528347e8,FALSE,TRUE,TRUE,TRUE,multiple_out
4,TRUE,16001,3.365236219726912e-29,2.341006587410713,8.377387481216765e-114,32.92178479056297,-6.500512922371273,1752919128304955e7,FALSE,TRUE,TRUE,TRUE,multiple_out
10,TRUE,16001,2.419416062091809e-28,2.291044115698498,2.3867446068311555e-110,29.321047782200825,-6.455295011158776,3869269458341643e6,FALSE,TRUE,TRUE,TRUE,multiple_out
17,TRUE,16001,2.621357493265881e-29,2.2788415638950013,2.5211283012754195e-114,27.5291592091515,-6.129797093634089,14049391821133442e5,FALSE,TRUE,TRUE,TRUE,multiple_out
29,TRUE,16001,1.9357194532908854e-28,2.2339947985014974,8.129459431729226e-111,24.872385479534895,-6.089338672282307,3328646149777052e5,FALSE,TRUE,TRUE,TRUE,multiple_out
36,TRUE,16001,2.1281289981993782e-29,2.2258864076783578,9.23064476620622e-115,23.64661340799866,-5.800116411404453,11063069383241764e4,FALSE,TRUE,TRUE,TRUE,multiple_out
23,TRUE,16001,3.02166347964482e-22,1.9974840389621396,1.0269766637765843e-164,84.71041530229108,-6.12068834233093,504332929631485060,FALSE,TRUE,TRUE,TRUE,multiple_out
22,TRUE,16001,0.00387621325694292,2.365011326079756,3.592420912102063e-7,34.821756458478966,-6.508813971841084,12835.456451740309,FALSE,TRUE,TRUE,TRUE,multiple_out
