run,time_end,e_mean,e_sd,e_amp,omega_mean,omega_sd,omega_amp,d_mean,d_sd,d_amp,u_mean,u_sd,u_amp,xi_mean,xi_sd,xi_amp,gY_mean,period_e,phi1,lambda,lambda_star,lambda_rel,cycle_flag
phi1_0.100_lambda_below_42.00,700,1.3354044544389763,0.624601955770449,1.9989793740805402,0.9271868507864094,0.3392037986884896,1.0229389131837783,-2.3337163717085962,2.9274205024074536,8.383285811106955,1.3400593931324887,0.7369461671163829,2.174751083235586,2032632950394.2659,1567857909610.4146,28.126567134548054,0.032409707807467034,NA,0.1,41.999999999999886,59.999999999999844,0.7,FALSE
phi1_0.100_lambda_near_58.80,700,0.800260289855414,0.018674806337342673,0.051774810266002724,0.8399682068691094,0.00857174540221361,0.023930224305368952,1.0000161635238904,0.001107570166655428,0.0030395967194367657,1.001079020404413,0.030448231202161755,0.08496340878063613,3.9994681857509753,0.09040414267821126,0.06307439300731854,0.030015221075257458,34.69999999999993,0.1,58.79999999999985,59.999999999999844,0.98,TRUE
phi1_0.100_lambda_above_72.00,700,0.8000453846453867,0.001483270301986896,0.00448207898288322,0.8399534848111425,6.239307808690561e-4,0.0019049273900968444,1.0000241725678107,6.106208156942577e-4,0.001849398702057914,1.0002027457516165,0.002560804574325985,0.007821523190779,3.9993411608160185,0.008267073229963423,0.006322976767312749,0.030027327936845302,31.399999999999977,0.1,71.99999999999982,59.999999999999844,1.2,TRUE
