sigma,psi,rF,rF_tilde,rF_eff,phi2,phi1,feasible,reason,r_star,d_star,omega_star,e_star,f_star,Z_star,maxReEig,maxImEig,a1,a2,a3,H
2,0.04,0.111,-0.00444,0.10656,0.8,0.872340425531915,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,17.882646240745647,1,0.01992280817575337,0.7603765226272717,-0.009907470845339071,0.5773764705882353,0.017321294117647053,-0.023041634666784765
2,0.04,0.111,-0.00444,0.10656,0.8500000000000001,0.9255319148936172,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,17.882646240745647,1,0.019924576130353283,0.7831848535491893,-0.009907470845339071,0.6125823529411765,0.0183774705882353,-0.024446612390369216
2,0.04,0.111,-0.00444,0.10656,0.9,0.9787234042553192,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,17.882646240745647,1,0.019926152883202847,0.8053474743505391,-0.009907470845339071,0.6477882352941176,0.01943364705882353,-0.025851590113953646
2,0.04,0.114,-0.004560000000000001,0.10944000000000001,0.5,0.5531914893617021,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,20.066078625418484,1,0.019905123885508053,0.6057519289875544,-0.009907470845339071,0.36614117647058814,0.010984235294117649,-0.014611768325278149
2,0.04,0.114,-0.004560000000000001,0.10944000000000001,0.55,0.6063829787234044,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,20.066078625418484,1,0.019909353532026407,0.63414643673081,-0.009907470845339071,0.4013470588235294,0.012040411764705888,-0.01601674604886259
2,0.04,0.114,-0.004560000000000001,0.10944000000000001,0.6,0.6595744680851064,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,20.066078625418484,1,0.01991290604607457,0.6613228709079059,-0.009907470845339071,0.43655294117647064,0.013096588235294124,-0.01742172377244703
2,0.04,0.114,-0.004560000000000001,0.10944000000000001,0.65,0.7127659574468086,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,20.066078625418484,1,0.019915931984009844,0.6874257221975391,-0.009907470845339071,0.4717588235294118,0.014152764705882354,-0.01882670149603146
2,0.04,0.114,-0.004560000000000001,0.10944000000000001,0.7,0.7659574468085106,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,20.066078625418484,1,0.019918540347637584,0.7125729898863293,-0.009907470845339071,0.5069647058823529,0.015208941176470593,-0.0202316792196159
2,0.04,0.114,-0.004560000000000001,0.10944000000000001,0.75,0.8191489361702128,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,20.066078625418484,1,0.01992081199563718,0.7368625209351246,-0.009907470845339071,0.5421705882352941,0.01626511764705882,-0.021636656943200328
2,0.04,0.114,-0.004560000000000001,0.10944000000000001,0.8,0.872340425531915,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,20.066078625418484,1,0.01992280817575337,0.7603765226272717,-0.009907470845339071,0.5773764705882353,0.017321294117647053,-0.023041634666784765
2,0.04,0.114,-0.004560000000000001,0.10944000000000001,0.8500000000000001,0.9255319148936172,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,20.066078625418484,1,0.019924576130353283,0.7831848535491893,-0.009907470845339071,0.6125823529411765,0.0183774705882353,-0.024446612390369216
2,0.04,0.114,-0.004560000000000001,0.10944000000000001,0.9,0.9787234042553192,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,20.066078625418484,1,0.019926152883202847,0.8053474743505391,-0.009907470845339071,0.6477882352941176,0.01943364705882353,-0.025851590113953646
2,0.04,0.117,-0.00468,0.11232,0.5,0.5531914893617021,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,22.516103376470262,1,0.019905123885508053,0.6057519289875544,-0.009907470845339071,0.36614117647058814,0.010984235294117649,-0.014611768325278149
2,0.04,0.117,-0.00468,0.11232,0.55,0.6063829787234044,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,22.516103376470262,1,0.019909353532026407,0.63414643673081,-0.009907470845339071,0.4013470588235294,0.012040411764705888,-0.01601674604886259
2,0.04,0.117,-0.00468,0.11232,0.6,0.6595744680851064,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,22.516103376470262,1,0.01991290604607457,0.6613228709079059,-0.009907470845339071,0.43655294117647064,0.013096588235294124,-0.01742172377244703
2,0.04,0.117,-0.00468,0.11232,0.65,0.7127659574468086,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,22.516103376470262,1,0.019915931984009844,0.6874257221975391,-0.009907470845339071,0.4717588235294118,0.014152764705882354,-0.01882670149603146
2,0.04,0.117,-0.00468,0.11232,0.7,0.7659574468085106,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,22.516103376470262,1,0.019918540347637584,0.7125729898863293,-0.009907470845339071,0.5069647058823529,0.015208941176470593,-0.0202316792196159
2,0.04,0.117,-0.00468,0.11232,0.75,0.8191489361702128,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,22.516103376470262,1,0.01992081199563718,0.7368625209351246,-0.009907470845339071,0.5421705882352941,0.01626511764705882,-0.021636656943200328
2,0.04,0.117,-0.00468,0.11232,0.8,0.872340425531915,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,22.516103376470262,1,0.01992280817575337,0.7603765226272717,-0.009907470845339071,0.5773764705882353,0.017321294117647053,-0.023041634666784765
2,0.04,0.117,-0.00468,0.11232,0.8500000000000001,0.9255319148936172,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,22.516103376470262,1,0.019924576130353283,0.7831848535491893,-0.009907470845339071,0.6125823529411765,0.0183774705882353,-0.024446612390369216
2,0.04,0.117,-0.00468,0.11232,0.9,0.9787234042553192,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,22.516103376470262,1,0.019926152883202847,0.8053474743505391,-0.009907470845339071,0.6477882352941176,0.01943364705882353,-0.025851590113953646
2,0.04,0.12,-0.0048,0.1152,0.5,0.5531914893617021,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,25.26527084458305,1,0.019905123885508053,0.6057519289875544,-0.009907470845339071,0.36614117647058814,0.010984235294117649,-0.014611768325278149
2,0.04,0.12,-0.0048,0.1152,0.55,0.6063829787234044,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,25.26527084458305,1,0.019909353532026407,0.63414643673081,-0.009907470845339071,0.4013470588235294,0.012040411764705888,-0.01601674604886259
2,0.04,0.12,-0.0048,0.1152,0.6,0.6595744680851064,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,25.26527084458305,1,0.01991290604607457,0.6613228709079059,-0.009907470845339071,0.43655294117647064,0.013096588235294124,-0.01742172377244703
2,0.04,0.12,-0.0048,0.1152,0.65,0.7127659574468086,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,25.26527084458305,1,0.019915931984009844,0.6874257221975391,-0.009907470845339071,0.4717588235294118,0.014152764705882354,-0.01882670149603146
2,0.04,0.12,-0.0048,0.1152,0.7,0.7659574468085106,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,25.26527084458305,1,0.019918540347637584,0.7125729898863293,-0.009907470845339071,0.5069647058823529,0.015208941176470593,-0.0202316792196159
2,0.04,0.12,-0.0048,0.1152,0.75,0.8191489361702128,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,25.26527084458305,1,0.01992081199563718,0.7368625209351246,-0.009907470845339071,0.5421705882352941,0.01626511764705882,-0.021636656943200328
2,0.04,0.12,-0.0048,0.1152,0.8,0.872340425531915,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,25.26527084458305,1,0.01992280817575337,0.7603765226272717,-0.009907470845339071,0.5773764705882353,0.017321294117647053,-0.023041634666784765
2,0.04,0.12,-0.0048,0.1152,0.8500000000000001,0.9255319148936172,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,25.26527084458305,1,0.019924576130353283,0.7831848535491893,-0.009907470845339071,0.6125823529411765,0.0183774705882353,-0.024446612390369216
2,0.04,0.12,-0.0048,0.1152,0.9,0.9787234042553192,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,25.26527084458305,1,0.019926152883202847,0.8053474743505391,-0.009907470845339071,0.6477882352941176,0.01943364705882353,-0.025851590113953646
2,0.06,0.03,-0.0018,0.0282,0.5,0.5516817353578306,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,0.7783575837628517,0.9971616624727216,-0.029263291400658222,0.6071785393184274,0.17984415547812466,0.3787409194702997,0.01095425744099866,0.05716008336614581
2,0.06,0.03,-0.0018,0.0282,0.55,0.6047222493191458,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,0.7783575837628517,0.9971616624727216,-0.029268996076088828,0.6348680024126254,0.19881931811047104,0.4152067761232121,0.012007436126274994,0.07054369197738905
2,0.06,0.03,-0.0018,0.0282,0.6,0.6577627632804607,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.7783575837628517,0.9971616624727216,-0.029273787096570532,0.661263113400264,0.2177944807428174,0.45167263277612446,0.013060614811551326,0.08531119170966595
2,0.06,0.03,-0.0018,0.0282,0.65,0.7108032772417757,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.7783575837628517,0.9971616624727216,-0.02927786768563071,0.6865131924659882,0.2367696433751638,0.4881384894290368,0.014113793496827665,0.10146258256297655
2,0.06,0.03,-0.0018,0.0282,0.7,0.7638437912030906,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.7783575837628517,0.9971616624727216,-0.029281384955970158,0.7107402923734533,0.25574480600751015,0.5246043460819492,0.015166972182104003,0.11899786453732081
2,0.06,0.03,-0.0018,0.0282,0.75,0.8168843051644056,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.7783575837628517,0.9971616624727216,-0.02928444802473481,0.7340457140349507,0.27471996863985654,0.5610702027348613,0.016220150867380344,0.1379170376326987
2,0.06,0.03,-0.0018,0.0282,0.8,0.8699248191257206,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.7783575837628517,0.9971616624727216,-0.029287139536235924,0.7565146456717436,0.2936951312722029,0.5975360593877738,0.01727332955265667,0.1582201018491104
2,0.06,0.03,-0.0018,0.0282,0.8500000000000001,0.9229653330870358,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.7783575837628517,0.9971616624727216,-0.02928952323111227,0.7782195468361925,0.3126702939045493,0.6340019160406863,0.018326508237933015,0.17990705718655578
2,0.06,0.03,-0.0018,0.0282,0.9,0.9760058470483506,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.7783575837628517,0.9971616624727216,-0.029291649058926988,0.7992226691287088,0.33164545653689564,0.6704677726935985,0.01937968692320935,0.20297790364503468
2,0.06,0.033,-0.00198,0.031020000000000002,0.5,0.5522418837053477,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,0.871299728660704,0.9982147413660536,-0.029499068949069878,0.6079258409806387,0.12214234133577687,0.3744524123914492,0.01096537981248676,0.03477111455583472
2,0.06,0.033,-0.00198,0.031020000000000002,0.55,0.6053384125014144,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,0.871299728660704,0.9982147413660536,-0.02950579225623548,0.6360549290332519,0.13534732255388848,0.4104894183364765,0.01201967073491191,0.04353897297363324
2,0.06,0.033,-0.00198,0.031020000000000002,0.6,0.658434941297481,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.871299728660704,0.9982147413660536,-0.029511438986848427,0.6629258444134276,0.14855230377200007,0.4465264242815038,0.013073961657337058,0.053258567364753887
2,0.06,0.033,-0.00198,0.031020000000000002,0.65,0.7115314700935478,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.871299728660704,0.9982147413660536,-0.0295162485578033,0.6886858848535232,0.16175728499011166,0.4825634302265311,0.014128252579762196,0.06392989772919666
2,0.06,0.033,-0.00198,0.031020000000000002,0.7,0.7646279988896144,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.871299728660704,0.9982147413660536,-0.029520394293535316,0.7134553947089719,0.17496226620822325,0.5186004361715584,0.015182543502187345,0.07555296406696155
2,0.06,0.033,-0.00198,0.031020000000000002,0.75,0.817724527685681,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.871299728660704,0.9982147413660536,-0.029524004760399746,0.7373342109613662,0.18816724742633487,0.5546374421165855,0.016236834424612483,0.08812776637804853
2,0.06,0.033,-0.00198,0.031020000000000002,0.8,0.8708210564817478,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.871299728660704,0.9982147413660536,-0.029527177338161983,0.7604062521720815,0.20137222864444645,0.5906744480616128,0.017291125347037646,0.10165430466245767
2,0.06,0.033,-0.00198,0.031020000000000002,0.8500000000000001,0.9239175852778145,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.871299728660704,0.9982147413660536,-0.029529987135640257,0.7827428653397565,0.21457720986255807,0.6267114540066402,0.018345416269462785,0.11613257892018897
2,0.06,0.033,-0.00198,0.031020000000000002,0.9,0.9770141140738812,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.871299728660704,0.9982147413660536,-0.02953249301317546,0.8044053185009794,0.22778219108066963,0.6627484599516674,0.019399707191887935,0.1315625891512423
2,0.06,0.036,-0.0021599999999999996,0.033839999999999995,0.5,0.5526266336929856,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.9753399118874863,0.9989380713428129,-0.023629938871486032,0.6077625924906058,0.07692199877363845,0.3713355710554787,0.010973019453505997,0.01759085488783187
2,0.06,0.036,-0.0021599999999999996,0.033839999999999995,0.55,0.6057616374878162,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.9753399118874863,0.9989380713428129,-0.027967698165412405,0.6360967872276427,0.08560494573553623,0.407060892866909,0.012028074340033076,0.022818351304897594
2,0.06,0.036,-0.0021599999999999996,0.033839999999999995,0.6,0.6588966412826466,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.9753399118874863,0.9989380713428129,-0.029675788443553463,0.6631931231078766,0.09428789269743398,0.44278621467833923,0.013083129226560143,0.028666249870934073
2,0.06,0.036,-0.0021599999999999996,0.033839999999999995,0.65,0.7120316450774771,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,0.9753399118874863,0.9989380713428129,-0.029681102611469893,0.6891976276039754,0.10297083965933174,0.47851153648976935,0.01413818411308722,0.03513455058594129
2,0.06,0.036,-0.0021599999999999996,0.033839999999999995,0.7,0.7651666488723075,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.9753399118874863,0.9989380713428129,-0.0296856833731018,0.7142295755945409,0.11165378662122949,0.5142368583011996,0.015193238999614292,0.04222325344991927
2,0.06,0.036,-0.0021599999999999996,0.033839999999999995,0.75,0.818301652667138,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,0.9753399118874863,0.9989380713428129,-0.029689672755258276,0.7383878900220681,0.12033673358312724,0.5499621801126299,0.01624829388614136,0.049932358462868025
2,0.06,0.036,-0.0021599999999999996,0.033839999999999995,0.8,0.8714366564619686,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.9753399118874863,0.9989380713428129,-0.029693178336083436,0.7617556982853526,0.129019680545025,0.5856875019240602,0.01730334877266843,0.05826186562478752
2,0.06,0.036,-0.0021599999999999996,0.033839999999999995,0.8500000000000001,0.924571660256799,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.9753399118874863,0.9989380713428129,-0.029696283092447238,0.784403655108474,0.13770262750692275,0.6214128237354904,0.018358403659195503,0.06721177493567779
2,0.06,0.036,-0.0021599999999999996,0.033839999999999995,0.9,0.9777066640516294,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,0.9753399118874863,0.9989380713428129,-0.029699052052054753,0.8063924170746287,0.1463855744688205,0.6571381455469206,0.019413458545722576,0.07678208639553878
2,0.06,0.039,-0.00234,0.03666,0.5,0.552875811583149,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0918033283253024,0.9994065257763202,-0.006963424436558563,0.6072348363328617,0.04369497268159419,0.3691972118975974,0.010977967159008136,0.005154094928978123
2,0.06,0.039,-0.00234,0.03666,0.55,0.606035733166996,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0918033283253024,0.9994065257763202,-0.009639603843354536,0.6356427597028769,0.04905521703428752,0.4047086977932397,0.012033516816085428,0.007819556189825825
2,0.06,0.039,-0.00234,0.03666,0.6,0.6591956547508427,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0918033283253024,0.9994065257763202,-0.012316414476979204,0.6628233996569463,0.05441546138698084,0.44022018368888166,0.013089066473162705,0.010865717934129248
2,0.06,0.039,-0.00234,0.03666,0.65,0.7123555763346896,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0918033283253024,0.9994065257763202,-0.014993715983688163,0.6889220451055056,0.059775705739674174,0.47573166958452384,0.014144616130239996,0.014292580161888403
2,0.06,0.039,-0.00234,0.03666,0.7,0.7655154979185363,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.0918033283253024,0.9994065257763202,-0.017671406749362906,0.7140573531541379,0.0651359500923675,0.5112431554801659,0.01520016578731727,0.01810014287310329
2,0.06,0.039,-0.00234,0.03666,0.75,0.8186754195023831,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,1.0918033283253024,0.9994065257763202,-0.02034941139626807,0.7383277218708938,0.07049619444506083,0.5467546413758079,0.01625571544439455,0.022288406067773905
2,0.06,0.039,-0.00234,0.03666,0.8,0.87183534108623,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0918033283253024,0.9994065257763202,-0.023027672828739548,0.7618158267652336,0.07585643879775417,0.58226612727145,0.017311265101471834,0.026857369745900254
2,0.06,0.039,-0.00234,0.03666,0.8500000000000001,0.9249952626700769,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0918033283253024,0.9994065257763202,-0.02570614700734916,0.7845919290662836,0.0812166831504475,0.6177776131670922,0.018366814758549125,0.031807033907482324
2,0.06,0.039,-0.00234,0.03666,0.9,0.9781551842539237,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0918033283253024,0.9994065257763202,-0.028384799418680717,0.806716339324998,0.0865769275031408,0.6532890990627342,0.019422364415626406,0.03713739855252011
2,0.06,0.041999999999999996,-0.0025199999999999997,0.039479999999999994,0.5,0.5530269490074525,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,0.004448464507407102,0.6066853084172533,0.020935617552101816,0.36782143423667396,0.010980968161485976,-0.003280399286841401
2,0.06,0.041999999999999996,-0.0025199999999999997,0.039479999999999994,0.55,0.6062019843337297,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,0.0029103910777856373,0.6351067376857381,0.024019926391845907,0.40319534236622384,0.012036817918811052,-0.002352095473639246
2,0.06,0.041999999999999996,-0.0025199999999999997,0.039479999999999994,0.6,0.6593770196600068,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,0.001371664310070922,0.6623060098692676,0.027104235231589995,0.43856925049577355,0.013092667676136113,-0.0012055835453565495
2,0.06,0.041999999999999996,-0.0025199999999999997,0.039479999999999994,0.65,0.712552054986284,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.2221734117651066,0.9996906641340106,-1.6757052908279724e-4,0.6884280103571945,0.030188544071334082,0.4739431586253233,0.01414851743346118,1.5913649800667305e-4
2,0.06,0.041999999999999996,-0.0025199999999999997,0.039479999999999994,0.7,0.7657270903125611,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,-0.001707208267782645,0.7135910615022564,0.03327285291107817,0.5093170667548731,0.01520436719078625,0.001742064656450425
2,0.06,0.041999999999999996,-0.0025199999999999997,0.039479999999999994,0.75,0.8189021256388384,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,-0.003247170888549783,0.7378932791442855,0.03635716175082226,0.5446909748844228,0.016260216948111316,0.0035432009299747047
2,0.06,0.041999999999999996,-0.0025199999999999997,0.039479999999999994,0.8,0.8720771609651156,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,-0.0047873992958418765,0.7614170975575489,0.03944147059056635,0.5800648830139726,0.01731606670543638,0.005562545318579533
2,0.06,0.041999999999999996,-0.0025199999999999997,0.039479999999999994,0.8500000000000001,0.9252521962913928,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,-0.006327847907415668,0.7842325693263329,0.04252577943031044,0.6154387911435224,0.018371916462761456,0.007800097822264873
2,0.06,0.041999999999999996,-0.0025199999999999997,0.039479999999999994,0.9,0.9784272316176699,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,-0.007868481000584016,0.8063998226852891,0.04561008827005453,0.6508126992730722,0.019427766220086528,0.010255858441030746
2,0.06,0.045,-0.0026999999999999997,0.0423,0.5,0.5531121583203347,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3681107299029152,0.9998508576422293,0.011684007944215598,0.6062664032605777,0.006500886642267289,0.3669974907752507,0.010982660087627192,-0.008596851002100753
2,0.06,0.045,-0.0026999999999999997,0.0423,0.55,0.6062957145779001,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,1.3681107299029152,0.9998508576422293,0.010867748545315255,0.6346812529272734,0.008141722391027926,0.4022890045586581,0.01203867903756638,-0.008763353641486818
2,0.06,0.045,-0.0026999999999999997,0.0423,0.6,0.6594792708354655,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.3681107299029152,0.9998508576422293,0.010050823409488374,0.661876288308022,0.009782558139788563,0.4375805183420655,0.013094697987505573,-0.008814041125985501
2,0.06,0.045,-0.0026999999999999997,0.0423,0.65,0.712662827093031,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3681107299029152,0.9998508576422293,0.009233380559003135,0.6879961854263523,0.0114233938885492,0.4728720321254731,0.014150716937444761,-0.008748913455596792
2,0.06,0.045,-0.0026999999999999997,0.0423,0.7,0.7658463833505963,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3681107299029152,0.9998508576422293,0.008415527161098502,0.7131590944240854,0.013064229637309833,0.5081635459088805,0.015206735887383954,-0.008567970630320701
2,0.06,0.045,-0.0026999999999999997,0.0423,0.75,0.8190299396081617,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3681107299029152,0.9998508576422293,0.0075973427136133975,0.7374629871281273,0.01470506538607047,0.5434550596922879,0.016262754837323146,-0.008271212650157221
2,0.06,0.045,-0.0026999999999999997,0.0423,0.8,0.8722134958657272,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3681107299029152,0.9998508576422293,0.006778887433540048,0.7609901756710074,0.016345901134831108,0.5787465734756952,0.017318773787262327,-0.007858639515106345
2,0.06,0.045,-0.0026999999999999997,0.0423,0.8500000000000001,0.9253970521232925,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3681107299029152,0.9998508576422293,0.0059602077682184285,0.7838106077789586,0.017986736883591745,0.6140380872591027,0.018374792737201523,-0.007330251225168094
2,0.06,0.045,-0.0026999999999999997,0.0423,0.9,0.9785806083808578,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3681107299029152,0.9998508576422293,0.005141340118369975,0.805984320709994,0.019627572632352378,0.6493296010425101,0.01943081168714071,-0.006686047780342451
2,0.06,0.048,-0.0028799999999999997,0.04512,0.5,0.5531564351518765,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.5314741355502672,0.9999340980855278,0.015898965607187204,0.606002949673409,-0.0019101275900712117,0.36654198179645603,0.010983539253603328,-0.011683681205952118
2,0.06,0.048,-0.0028799999999999997,0.04512,0.55,0.6063444190925962,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.5314741355502672,0.9999340980855278,0.015503296891068455,0.6344088364868266,-0.0011103932645444257,0.4017879446819841,0.012039646120140135,-0.01248578874769016
2,0.06,0.048,-0.0028799999999999997,0.04512,0.6,0.6595324030333156,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.5314741355502672,0.9999340980855278,0.01510695603986996,0.6615959353774875,-3.106589390176398e-4,0.4370339075675119,0.013095752986676935,-0.013231521476716591
2,0.06,0.048,-0.0028799999999999997,0.04512,0.65,0.7127203869740353,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.5314741355502672,0.9999340980855278,0.014710092498277191,0.6877088189090731,4.890753865091479e-4,0.47227987045304,0.014151859853213737,-0.013920879393031426
2,0.06,0.048,-0.0028799999999999997,0.04512,0.7,0.7659083709147547,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.5314741355502672,0.9999340980855278,0.014312814463391443,0.7128655527522229,0.001288809712035932,0.5075258333385679,0.015207966719750532,-0.014553862496634656
2,0.06,0.048,-0.0028799999999999997,0.04512,0.75,0.8190963548554744,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.5314741355502672,0.9999340980855278,0.013915202197041301,0.7371640386005069,0.002088544037562718,0.5427717962240959,0.016264073586287342,-0.0151304707875263
2,0.06,0.048,-0.0028799999999999997,0.04512,0.8,0.8722843387961939,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9400000000000001,1.5314741355502672,0.9999340980855278,0.013517316494934067,0.7606865295184444,0.0028882783630895057,0.5780177591096238,0.017320180452824137,-0.01565070426570633
2,0.06,0.048,-0.0028799999999999997,0.04512,0.8500000000000001,0.9254723227369136,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.5314741355502672,0.9999340980855278,0.013119204250803568,0.7835029228657399,0.0036880126886162917,0.6132637219951519,0.01837628731936095,-0.016114562931174775
2,0.06,0.048,-0.0028799999999999997,0.04512,0.9,0.9786603066776332,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.5314741355502672,0.9999340980855278,0.012720902215218655,0.8056732124888193,0.004487747014143076,0.6485096848806798,0.019432394185897747,-0.01652204678393161
2,0.06,0.051000000000000004,-0.0030600000000000002,0.04794,0.5,0.5531774399058368,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.7143444434690422,0.9999735870229732,0.018134790913882724,0.6058606882494939,-0.006372808305997986,0.36631170073400654,0.010983956326469107,-0.013318390575491033
2,0.06,0.051000000000000004,-0.0030600000000000002,0.04794,0.55,0.6063675243219525,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.7143444434690422,0.9999735870229732,0.017962275038158858,0.6342604538609931,-0.006019342052063878,0.4015346355132896,0.012040104900292491,-0.014457079217197777
2,0.06,0.051000000000000004,-0.0030600000000000002,0.04794,0.6,0.659557608738068,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.7143444434690422,0.9999735870229732,0.017789084016168813,0.6614418669405341,-0.005665875798129769,0.4367575702925725,0.013096253474115874,-0.015570867621286521
