sigma,psi,rF,rF_tilde,rF_eff,phi2,phi1,feasible,reason,r_star,d_star,omega_star,e_star,f_star,Z_star,maxReEig,maxImEig,a1,a2,a3,H,stable,oscillatory,rh_ok,period,econ_ok,regime,score
2,0.16,0.041999999999999996,-0.006719999999999999,0.03528,0.8,0.8716634093232967,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0331689802852657,0.9992045059548734,-0.029754520745285184,0.761884922920512,0.09959672086456434,0.5837662401953149,0.017307851204159765,0.040833352070729224,TRUE,TRUE,TRUE,8.246895453836295,TRUE,stable_oscillatory,0
2,0.1,0.039,-0.0039000000000000003,0.0351,0.9,0.9779330283028913,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0257568792113267,0.9991744962274641,-0.029753663146019786,0.8066694579321326,0.11712273589272082,0.6552235030385604,0.019417953260926716,0.057323616036161956,TRUE,TRUE,TRUE,7.789045742832882,TRUE,stable_oscillatory,0
2,0.22,0.045,-0.009899999999999999,0.0351,0.9,0.9779330283028913,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0257568792113267,0.9991744962274641,-0.029753663146019786,0.8066694579321326,0.11712273589272082,0.6552235030385604,0.019417953260926716,0.057323616036161956,TRUE,TRUE,TRUE,7.789045742832882,TRUE,stable_oscillatory,0
2,0.38,0.056999999999999995,-0.02166,0.035339999999999996,0.75,0.8185220571389469,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.0356515637464636,0.9992143116141465,-0.029753147193849135,0.7384382433208946,0.09170209990449016,0.5480936336928393,0.01625267026326353,0.03400866689065225,TRUE,TRUE,TRUE,8.50874851622382,TRUE,stable_oscillatory,0
2,0.02,0.036,-7.199999999999999e-4,0.03528,0.75,0.8185142334746331,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0331689802852657,0.9992045059548734,-0.029750892325456895,0.7384404713711529,0.09275270888269535,0.5481609972419312,0.016252514915664488,0.034590902482364336,TRUE,TRUE,TRUE,8.50872284330899,TRUE,stable_oscillatory,0
2,0.16,0.041999999999999996,-0.006719999999999999,0.03528,0.75,0.8185142334746331,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0331689802852657,0.9992045059548734,-0.029750892325456895,0.7384404713711529,0.09275270888269535,0.5481609972419312,0.016252514915664488,0.034590902482364336,TRUE,TRUE,TRUE,8.50872284330899,TRUE,stable_oscillatory,0
2,0.1,0.039,-0.0039000000000000003,0.0351,0.8500000000000001,0.9247854487163242,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0257568792113267,0.9991744962274641,-0.029750808069365857,0.7846034098083327,0.11006550218505085,0.6196045502553723,0.01836264866799942,0.04983443731200071,TRUE,TRUE,TRUE,8.00810349360383,TRUE,stable_oscillatory,0
2,0.22,0.045,-0.009899999999999999,0.0351,0.8500000000000001,0.9247854487163242,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0257568792113267,0.9991744962274641,-0.029750808069365857,0.7846034098083327,0.11006550218505085,0.6196045502553723,0.01836264866799942,0.04983443731200071,TRUE,TRUE,TRUE,8.00810349360383,TRUE,stable_oscillatory,0
2,0.1,0.039,-0.0039000000000000003,0.0351,0.8,0.8716378691297568,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0257568792113267,0.9991744962274641,-0.029747606761104516,0.7618822001973883,0.10300826847738084,0.5839855974721843,0.017307344075072114,0.0428480011362663,TRUE,TRUE,TRUE,8.246924925601018,TRUE,stable_oscillatory,0
2,0.22,0.045,-0.009899999999999999,0.0351,0.8,0.8716378691297568,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0257568792113267,0.9991744962274641,-0.029747606761104516,0.7618822001973883,0.10300826847738084,0.5839855974721843,0.017307344075072114,0.0428480011362663,TRUE,TRUE,TRUE,8.246924925601018,TRUE,stable_oscillatory,0
2,0.1,0.039,-0.0039000000000000003,0.0351,0.75,0.8184902895431896,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0257568792113267,0.9991744962274641,-0.029743992174580205,0.7384453532996507,0.09595103476971084,0.5483666446889963,0.016252039482144813,0.03636430750895874,TRUE,TRUE,TRUE,8.508666591378711,TRUE,stable_oscillatory,0
2,0.22,0.045,-0.009899999999999999,0.0351,0.75,0.8184902895431896,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0257568792113267,0.9991744962274641,-0.029743992174580205,0.7384453532996507,0.09595103476971084,0.5483666446889963,0.016252039482144813,0.03636430750895874,TRUE,TRUE,TRUE,8.508666591378711,TRUE,stable_oscillatory,0
2,0.32,0.051000000000000004,-0.01632,0.03468,0.9,0.9778625898459024,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.008668111217656,0.9991009271723867,-0.029736661565301924,0.8066063244620396,0.12640695387682538,0.6558247007819463,0.019416554626637862,0.06348424807638844,TRUE,TRUE,TRUE,7.789655395238951,TRUE,stable_oscillatory,0
2,0.32,0.051000000000000004,-0.01632,0.03468,0.8500000000000001,0.9247189235069456,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.008668111217656,0.9991009271723867,-0.02973383328384097,0.7845625238776074,0.11883393028114958,0.6201723481241257,0.018361327735615503,0.05533618984366368,TRUE,TRUE,TRUE,8.00852082014533,TRUE,stable_oscillatory,0
2,0.04,0.036,-0.0014399999999999999,0.03456,0.9,0.9778415674769274,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0038381055709709,0.9990789704759019,-0.029731588825468086,0.8065833209268879,0.12914508191813878,0.6560031353500033,0.01941613720400628,0.06530344144932577,TRUE,TRUE,TRUE,7.789877554074938,TRUE,stable_oscillatory,0
2,0.28,0.048,-0.013440000000000002,0.03456,0.9,0.9778415674769274,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0038381055709709,0.9990789704759019,-0.029731588825468086,0.8065833209268879,0.12914508191813878,0.6560031353500033,0.01941613720400628,0.06530344144932577,TRUE,TRUE,TRUE,7.789877554074938,TRUE,stable_oscillatory,0
2,0.36,0.054,-0.01944,0.03456,0.9,0.9778415674769274,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0038381055709709,0.9990789704759019,-0.029731588825468086,0.8065833209268879,0.12914508191813878,0.6560031353500033,0.01941613720400628,0.06530344144932577,TRUE,TRUE,TRUE,7.789877554074938,TRUE,stable_oscillatory,0
2,0.32,0.051000000000000004,-0.01632,0.03468,0.8,0.8715752571679888,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.008668111217656,0.9991009271723867,-0.029730662017607875,0.7618623577254436,0.11126090668547378,0.5845199954663052,0.017306100844593136,0.047728123826777005,TRUE,TRUE,TRUE,8.247139714236795,TRUE,stable_oscillatory,0
2,0.04,0.036,-0.0014399999999999999,0.03456,0.8500000000000001,0.9246990690473583,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0038381055709709,0.9990789704759019,-0.02972876854173511,0.7845464844792633,0.12141994009794557,0.6203408696606243,0.01836093350313012,0.05696081773137035,TRUE,TRUE,TRUE,8.008684547672152,TRUE,stable_oscillatory,0
2,0.28,0.048,-0.013440000000000002,0.03456,0.8500000000000001,0.9246990690473583,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0038381055709709,0.9990789704759019,-0.02972876854173511,0.7845464844792633,0.12141994009794557,0.6203408696606243,0.01836093350313012,0.05696081773137035,TRUE,TRUE,TRUE,8.008684547672152,TRUE,stable_oscillatory,0
2,0.36,0.054,-0.01944,0.03456,0.8500000000000001,0.9246990690473583,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.0038381055709709,0.9990789704759019,-0.02972876854173511,0.7845464844792633,0.12141994009794557,0.6203408696606243,0.01836093350313012,0.05696081773137035,TRUE,TRUE,TRUE,8.008684547672152,TRUE,stable_oscillatory,0
