"time","e","omega","d","r","pi","kappa","gY","g_y","y_pc","lambda","tag"
0,0.91,0.59,0.1,0.135,0.41,0.691115716773933,0.230371905591311,0.220371905591311,1,51.2238057238394,"below"
0.05,0.919153660107266,0.596954620486163,0.113238968142515,0.132461143702237,0.403045379513837,0.689899625404606,0.229966541801535,0.219966541801535,1.01105903103262,51.2238057238394,"below"
0.1,0.928379097361349,0.604074482436129,0.126646780999855,0.129864392837959,0.395925517563871,0.688486304009036,0.229495434669679,0.219495434669679,1.02221628527991,51.2238057238394,"below"
0.15,0.937673271560213,0.61136417618584,0.140220637183062,0.127208263985002,0.38863582381416,0.686839763337143,0.228946587779048,0.218946587779048,1.0334683010494,51.2238057238394,"below"
0.2,0.947032385314575,0.618828409709191,0.15395628519887,0.124491258676955,0.381171590290809,0.684916946595724,0.228305648865241,0.218305648865241,1.04481068952441,51.2238057238394,"below"
0.25,0.956451724699647,0.626472004332976,0.167847713026891,0.121711870005226,0.373527995667024,0.682666322320569,0.227555440773523,0.217555440773523,1.05623794086809,51.2238057238394,"below"
0.3,0.965925473248286,0.634299888352846,0.181886781702739,0.118868590854006,0.365700111647154,0.680026227287532,0.226675409095844,0.216675409095844,1.06774319034978,51.2238057238394,"below"
0.35,0.975446481275162,0.642317087983286,0.196062789099632,0.115959924187244,0.357682912016714,0.676922938926698,0.225640979642233,0.215640979642233,1.07931793734032,51.2238057238394,"below"
0.4,0.985005997019104,0.650528714982475,0.21036195426693,0.11298439576806,0.349471285017525,0.673268471404388,0.224422823801463,0.214422823801463,1.09095170955807,51.2238057238394,"below"
0.45,0.99459333816889,0.658939950166138,0.224766813323703,0.109940569722559,0.341060049833862,0.668958117082831,0.22298603902761,0.21298603902761,1.10263166503103,51.2238057238394,"below"
0.478157919767058,0.999999999999979,0.663766630983085,0.232917539171253,0.108195830686117,0.336233369016915,0.666196229773237,0.222065409924412,0.212065409924412,1.10923552969957,51.2238057238394,"below"
0,0.91,0.59,0.1,0.135,0.41,0.696174927296488,0.232058309098829,0.222058309098829,1,61.2238057238394,"near"
0.05,0.919235489873527,0.596954979081165,0.113495395249461,0.132456750385454,0.403045020918835,0.695534573838508,0.231844857946169,0.221844857946169,1.01115398991668,61.2238057238394,"near"
0.1,0.928553865283685,0.604075998911353,0.12718537882681,0.129854910715769,0.395924001088647,0.694769231491411,0.23158974383047,0.22158974383047,1.02241934956083,61.2238057238394,"near"
0.15,0.937953586819736,0.611367787377363,0.141070316358943,0.127192898934897,0.388632212622637,0.693851458780454,0.231283819593485,0.221283819593485,1.03379440435421,61.2238057238394,"near"
0.2,0.947432548869653,0.618835211498366,0.15514946579091,0.124469105070696,0.381164788501634,0.692747232160179,0.230915744053393,0.220915744053393,1.04527677652961,61.2238057238394,"near"
0.25,0.956987931347253,0.626483276293579,0.169420675439388,0.121681896644817,0.373516723706421,0.691414277380581,0.230471425793527,0.220471425793527,1.05686320416785,61.2238057238394,"near"
0.3,0.966616023526942,0.634317121878019,0.183880009299964,0.118829625885661,0.365682878121981,0.689799976510479,0.229933325503493,0.219933325503493,1.06854931247588,61.2238057238394,"near"
0.35,0.976311990058262,0.642342018168429,0.198521278460974,0.115910639302841,0.357657981831571,0.687838754871469,0.229279584957156,0.219279584957156,1.08032932486396,61.2238057238394,"near"
0.4,0.986069585788735,0.650563356453689,0.21333545585139,0.112923290251247,0.349436643546311,0.685448842120361,0.228482947373454,0.218482947373454,1.09219569861539,61.2238057238394,"near"
0.45,0.995880787775414,0.6589866368583,0.228309948797494,0.109865955233942,0.3410133631417,0.682528300858585,0.227509433619528,0.217509433619528,1.10413866699946,61.2238057238394,"near"
0.470923355033366,0.999999999999992,0.662572772274392,0.234619960607116,0.108565409898417,0.337427227725608,0.681119300729322,0.227039766909774,0.217039766909774,1.10916418392622,61.2238057238394,"near"
0,0.91,0.59,0.1,0.135,0.41,0.698359975456217,0.232786658485406,0.222786658485406,1,71.2238057238394,"above"
0.05,0.919271322192838,0.596955135383875,0.113607668481396,0.132454827064018,0.403044864616125,0.69803494040012,0.232678313466707,0.222678313466707,1.01119612838844,71.2238057238394,"above"
0.1,0.928631521836591,0.60407666635764,0.127424644164981,0.129850700478037,0.39592333364236,0.697635831304488,0.232545277101496,0.222545277101496,1.02251080848907,71.2238057238394,"above"
0.15,0.938080090760015,0.611369393207492,0.141453636130631,0.127185974995325,0.388630606792508,0.697143740990594,0.232381246996865,0.222381246996865,1.03394361316646,71.2238057238394,"above"
0.2,0.947616137211809,0.618838269277275,0.155696621643893,0.124458966546843,0.381161730722725,0.696534467463804,0.232178155821268,0.222178155821268,1.04549363269727,71.2238057238394,"above"
0.25,0.95723826546415,0.62648840253233,0.170154595372022,0.12166795589969,0.37351159746767,0.695776920820878,0.231925640273626,0.221925640273626,1.05715932811525,71.2238057238394,"above"
0.3,0.966944432443884,0.63432505583637,0.184827245471849,0.118811193963346,0.36567494416363,0.694831029277243,0.231610343092414,0.221610343092414,1.06893833843198,71.2238057238394,"above"
0.35,0.976731744208399,0.642353645371887,0.199712531429584,0.115886909352211,0.357646354628113,0.693644987618434,0.231214995872811,0.221214995872811,1.08082722674051,71.2238057238394,"above"
0.4,0.986596198020366,0.650579736498631,0.214806132390454,0.112893318960615,0.349420263501369,0.692151648219692,0.230717216073231,0.220717216073231,1.09282114544804,71.2238057238394,"above"
0.45,0.996532336496606,0.659009036066786,0.230100727812756,0.109828642514192,0.340990963933214,0.690263806390053,0.230087935463351,0.220087935463351,1.10491339486245,71.2238057238394,"above"
0.467371762335458,0.999999999999992,0.6619863028628,0.235459735168382,0.108746903459594,0.3380136971372,0.68949572354086,0.229831907846953,0.219831907846953,1.10914098004605,71.2238057238394,"above"
