time,e,omega,d
0,0.942,0.648316538100394,0.02633076200788132
0.05,0.9420238375158551,0.6483591355909321,0.026244531771394415
0.1,0.942046981738634,0.6484023831214946,0.02615884257547941
0.15000000000000002,0.9420694210395981,0.6484462726826191,0.026073694827836422
0.2,0.9420911453484575,0.6484907971401142,0.025989088830364333
0.25,0.9421121413639343,0.6485359468299273,0.025905024922786995
0.30000000000000004,0.9421323983433667,0.6485817135899485,0.025821503296081568
0.35000000000000003,0.9421519051956643,0.6486280887773764,0.025738524091299807
0.4,0.9421706509730639,0.6486750635973167,0.025656087381651076
0.45,0.9421886248720851,0.6487226291060515,0.02557419317271904
0.5,0.9422058162366804,0.648770776213895,0.025492841402152588
0.55,0.9422222145608943,0.6488194956879428,0.025412031939506332
0.6000000000000001,0.9422378094818861,0.6488687781635334,0.02533176459038636
0.65,0.9422525908132681,0.6489186141186852,0.0252520390826222
0.7000000000000001,0.9422665485141536,0.6489689939084469,0.025172855081331692
0.75,0.9422796727040762,0.6490199077556302,0.025094212183266844
0.8,0.942291953666586,0.6490713457526663,0.025016109916361936
0.8500000000000001,0.9423033818506792,0.6491232978653158,0.024938547740264556
0.9,0.9423139478732132,0.6491757539354069,0.02486152504643788
0.9500000000000001,0.9423236425212905,0.6492287036835592,0.02478504115829765
1,0.9423324567546035,0.649282136711887,0.0247090953313853
1.05,0.9423403817077396,0.6493360425066842,0.024633686753576613
1.1,0.9423474086924488,0.6493904104410858,0.02455881454532535
1.1500000000000001,0.9423535291998719,0.6494452297777025,0.02448447775994121
1.2000000000000002,0.942358734902731,0.6495004896712274,0.024410675383901487
1.25,0.9423630176574821,0.6495561791710085,0.02433740633719577
1.3,0.9423663695064297,0.649612287223587,0.02426466947370296
1.35,0.9423687826798043,0.6496688026751958,0.024192463581599977
1.4000000000000001,0.9423702495978038,0.6497257142742161,0.024120787383801287
1.4500000000000002,0.9423707628725976,0.6497830106735882,0.024049639538428622
1.5,0.942370315310295,0.6498406804331738,0.02397901863930994
1.55,0.9423688999128799,0.6498987120220655,0.023908923216507005
1.6,0.9423665098801088,0.6499570938208413,0.02383935173687059
1.6500000000000001,0.942363138611377,0.6500158141237588,0.02377030260462254
1.7000000000000002,0.9423587797075504,0.6500748611408879,0.023701774161963757
1.75,0.9423534269727658,0.6501342230001762,0.02363376468970734
1.8,0.9423470744161998,0.6501938877494461,0.023566272407935792
1.85,0.9423397162538073,0.6502538433583169,0.02349929547668151
1.9000000000000001,0.9423313469100312,0.6503140777200515,0.023432831996629554
1.9500000000000002,0.9423219610194823,0.6503745786533213,0.023366880009841773
2,0.9423115534285949,0.6504353339038891,0.023301437500501274
2.0500000000000003,0.9423001191972528,0.6504963311462014,0.023236502395676265
2.1,0.9422876536003947,0.6505575579848919,0.023172072566102344
2.15,0.9422741521295928,0.6506190019561884,0.023108145826982104
2.2,0.9422596104946123,0.6506806505292221,0.023044719938801177
2.25,0.9422440246249485,0.6507424911072334,0.022981792608159572
2.3000000000000003,0.9422273906713464,0.6508045110286731,0.02291936148861736
2.35,0.942209705007302,0.6508666975681929,0.02285742418155364
2.4000000000000004,0.942190964230549,0.6509290379375232,0.022795978237037745
2.45,0.942171165164531,0.650991519286233,0.02273502115471162
2.5,0.9421503048598618,0.6510541287023707,0.02267455038468236
2.5500000000000003,0.9421283805957759,0.6511168532129796,0.02261456332842383
2.6,0.9421053898815698,0.6511796797844864,0.022555057339686293
2.6500000000000004,0.9420813304580387,0.6512425953229577,0.02249602972541303
2.7,0.9420562002989076,0.6513055866742211,0.022437477746662843
2.75,0.942029997612261,0.6513686406238502,0.022379398619537454
2.8000000000000003,0.9420027208419735,0.6514317438970058,0.022321789516112637
2.85,0.9419743686691406,0.6514948831581315,0.02226464756537212
2.9000000000000004,0.9419449400135179,0.6515580450105024,0.02220796985414318
2.95,0.9419144340349643,0.6516212159956211,0.02215175342803285
3,0.9418828501348967,0.6516843825924576,0.022095995292363706
3.0500000000000003,0.9418501879577563,0.651747531216533,0.02204069241310822
3.1,0.9418164473924904,0.6518106482188392,0.021985841717820594
3.1500000000000004,0.94178162857405,0.6518737198845962,0.021931440096565114
3.2,0.9417457318849103,0.651936732431841,0.021877484402839868
3.25,0.9417087579566116,0.6519996720098468,0.021823971454494964
3.3000000000000003,0.9416707076713274,0.6520625246973689,0.021770898034644142
3.35,0.941631582163461,0.6521252765007154,0.021718260892568772
3.4000000000000004,0.9415913828212727,0.6521879133516403,0.021666056744613263
3.45,0.9415501112885432,0.6522504211050554,0.021614282275070933
3.5,0.9415077694662728,0.6523127855365615,0.021562934137059224
3.5500000000000003,0.9414643595144231,0.6523749923397935,0.02151200895338346
3.6,0.9414198838536999,0.6524370271235811,0.02146150331738804
3.6500000000000004,0.9413743451673855,0.6524988754089205,0.021411413793794166
3.7,0.9413277464032193,0.6525605226257581,0.02136173691952317
3.75,0.9412800907753318,0.652621954109584,0.021312469204504414
3.8000000000000003,0.9412313817662359,0.652683155097834,0.02126360713246695
3.85,0.9411816231288761,0.6527441107261013,0.021215147161713913
3.9000000000000004,0.941130818888742,0.6528048060241546,0.021167085725878762
3.95,0.9410789733460463,0.6528652259117671,0.02111941923466243
4,0.9410260910779743,0.6529253551943521,0.02107214407455054
4.05,0.940972176941003,0.6529851785584095,0.02102525660950972
4.1000000000000005,0.9409172360732976,0.6530446805667828,0.020978753181662146
4.15,0.9408612738971862,0.6531038456537284,0.020932630111937422
4.2,0.940804296121717,0.6531626581198,0.020886883700700947
4.25,0.9407463087452995,0.6532211021265504,0.020841510228357833
4.3,0.9406873180584342,0.6532791616910537,0.02079650595593155
4.3500000000000005,0.9406273306465333,0.6533368206802515,0.020751867125616386
4.4,0.9405663533928352,0.653394062805129,0.02070758996130294
4.45,0.940504393481416,0.6534508716147247,0.020663670669075637
4.5,0.9404414584002992,0.6535072304899794,0.020620105437681568
4.55,0.9403775559446688,0.6535631226374323,0.020576890438969667
4.6000000000000005,0.9403126942201852,0.6536185310827719,0.020534021828299446
4.65,0.9402468816464089,0.6536734386642477,0.020491495744918375
4.7,0.9401801269603326,0.6537278280259544,0.020449308312307075
4.75,0.9401124392200233,0.6537816816109996,0.020407455638491466
4.800000000000001,0.9400438278083776,0.6538349816545622,0.020365933816320975
4.8500000000000005,0.9399743024368619,0.6538877101770897,0.020324738923704663
4.9,0.9399038731498536,0.6539398489765325,0.020283867023841457
4.95,0.9398325503284728,0.6539913796216663,0.020243314165372183
5,0.9397603446947433,0.6540422834449569,0.02020307638251101
5.050000000000001,0.9396872673160518,0.6540925415350712,0.02016314969514967
5.1000000000000005,0.9396133296095729,0.6541421347296564,0.02012353010891164
5.15,0.9395385433468325,0.6541910436080856,0.02008421361516817
5.2,0.9394629206583911,0.6542392484842294,0.02004519619101348
5.25,0.9393864740386422,0.654286729399284,0.020006473799198028
5.300000000000001,0.9393092163507233,0.6543334661146804,0.01996804238801901
5.3500000000000005,0.9392311608315372,0.6543794381051055,0.01992989789116708
5.4,0.9391523210968831,0.654424624551664,0.01989203622752837
5.45,0.9390727111466896,0.6544690043352124,0.019854453300940916
5.5,0.938992345370351,0.6545125560299015,0.019817144999904522
5.550000000000001,0.9389112385521576,0.6545552578969618,0.01978010719724309
5.6000000000000005,0.9388294058768173,0.6545970878787717,0.01974333574971855
5.65,0.9387468629350627,0.6546380235932509,0.01970682649759532
5.7,0.9386636257293343,0.6546780423286193,0.019670575264154465
5.75,0.9385797106795347,0.6547171210385719,0.019634577855156536
5.800000000000001,0.9384951346288442,0.654755236337915,0.019598830058252192
5.8500000000000005,0.9384099148495876,0.654792364498715,0.01956332764233962
5.9,0.9383240690491432,0.6548284814470167,0.019528066356867876
5.95,0.938237615375881,0.6548635627601829,0.019493041931085225
6,0.9381505724251186,0.6548975836649182,0.019458250073231625
6.050000000000001,0.9380629592451238,0.6549305190360457,0.01942368646966683
6.1000000000000005,0.9379747953430368,0.6549623433960494,0.019389346783955343
6.15,0.9378861006906207,0.6549930309155878,0.01935522665590846
6.2,0.9377968957303741,0.6550225554148205,0.019321321700511918
6.25,0.9377072013812735,0.6550508903658335,0.019287627506836883
6.300000000000001,0.9376170390444937,0.6550780088961344,0.019254139636881804
6.3500000000000005,0.9375264306090355,0.6551038837933039,0.019220853624351872
6.4,0.9374353984572265,0.6551284875108861,0.019187764973376938
6.45,0.9373439654700716,0.6551517921755938,0.019154869157167593
6.5,0.9372521550324289,0.6551737695959063,0.019122161616609026
6.550000000000001,0.9371599910523123,0.6551943912639387,0.019089637757804007
6.6000000000000005,0.9370674979300601,0.6552136283880012,0.01905729295295889
6.65,0.9369747005839592,0.6552314518930685,0.019025122537376163
6.7,0.9368816244615175,0.6552478324314462,0.018993121807334132
6.75,0.9367882955033412,0.6552627404192937,0.01896128602136938
6.800000000000001,0.9366947402525478,0.6552761460042638,0.018929610390416404
6.8500000000000005,0.9366009857416506,0.6552880191437156,0.018898090084748624
6.9,0.936507059538499,0.6552983296050763,0.018866720228849512
6.95,0.9364129897522134,0.6553070469889414,0.01883549589917926
7,0.9363188050313193,0.6553141407576268,0.01880441212242982
